"adminid"	"bundle"	"ftype"	"admincode"	"name"	"fstatus"	"description"	"startdate"	"enddate"	"modified"	"permit_id"	"uid"	"status"	"module"	"feed_nid"	"dh_link_admin_reg_holder"	"dh_link_admin_dha_usafips"	"dh_link_admin_record_mgr_id"	"dh_link_admin_timeseries"	"dh_link_admin_reg_issuer"
"440362"	"permit"	"npdes_ip"	"VA0087696"	"MADISON WOOD PRESERVERS INCORPORATED"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1390885200"	"1548565200"	"1544216160"	"VA0087696"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440363"	"permit"	"npdes_ip"	"VA0087700"	"ATLANTIC RESEARCH CORPORATION"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1245643200"	"1403323200"	"1544216160"	"VA0087700"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440364"	"permit"	"npdes_ip"	"VA0087718"	"DOC - COFFEEWOOD CORRECTIONAL CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1379304000"	"1536984000"	"1544216160"	"VA0087718"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440365"	"permit"	"npdes_ip"	"VA0087734"	"DOMINION - MATERIALS AND METERING SERVICES CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1447822800"	"1604116800"	"1544216161"	"VA0087734"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440366"	"permit"	"npdes_ip"	"VA0087858"	"SUNOCO - MANASSAS TERMINAL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1446350400"	"1604116800"	"1544216161"	"VA0087858"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440367"	"permit"	"npdes_ip"	"VA0087874"	"FCWA - CORBALIS WATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1400817600"	"1558497600"	"1544216161"	"VA0087874"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440368"	"permit"	"npdes_ip"	"VA0087882"	"CALLEBS COVE CAMPGROUND  STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1525147200"	"1682827200"	"1544216161"	"VA0087882"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440369"	"permit"	"npdes_ip"	"VA0087891"	"EVERGREEN COUNTRY CLUB"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1535774400"	"1693454400"	"1544216161"	"VA0087891"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440370"	"permit"	"npdes_ip"	"VA0087912"	"VIRGINIA AIR NATIONAL GUARD -"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1214884800"	"1372564800"	"1544216161"	"VA0087912"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440371"	"permit"	"npdes_ip"	"VA0087955"	"NICKELSVILLE WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1541044800"	"1698724800"	"1544216162"	"VA0087955"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440372"	"permit"	"npdes_ip"	"VA0088048"	"PEMBROKE TOWN - SEWAGE TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1384578000"	"1542258000"	"1544216162"	"VA0088048"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440373"	"permit"	"npdes_ip"	"VA0088072"	"CAPEHART HOMES WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1389502800"	"1547182800"	"1544216162"	"VA0088072"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440374"	"permit"	"npdes_ip"	"VA0088081"	"SCHUYLER WTP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1227157200"	"1383192000"	"1544216162"	"VA0088081"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440375"	"permit"	"npdes_ip"	"VA0088102"	"HRSD KING WILLIAM COUNTY SEWAGE TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1420088400"	"1577768400"	"1544216162"	"VA0088102"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440376"	"permit"	"npdes_ip"	"VA0088111"	"LEE COUNTY PUBLIC SERVICE AUTHORITY-ROSE HILL WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1391922000"	"1549602000"	"1544216162"	"VA0088111"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440377"	"permit"	"npdes_ip"	"VA0088153"	"TRANS IND CORPORATION - COXEND"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1354338000"	"1512018000"	"1544216162"	"VA0088153"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440378"	"permit"	"npdes_ip"	"VA0088161"	"LEXINGTON-ROCKBRIDGE REGIONAL WQCF"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1422766800"	"1580446800"	"1544216163"	"VA0088161"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440379"	"permit"	"npdes_ip"	"VA0088170"	"VERONA WTP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1236229200"	"1383192000"	"1544216163"	"VA0088170"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440380"	"permit"	"npdes_ip"	"VA0088188"	"WEYERS CAVE WTP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1235970000"	"1383192000"	"1544216163"	"VA0088188"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440381"	"permit"	"npdes_ip"	"VA0088196"	"RASPBERRY FALLS WATER RECLAMATION FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1506830400"	"1664510400"	"1544216163"	"VA0088196"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440382"	"permit"	"npdes_ip"	"VA0088226"	"HUGH K CASSELL ELEMENTARY SCHOOL"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1364788800"	"1522468800"	"1544216163"	"VA0088226"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440383"	"permit"	"npdes_ip"	"VA0088277"	"PILOT-4649"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1396324800"	"1554004800"	"1544216163"	"VA0088277"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440384"	"permit"	"npdes_ip"	"VA0088331"	"PARHAM LANDING WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1445140800"	"1601438400"	"1544216163"	"VA0088331"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440385"	"permit"	"npdes_ip"	"VA0088374"	"CROP PRODUCTION SERVICES INCORPORATED - SEALSTON"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1372132800"	"1529812800"	"1544216164"	"VA0088374"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440386"	"permit"	"npdes_ip"	"VA0088382"	"COVANCE RESEARCH PRODUCTS INC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1441684800"	"1599451200"	"1544216164"	"VA0088382"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440387"	"permit"	"npdes_ip"	"VA0088404"	"CHESAPEAKE CITY - NORTHWEST RIVER WTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1412136000"	"1569816000"	"1544216164"	"VA0088404"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440388"	"permit"	"npdes_ip"	"VA0088421"	"TWIN OAKS COMMUNITY STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1417755600"	"1575435600"	"1544216164"	"VA0088421"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440389"	"permit"	"npdes_ip"	"VA0088463"	"SURRY COUNTY WASTEWATER TREATMENT FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1531972800"	"1688097600"	"1544216164"	"VA0088463"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440390"	"permit"	"npdes_ip"	"VA0088480"	"CHICKAHOMINY WWTP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1157083200"	"1314763200"	"1544216164"	"VA0088480"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440391"	"permit"	"npdes_ip"	"VA0088498"	"OLDE MILL GOLF RESORT STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1410494400"	"1568174400"	"1544216165"	"VA0088498"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440392"	"permit"	"npdes_ip"	"VA0088510"	"PRINCE WILLIAM COUNTY - BALLS FORD YARD WASTE"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1493611200"	"1651291200"	"1544216165"	"VA0088510"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440393"	"permit"	"npdes_ip"	"VA0088552"	"SPONAUGLE SUBDIVISION"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1285041600"	"1442721600"	"1544216165"	"VA0088552"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440394"	"permit"	"npdes_ip"	"VA0088561"	"FRANKLIN COUNTY SCHOOLS - CALLAWAY ELEMENTARY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1441771200"	"1598846400"	"1544216165"	"VA0088561"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440395"	"permit"	"npdes_ip"	"VA0088579"	"ARLINGTON COUNTY MS4"	"expired"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1372219200"	"1529899200"	"1544216165"	"VA0088579"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440396"	"permit"	"npdes_ip"	"VA0088587"	"FAIRFAX COUNTY - MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1427860800"	"1585627200"	"1544216165"	"VA0088587"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440397"	"permit"	"npdes_ip"	"VA0088595"	"PRINCE WILLIAM COUNTY MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1418792400"	"1576472400"	"1544216166"	"VA0088595"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440398"	"permit"	"npdes_ip"	"VA0088609"	"CHESTERFIELD COUNTY MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1418792400"	"1576472400"	"1544216166"	"VA0088609"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440399"	"permit"	"npdes_ip"	"VA0088617"	"HENRICO COUNTY MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1427860800"	"1585627200"	"1544216166"	"VA0088617"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440400"	"permit"	"npdes_ip"	"VA0088625"	"CHESAPEAKE CITY - MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216166"	"VA0088625"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440401"	"permit"	"npdes_ip"	"VA0088633"	"HAMPTON CITY MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216166"	"VA0088633"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440402"	"permit"	"npdes_ip"	"VA0088641"	"NEWPORT NEWS CITY MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216166"	"VA0088641"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440403"	"permit"	"npdes_ip"	"VA0088650"	"NORFOLK CITY OF - MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216166"	"VA0088650"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440404"	"permit"	"npdes_ip"	"VA0088668"	"PORTSMOUTH CITY - MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216167"	"VA0088668"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440405"	"permit"	"npdes_ip"	"VA0088676"	"VIRGINIA BEACH CITY - MS4"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216167"	"VA0088676"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440406"	"permit"	"npdes_ip"	"VA0088684"	"AMHERST COUNTY LANDFILL PERMIT NUMBER 181"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1420520400"	"1578200400"	"1544216167"	"VA0088684"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440407"	"permit"	"npdes_ip"	"VA0088692"	"ASHBY SUBDIVISION WATER SUPPLY"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1257048000"	"1414728000"	"1544216167"	"VA0088692"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440408"	"permit"	"npdes_ip"	"VA0088706"	"GET CAPTIVE LLC - ZION CROSSROADS"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1427342400"	"1585108800"	"1544216167"	"VA0088706"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440409"	"permit"	"npdes_ip"	"VA0088714"	"HOOVER TREATED WOOD PRODUCTS"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1533096000"	"1690776000"	"1544216167"	"VA0088714"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440410"	"permit"	"npdes_ip"	"VA0088722"	"STONEBROOK CLUB"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1414814400"	"1572494400"	"1544216168"	"VA0088722"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440411"	"permit"	"npdes_ip"	"VA0088749"	"BOSTON WATER AND SEWER STP - NEW FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1456808400"	"1614488400"	"1544216168"	"VA0088749"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440412"	"permit"	"npdes_ip"	"VA0088765"	"AMERICAN ELECTRIC POWER-SMITH MOUNTAIN HYDRO PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1465790400"	"1593489600"	"1544216168"	"VA0088765"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440413"	"permit"	"npdes_ip"	"VA0088811"	"SANDYS MOBILE HOME COURT (MHC) LLC STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1420088400"	"1577768400"	"1544216168"	"VA0088811"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440414"	"permit"	"npdes_ip"	"VA0088846"	"SHEN VALLE LOGISTICS STP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1422766800"	"1580446800"	"1544216168"	"VA0088846"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440415"	"permit"	"npdes_ip"	"VA0088871"	"PINE CREEK CAMP STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1427860800"	"1585627200"	"1544216168"	"VA0088871"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440416"	"permit"	"npdes_ip"	"VA0088935"	"DANTE COMMUNITY WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1270008000"	"1427688000"	"1544216168"	"VA0088935"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440417"	"permit"	"npdes_ip"	"VA0088943"	"BLUE RIDGE MHC WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1433131200"	"1590897600"	"1544216169"	"VA0088943"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440418"	"permit"	"npdes_ip"	"VA0088960"	"KERRS CREEK LLC"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1329454800"	"1469937600"	"1544216169"	"VA0088960"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440419"	"permit"	"npdes_ip"	"VA0088978"	"BLACK SWAMP REGIONAL WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1506830400"	"1664510400"	"1544216169"	"VA0088978"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440420"	"permit"	"npdes_ip"	"VA0088986"	"BLACK ROCK MHC WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1443672000"	"1598846400"	"1544216169"	"VA0088986"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440421"	"permit"	"npdes_ip"	"VA0088994"	"HARRISONBURG/SHENANDOAH VALLEY KOA"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1441080000"	"1598846400"	"1544216169"	"VA0088994"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440422"	"permit"	"npdes_ip"	"VA0089001"	"DOUTHAT ROAD MOBILE HOME PARK STP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1282536000"	"1440216000"	"1544216169"	"VA0089001"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440423"	"permit"	"npdes_ip"	"VA0089010"	"SAN DAMIANO SPIRITUAL LIFE CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1427860800"	"1585627200"	"1544216170"	"VA0089010"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440424"	"permit"	"npdes_ip"	"VA0089052"	"BLUE RIDGE WOOD PRESERVING INC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1440993600"	"1598760000"	"1544216170"	"VA0089052"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440425"	"permit"	"npdes_ip"	"VA0089061"	"WOODLAWN VILLAGE MOBILE HOME PARK"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1456808400"	"1614488400"	"1544216170"	"VA0089061"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440426"	"permit"	"npdes_ip"	"VA0089087"	"OUTDOOR WORLD HARBORVIEW"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1153368000"	"1311048000"	"1544216170"	"VA0089087"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440427"	"permit"	"npdes_ip"	"VA0089125"	"HAYMOUNT WASTEWATER TREATMENT FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1491019200"	"1648699200"	"1544216170"	"VA0089125"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440428"	"permit"	"npdes_ip"	"VA0089133"	"ALDIE WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1483246800"	"1640926800"	"1544216170"	"VA0089133"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440429"	"permit"	"npdes_ip"	"VA0089168"	"LYON SHIPYARD INCORPORATED - SEALIFT DRYDOCK"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1488344400"	"1646024400"	"1544216171"	"VA0089168"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440430"	"permit"	"npdes_ip"	"VA0089184"	"BREWERS CREEK SUBDIVISION WATE"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1289102400"	"1446786000"	"1544216171"	"VA0089184"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440431"	"permit"	"npdes_ip"	"VA0089206"	"FIGHTING CREEK WWTF"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1477540800"	"1632974400"	"1544216171"	"VA0089206"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440432"	"permit"	"npdes_ip"	"VA0089214"	"FLYING J NO 752"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1420088400"	"1577768400"	"1544216171"	"VA0089214"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440433"	"permit"	"npdes_ip"	"VA0089222"	"C AND M INDUSTRIES INCORPORATED"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1459483200"	"1617163200"	"1544216171"	"VA0089222"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440434"	"permit"	"npdes_ip"	"VA0089231"	"LAKE PACKING COMPANY INCORPORATED"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1343793600"	"1501473600"	"1544216171"	"VA0089231"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440435"	"permit"	"npdes_ip"	"VA0089265"	"COMFORT INN AND SUITES WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1462075200"	"1619755200"	"1544216172"	"VA0089265"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440436"	"permit"	"npdes_ip"	"VA0089273"	"WVWA - GLEN WILTON WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1461124800"	"1617163200"	"1544216172"	"VA0089273"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440437"	"permit"	"npdes_ip"	"VA0089290"	"GILES COUNTY PUBLIC SERVICE AU"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1250568000"	"1408248000"	"1544216172"	"VA0089290"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440438"	"permit"	"npdes_ip"	"VA0089303"	"AMPRO SHIPYARD"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1222747200"	"1380427200"	"1544216172"	"VA0089303"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440439"	"permit"	"npdes_ip"	"VA0089320"	"US DOE - THOMAS JEFFERSON NATIONAL ACCELERATOR FAC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1475294400"	"1632974400"	"1544216172"	"VA0089320"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440440"	"permit"	"npdes_ip"	"VA0089338"	"HOPYARD FARM WASTEWATER TREATMENT FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1353992400"	"1511672400"	"1544216172"	"VA0089338"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440441"	"permit"	"npdes_ip"	"VA0089354"	"EMERALD HILL ELEMENTARY SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1488344400"	"1646024400"	"1544216173"	"VA0089354"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440442"	"permit"	"npdes_ip"	"VA0089397"	"LEE COUNTY PSA - HICKORY FLATS WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1480568400"	"1638248400"	"1544216173"	"VA0089397"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440443"	"permit"	"npdes_ip"	"VA0089427"	"CARROLL COUNTY PSA - CROOKED C"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1182225600"	"1339992000"	"1544216173"	"VA0089427"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440444"	"permit"	"npdes_ip"	"VA0089443"	"HILLSVILLE WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1485925200"	"1643605200"	"1544216173"	"VA0089443"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440445"	"permit"	"npdes_ip"	"VA0089451"	"NEWPORT NEWS CITY - LEE HALL WTP REVERSE OSMOSIS"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1506830400"	"1664510400"	"1544216173"	"VA0089451"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440446"	"permit"	"npdes_ip"	"VA0089460"	"MOTTS RUN WATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1501560000"	"1659240000"	"1544216174"	"VA0089460"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440447"	"permit"	"npdes_ip"	"VA0089478"	"GLADYS TIMBER PRODUCTS INC"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1337227200"	"1494907200"	"1544216174"	"VA0089478"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440448"	"permit"	"npdes_ip"	"VA0089486"	"APPOMATTOX COUNTY LANDFILL 86"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1504238400"	"1661918400"	"1544216174"	"VA0089486"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440449"	"permit"	"npdes_ip"	"VA0089508"	"THREE SPRINGS WATER FILTRATION PLANT"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1357016400"	"1514696400"	"1544216174"	"VA0089508"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440450"	"permit"	"npdes_ip"	"VA0089541"	"MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1512104400"	"1669784400"	"1544216174"	"VA0089541"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440451"	"permit"	"npdes_ip"	"VA0089559"	"MORRIS WELL WTP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1336708800"	"1490932800"	"1544216174"	"VA0089559"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440452"	"permit"	"npdes_ip"	"VA0089583"	"BASTIAN WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1470024000"	"1627704000"	"1544216175"	"VA0089583"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440453"	"permit"	"npdes_ip"	"VA0089591"	"WATTS PLACE"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1185681600"	"1341028800"	"1544216175"	"VA0089591"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440454"	"permit"	"npdes_ip"	"VA0089605"	"US  DEFENSE FUEL SUPPORT POINT CRANEY ISLAND"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1512104400"	"1669784400"	"1544216175"	"VA0089605"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440455"	"permit"	"npdes_ip"	"VA0089630"	"WALK RESIDENCE WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1538366400"	"1696046400"	"1544216175"	"VA0089630"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440456"	"permit"	"npdes_ip"	"VA0089656"	"WASHINGTON COUNTY PSA - MILL C"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1189051200"	"1346817600"	"1544216175"	"VA0089656"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440457"	"permit"	"npdes_ip"	"VA0089681"	"NEWPORT NEWS - WILLIAMSBURG INTERNATIONAL AIRPORT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1377057600"	"1534737600"	"1544216176"	"VA0089681"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440458"	"permit"	"npdes_ip"	"VA0089699"	"GENERAL DYNAMICS NASSCO-NORFOLK - HARPER FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1517461200"	"1675141200"	"1544216176"	"VA0089699"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440459"	"permit"	"npdes_ip"	"VA0089729"	"NELSON COUNTY REGIONAL STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1527825600"	"1685505600"	"1544216176"	"VA0089729"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440460"	"permit"	"npdes_ip"	"VA0089737"	"NORFOLK INTERNATIONAL AIRPORT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1372824000"	"1530504000"	"1544216176"	"VA0089737"	"6115"	"1"	""	""	""	""	""	""	"416194"
"440461"	"permit"	"npdes_ip"	"VA0089770"	"FAST STOP SUNOCO"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1199595600"	"1356930000"	"1544216176"	"VA0089770"	"6115"	"1"	""	""	""	""	""	""	"416194"
