"DEQ.ID.of.Source"	"FacilityName"	"FacilityID"	"Latitude"	"Longitude"	"flag"
191601	"SAUNDERS BROTHERS, INC."	73414	NA	NA	"vwuds_flag_coord"
191603	"Blue Ridge Fish Hatchery, Inc"	193261	35.57	-80.43	"vwuds_flag_coord"
191606	"LAKE CAROLINE"	71762	NA	NA	"vwuds_flag_coord"
191608	"Scenic View Golf Course"	193260	NA	NA	"vwuds_flag_coord"
191609	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
191610	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
191625	"MTN VIEW SHORES SERVICE AREA"	71639	NA	NA	"vwuds_flag_coord"
191630	"Secondary sources (fmr WHALEYVILLE SERVICE AREA)"	72343	36.588835	36.588835	"vwuds_flag_coord"
191631	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191634	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191635	"Suffolk Main System (G.ROBERT HOUSE WTP)"	74429	NA	NA	"vwuds_flag_coord"
191636	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191638	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191639	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191640	"NEW LEAF FARMS, INC."	72431	NA	NA	"vwuds_flag_coord"
191641	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191642	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191643	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191644	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191645	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
191647	"SAUNDERS BROTHERS, INC."	73414	NA	NA	"vwuds_flag_coord"
191649	"Cameron Hills Golf Links"	67299	NA	NA	"vwuds_flag_coord"
191650	"Cameron Hills Golf Links"	67299	NA	NA	"vwuds_flag_coord"
191651	"Cameron Hills Golf Links"	67299	NA	NA	"vwuds_flag_coord"
191653	"LAKE CAROLINE"	71762	NA	NA	"vwuds_flag_coord"
191654	"KENTMERE FARM"	193263	NA	NA	"vwuds_flag_coord"
191655	"LAKE CAROLINE"	71762	NA	NA	"vwuds_flag_coord"
191657	"NEW HOPE FARM"	193264	NA	NA	"vwuds_flag_coord"
191660	"Bide-A-Wee Golf Course"	90443	NA	NA	"vwuds_flag_coord"
192160	"STAPLETON STREET PLANT"	73931	NA	NA	"vwuds_flag_coord"
192739	"Surry Power Station"	67224	NA	NA	"vwuds_flag_coord"
226902	"Kiptopeke State Park"	67021	NA	NA	"vwuds_flag_coord"
230369	"INGLESIDE DAIRY FARM, INC."	71593	NA	NA	"vwuds_flag_coord"
230370	"Stafford Ready Mix Plant"	90583	NA	NA	"vwuds_flag_coord"
230372	"Stafford Ready Mix Plant"	90583	NA	NA	"vwuds_flag_coord"
230373	"TOWER ROAD SERVICE AREA"	73488	30.773534905944	-72.097553220051	"vwuds_flag_coord"
230376	"Jareco Farms"	230339	NA	36.985317	"vwuds_flag_coord"
230388	"Alvis Dairy"	230337	NA	NA	"vwuds_flag_coord"
230390	"Van Ike Farm, LLC"	230333	NA	NA	"vwuds_flag_coord"
230391	"Van Ike Farm, LLC"	230333	NA	NA	"vwuds_flag_coord"
230394	"Burnt Chimney Dairy LLC"	230341	NA	NA	"vwuds_flag_coord"
230397	"Coffman Poultry Farm, LLC"	230342	NA	NA	"vwuds_flag_coord"
230398	"Mountain Meadows Dairy "	230334	NA	NA	"vwuds_flag_coord"
230399	"Hodges View Farms"	230338	NA	NA	"vwuds_flag_coord"
230407	"Van Ike Farm, LLC"	230333	NA	NA	"vwuds_flag_coord"
230409	"Oakland Park"	90598	NA	NA	"vwuds_flag_coord"
230411	"Alvis Dairy"	230337	NA	NA	"vwuds_flag_coord"
231186	"Mt. Alto"	72575	NA	NA	"vwuds_flag_coord"
231892	"David's Nursery"	67316	NA	NA	"vwuds_flag_coord"
231894	"David's Nursery"	67316	NA	NA	"vwuds_flag_coord"
231898	"HONAKER SERVICE AREA"	72522	NA	NA	"vwuds_flag_coord"
231903	"HONAKER SERVICE AREA"	72522	NA	NA	"vwuds_flag_coord"
232021	"DUFFIELD SERVICE AREA"	72784	NA	NA	"vwuds_flag_coord"
232055	"Joyner Farm"	232053	NA	NA	"vwuds_flag_coord"
232200	"DUFFIELD WTP"	72778	36.7930944	82.5954111	"vwuds_flag_coord"
232306	"Walnut Manor Water System"	232220	NA	NA	"vwuds_flag_coord"
232314	"Colonial Elementary"	232221	NA	NA	"vwuds_flag_coord"
232320	"Eagle Rock Elementary"	232228	NA	NA	"vwuds_flag_coord"
232326	"James River High School"	232231	NA	NA	"vwuds_flag_coord"
232328	"LOWER BROAD RUN SERVICE AREA"	73762	NA	NA	"vwuds_flag_coord"
232329	"LOWER BROAD RUN SERVICE AREA"	73762	NA	NA	"vwuds_flag_coord"
232335	"Troutville Elementary"	232223	NA	NA	"vwuds_flag_coord"
232343	"CLOVERDALE - VISTA PARK"	72491	NA	NA	"vwuds_flag_coord"
232467	"CASTLEWOOD SERVICE AREA"	71799	51.942	15.363	"vwuds_flag_coord"
232472	"CASTLEWOOD SERVICE AREA"	71799	NA	NA	"vwuds_flag_coord"
232624	"Wood Preservers, Inc."	67675	NA	NA	"vwuds_flag_coord"
232626	"Wood Preservers, Inc."	67675	NA	NA	"vwuds_flag_coord"
232628	"Wood Preservers, Inc."	67675	NA	NA	"vwuds_flag_coord"
232630	"Wood Preservers, Inc."	67675	NA	NA	"vwuds_flag_coord"
232632	"Wood Preservers, Inc."	67675	NA	NA	"vwuds_flag_coord"
232639	"Edgwater Farm"	232636	NA	NA	"vwuds_flag_coord"
257906	"Independence Golf Club"	74076	NA	NA	"vwuds_flag_coord"
290711	"Indian Acres / Po River W&S"	72842	NA	NA	"vwuds_flag_coord"
