"DEQ.ID.of.Source"	"FacilityName"	"FacilityID"	"Latitude"	"Longitude"	"flag"	"Corrected_Latitude"	"Corrected_Longitude"
63468	"CHERITON FARMS"	385	0.1	0	"vwuds_flag_coord"	37.288224	-75.971178
63469	"Cropperville Farm"	502	0.1	0	"vwuds_flag_coord"	37.720874	-75.671184
63470	"ASHLAND FARMS"	30	0.1	0	"vwuds_flag_coord"	37.728506	-79.608372
63471	"DOUBLE M FARMS"	602	0.1	0	"vwuds_flag_coord"	38.331596	-78.918334
63472	"AUBREY PRITCHETT"	39	0.1	0	"vwuds_flag_coord"	36.67898	-79.583405
63473	"ROBERT P EASLEY"	1855	0.1	0	"vwuds_flag_coord"	36.78063	-79.452956
63474	"WAYNE ASHWORTH"	2318	0.1	0	"vwuds_flag_coord"	36.652824	-79.475721
63475	"LARRY D ROACH"	1272	0.1	0	"vwuds_flag_coord"	36.975125	-79.294744
63476	"BRUMFIELDS FARM"	259	0.1	0	"vwuds_flag_coord"	37.038161	-79.453635
63477	"RICHARD D TURNER"	1799	0.1	0	"vwuds_flag_coord"	36.924379	-79.44107
63479	"GRACE PRICE"	876	0.1	0	"vwuds_flag_coord"	36.835203	-79.518394
63480	"EDWARD J MORRIS"	659	0.1	0	"vwuds_flag_coord"	36.742023	-79.542334
63481	"TROY A FARTHING"	2204	0.1	0	"vwuds_flag_coord"	36.916577	-79.31509
63482	"DELMAS SOWELL"	570	0.1	0	"vwuds_flag_coord"	36.910263	-78.71628
63483	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63484	"FRED M CRISMAN"	777	0.1	0	"vwuds_flag_coord"	38.837582	-78.572705
63485	"RICHARD AVERY"	1797	0.1	0	"vwuds_flag_coord"	37.001906	-77.809729
63486	"MOUNTAIN RIVER GARDENS"	1478	0.1	0	"vwuds_flag_coord"	38.200544	-79.246919
63487	"BOB EAST JR"	204	0.1	0	"vwuds_flag_coord"	38.135802	-78.995128
63489	"PAUL YODER FARM"	1636	0.1	0	"vwuds_flag_coord"	38.158445	-78.907957
63490	"OCTAGON BERRY FARM"	1592	0.1	0	"vwuds_flag_coord"	37.8562	-77.53517
63491	"MT. PLEASANT GREENHOUSE"	1491	0.1	0	"vwuds_flag_coord"	37.661857	-77.489852
63492	"JAMES H. VANCE"	1116	0.1	0	"vwuds_flag_coord"	38.881775	-78.505612
63493	"GRAND VIEW FARM"	879	0.1	0	"vwuds_flag_coord"	38.733987	-78.751375
63494	"EDGEWOOD FARM & NURSERY"	650	0.1	0	"vwuds_flag_coord"	38.260847	-78.454226
63495	"MOSES A CLEMENTS"	1465	0.1	0	"vwuds_flag_coord"	36.736765	-77.514837
63496	"GEORGE C(CORKY) HOLLOWAY"	814	0.1	0	"vwuds_flag_coord"	36.814415	-77.471216
63497	"JAMES W POTTS"	1126	0.1	0	"vwuds_flag_coord"	37.174906	-77.626639
63498	"DAVID BARNES"	544	0.1	0	"vwuds_flag_coord"	36.918458	-77.57297
63499	"WILLIAM BAIN FARMS @ Durwood Bain Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
63500	"WILLIAM BAIN FARMS @ Reese Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
63501	"BOBBY L. WILKERSON"	205	0.1	0	"vwuds_flag_coord"	36.605051	-79.320127
63502	"CLAUDE S WHITEHEAD JR."	422	0.1	0	"vwuds_flag_coord"	36.82577	-79.397969
63503	"C H BUCKNER"	299	0.1	0	"vwuds_flag_coord"	36.679904	-79.190724
63504	"PRESTLEY TREE NURSERY & FARM"	1720	0.1	0	"vwuds_flag_coord"	37.687163	-77.013662
63505	"Nock Farm"	1538	0.1	0	"vwuds_flag_coord"	37.831527	-75.570203
63507	"HISTORYLAND NURSURIES INC"	1001	0.1	0	"vwuds_flag_coord"	38.09022	-76.883938
63508	"FROG HOLLOW SOD FARM INC"	787	0.1	0	"vwuds_flag_coord"	37.695277777	-76.998611111
63509	"OLD TOWN FARM"	1597	0.1	0	"vwuds_flag_coord"	37.590235	-76.989292
63510	"NICK KERNICH"	1534	0.1	0	"vwuds_flag_coord"	37.597324	-77.925462
63512	"HILLVIEW FARM INC"	997	0.1	0	"vwuds_flag_coord"	38.36249	-79.01084
63513	"Derrings Mill Farm"	576	0.1	0	"vwuds_flag_coord"	37.074814	-76.806428
63515	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63518	"GEORGE SHELTON"	816	0.1	0	"vwuds_flag_coord"	36.67786	-79.476806
63519	"LANDON R WYATT"	1267	0.1	0	"vwuds_flag_coord"	36.579983	-79.399989
63520	"EUGENE EDMONDS"	688	0.1	0	"vwuds_flag_coord"	36.953647	-79.358828
63521	"MABEL R JENKINS"	1349	0.1	0	"vwuds_flag_coord"	36.7128	-79.381793
63522	"W E FRANCIS SR"	2276	0.1	0	"vwuds_flag_coord"	36.810073	-79.255955
63523	"AL EASLEY"	66	0.1	0	"vwuds_flag_coord"	36.780708	-79.431661
63524	"JACKSON RIVER BERRY FARM"	1107	0.1	0	"vwuds_flag_coord"	37.876374	-79.909799
63525	"WARREN E. BEERY"	2300	0.1	0	"vwuds_flag_coord"	38.371614	-78.879296
63526	"WALLACE SCHAFER"	2290	0.1	0	"vwuds_flag_coord"	37.524419	-78.026812
63527	"EDWARD M. HENDERSON"	660	0.1	0	"vwuds_flag_coord"	37.520479	-77.572657
63528	"ACOMA FARMS INC"	58	0.1	0	"vwuds_flag_coord"	37.502767	-77.903529
63529	"JAMES B TATUM"	1112	0.1	0	"vwuds_flag_coord"	36.685258	-79.656444
63530	"WATKINS NURSERIES INC"	2314	0.1	0	"vwuds_flag_coord"	37.507927	-77.708801
63531	"MARK NEWMAN"	1374	0.1	0	"vwuds_flag_coord"	37.349656	-75.936077
63532	"HAWKINS BROTHERS FARM"	946	0.1	0	"vwuds_flag_coord"	37.103632	-79.125436
63533	"CHEROKEE POINT FARMS"	387	0.1	0	"vwuds_flag_coord"	37.469246	-75.930752
63535	"SAMUEL TURNER & BOBBY HATCHETT"	1921	0.1	0	"vwuds_flag_coord"	36.844871	-79.707144
63536	"J L WALKER"	1100	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
63537	"CHARLES WEST"	374	0.1	0	"vwuds_flag_coord"	37.438918	-75.88085
63538	"GODWIN'S NURSERY/PENINSULA PRO"	857	0.1	0	"vwuds_flag_coord"	37.650532	-75.74024
63539	"FRANK J ETZ III"	771	0.1	0	"vwuds_flag_coord"	37.244166666	-75.945277777
63540	"TOMMY R LAW"	2178	0.1	0	"vwuds_flag_coord"	36.743211	-79.475095
63541	"C DAVID PALMER"	298	0.1	0	"vwuds_flag_coord"	36.870772	-78.896008
63542	"J T CREWS"	1102	0.1	0	"vwuds_flag_coord"	37.352201	-79.243601
63543	"L. WAYNE OSBORNE"	1229	0.1	0	"vwuds_flag_coord"	36.847187	-79.591445
63544	"CHERITON FARMS"	385	0.1	0	"vwuds_flag_coord"	37.288224	-75.971178
63548	"TICONDEROGA FARMS"	2169	0.1	0	"vwuds_flag_coord"	38.889371	-77.537345
63549	"DAVID A MILLER"	542	0.1	0	"vwuds_flag_coord"	38.510351	-78.780196
63550	"EDIBLE LANDSCAPING"	651	0.1	0	"vwuds_flag_coord"	37.951235	-78.858038
63551	"SELDOM RESTS FARMS"	1944	0.1	0	"vwuds_flag_coord"	36.757456	-77.847185
63552	"W A PROSISE"	2275	0.1	0	"vwuds_flag_coord"	37.149648	-77.88191
63553	"WILLIAM BAIN FARMS @ Fraser Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
63555	"BRUCE H ADAMS"	258	0.1	0	"vwuds_flag_coord"	37.080327	-79.291279
63556	"B S MATTHEWS AND SONS"	94	0.1	0	"vwuds_flag_coord"	37.874102	-75.523659
63557	"AUBREY PRITCHETT"	39	0.1	0	"vwuds_flag_coord"	36.67898	-79.583405
63558	"PAUL C LEWIS"	1635	0.1	0	"vwuds_flag_coord"	36.953921	-79.358914
63559	"RAMB FARM"	1750	0.1	0	"vwuds_flag_coord"	36.88311	-77.777431
63560	"BEN F. KELLAM JR. ESTATE"	145	0.1	0	"vwuds_flag_coord"	37.473602	-75.889161
63561	"ROBERT I MAPP"	1852	0.1	0	"vwuds_flag_coord"	37.421344444	-75.923234883
63562	"HILLS FARM INC"	991	0.1	0	"vwuds_flag_coord"	36.71125	-80.694578
63565	"GOLDEN HORSESHOE FARM"	861	0.1	0	"vwuds_flag_coord"	38.338895	-78.507112
63566	"BEERY FARMS INC"	133	0.1	0	"vwuds_flag_coord"	38.371614	-78.879243
63567	"FRANK L BAILEY"	772	0.1	0	"vwuds_flag_coord"	36.960992	-78.414247
63568	"JOHN T WILLIAMS"	1163	0.1	0	"vwuds_flag_coord"	36.747961	-78.567291
63569	"JAMES B TATUM"	1112	0.1	0	"vwuds_flag_coord"	36.685258	-79.656444
63570	"LARRY D ROACH"	1272	0.1	0	"vwuds_flag_coord"	36.975125	-79.294744
63571	"RICHARD D TURNER"	1799	0.1	0	"vwuds_flag_coord"	36.924379	-79.44107
63573	"BOBBY L. WILKERSON"	205	0.1	0	"vwuds_flag_coord"	36.605051	-79.320127
63574	"JOHN T WILLIAMS"	1163	0.1	0	"vwuds_flag_coord"	36.747961	-78.567291
63575	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
63576	"MOORE AND DORSEY INC"	1463	0.1	0	"vwuds_flag_coord"	39.164940455	-77.932519194
63578	"FALL POINT FARM"	706	0.1	0	"vwuds_flag_coord"	37.908087	-77.563229
63579	"PARKS II FARM"	1633	0.1	0	"vwuds_flag_coord"	37.754291	-75.611373
63580	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63581	"FRANK L BAILEY"	772	0.1	0	"vwuds_flag_coord"	36.960992	-78.414247
63582	"AL EASLEY"	66	0.1	0	"vwuds_flag_coord"	36.780708	-79.431661
63583	"GEORGE SHELTON"	816	0.1	0	"vwuds_flag_coord"	36.67786	-79.476806
63584	"HISTORYLAND NURSURIES INC"	1001	0.1	0	"vwuds_flag_coord"	38.09022	-76.883938
63585	"HYCO HEIGHTS FARM"	1048	0.1	0	"vwuds_flag_coord"	36.577885	-78.918553
63586	"HOBGOOD NURSERY"	1003	0.1	0	"vwuds_flag_coord"	36.604673	-78.63129
63587	"EDGEWOOD FARM & NURSERY"	650	0.1	0	"vwuds_flag_coord"	38.260847	-78.454226
63589	"BLACKWATER HOG FARM"	185	0.1	0	"vwuds_flag_coord"	36.677473	-75.984732
63590	"JAMES W POTTS"	1126	0.1	0	"vwuds_flag_coord"	37.174906	-77.626639
63591	"CULLEN FARMS INC"	507	0.1	0	"vwuds_flag_coord"	37.711948	-75.749226
63595	"WAYSIDE FARM MARKET"	2329	0.1	0	"vwuds_flag_coord"	37.647331	-75.756506
63596	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63597	"EUGENE EDMONDS"	688	0.1	0	"vwuds_flag_coord"	36.953647	-79.358828
63598	"CHARLES WEST"	374	0.1	0	"vwuds_flag_coord"	37.438918	-75.88085
63599	"OLD TOWN FARM"	1597	0.1	0	"vwuds_flag_coord"	37.590235	-76.989292
63600	"WILLIAM BAIN FARMS @ Durwood Bain Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
63601	"JENKINS FLORIST INC"	1140	0.1	0	"vwuds_flag_coord"	38.170956	-77.191034
63602	"RICHARD AVERY"	1797	0.1	0	"vwuds_flag_coord"	37.001906	-77.809729
63603	"EUGENE EDMONDS"	688	0.1	0	"vwuds_flag_coord"	36.953647	-79.358828
63605	"Van Kesteren Farms Incorporated"	2229	99	-99	"vwuds_flag_coord"	37.710406	-75.700399
63606	"HAWKINS BROTHERS FARM"	946	0.1	0	"vwuds_flag_coord"	37.103632	-79.125436
63607	"JOHNSON FARM"	1166	0.1	0	"vwuds_flag_coord"	37.740785	-75.718054
63608	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63610	"CHARLES WEST"	374	0.1	0	"vwuds_flag_coord"	37.438918	-75.88085
63611	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
63612	"SILVER LEAF FARMS"	1977	0.1	0	"vwuds_flag_coord"	37.434444444	-75.97
63614	"XSCAPES LANDSCAPE NURSERY"	2440	0.1	0	"vwuds_flag_coord"	38.811826	-77.375747
63615	"Barry D Knight Hog Farm"	104	0.1	0.1	"vwuds_flag_coord"	36.677481	-75.984743
63616	"Perkins Farm"	1656	0.1	0	"vwuds_flag_coord"	37.323964	-75.924585
63617	"Adams Ross"	61	0.1	0	"vwuds_flag_coord"	37.644613	-75.696425
63618	"Bennetts Creek Wholesale Nursery"	147	0.1	0	"vwuds_flag_coord"	36.874687	-76.466247
63619	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
63620	"FALL POINT FARM"	706	0.1	0	"vwuds_flag_coord"	37.908087	-77.563229
63621	"LLOYD A OUTTEN JR"	1313	0.1	0	"vwuds_flag_coord"	37.473804	-75.930968
63623	"CHEROKEE POINT FARMS"	387	0.1	0	"vwuds_flag_coord"	37.469246	-75.930752
63626	"TICONDEROGA FARMS"	2169	0.1	0	"vwuds_flag_coord"	38.889371	-77.537345
63631	"HORSESHOE FARM"	1035	0.1	0	"vwuds_flag_coord"	37.662777777	-77.133888888
63634	"LAKE PACKING COMPANY INC"	1249	0.1	0	"vwuds_flag_coord"	37.972222222	-76.467222222
63638	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63640	"OCTAGON BERRY FARM"	1592	0.1	0	"vwuds_flag_coord"	37.8562	-77.53517
63641	"J H WILLIAMS"	1099	0.1	0	"vwuds_flag_coord"	36.868611111	-79.463611111
63651	"FLOYD A HOLLEY"	743	0.1	0	"vwuds_flag_coord"	36.772601	-79.601249
63654	"J L WALKER"	1100	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
63655	"J L WALKER"	1100	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
63674	"DAVID SALMONS"	548	0.1	0	"vwuds_flag_coord"	36.634679	-76.037861
63675	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63678	"GEORGE H LOVELL"	815	0.1	0	"vwuds_flag_coord"	37.649239	-75.741367
63679	"SEVEN SPRINGS FARMS INC"	1946	0.1	0	"vwuds_flag_coord"	36.894109	-78.048547
63690	"DILLARD H FINCH III"	584	0.1	0	"vwuds_flag_coord"	36.730184	-79.354721
63697	"TANKARD NURSERIES"	2128	0.1	0	"vwuds_flag_coord"	37.513303	-75.836241
63708	"BELAIRE FARM"	134	0.1	0	"vwuds_flag_coord"	37.562777777	-76.380277777
63720	"CREEK RUN FARM"	493	0.1	0	"vwuds_flag_coord"	38.190853	-79.404675
63723	"PLASTERCO PLANT"	1687	0.1	0	"vwuds_flag_coord"	36.8625	-81.789444444
63731	"ROBERT L SEWARD"	1854	0.1	0	"vwuds_flag_coord"	36.701528	-77.918639
63733	"CURLES NECK PLANT"	513	0.1	0	"vwuds_flag_coord"	37.369722222	-77.296111111
63744	"ROBERT D WILLIAMS"	1850	0.1	0	"vwuds_flag_coord"	36.734509	-79.176885
63752	"JAMES N ADAMS"	1119	0.1	0	"vwuds_flag_coord"	36.932348	-78.464441
63757	"CULLEN FARMS INC"	507	0.1	0	"vwuds_flag_coord"	37.711948	-75.749226
63758	"JESSE EARLE OWEN"	1145	0.1	0	"vwuds_flag_coord"	36.643821	-79.536352
63760	"ENFIELD SOD - ENFIELD FARM"	684	0.1	0	"vwuds_flag_coord"	37.721944444	-77.025277777
63761	"S & S GROWERS"	1909	0.1	0	"vwuds_flag_coord"	38.25194	-78.705232
63775	"JAMES N ADAMS"	1119	0.1	0	"vwuds_flag_coord"	36.932348	-78.464441
63779	"Mechanicsville Plant"	1416	0.1	0	"vwuds_flag_coord"	37.631666666	-77.399444444
63785	"L O PHILLIPS"	1227	0.1	0	"vwuds_flag_coord"	37.114447	-77.400855
63786	"ALAN HUDSON"	68	0.1	0	"vwuds_flag_coord"	36.618493	-78.771775
63787	"L M HARRISON JR"	1226	0.1	0	"vwuds_flag_coord"	37.005262	-77.769575
63792	"MANAKIN FARMS SERVICE AREA"	1358	0.1	0	"vwuds_flag_coord"	37.604166666	-77.716666666
63798	"WALTER J BARLOW"	2293	0.1	0	"vwuds_flag_coord"	37.037777777	-76.696388888
63799	"RW ASKEW NURSERY"	1907	0.1	0	"vwuds_flag_coord"	36.882274	-76.573548
63801	"BLACKWATER BEND DAIRY INC"	184	0.1	0	"vwuds_flag_coord"	37.028033	-80.021903
63802	"Lancaster Farms Incorporated"	1266	0.1	0	"vwuds_flag_coord"	36.868569444	-76.471116666
63805	"WILLIAM BAIN FARMS @Julia Jones Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
63806	"JENKINS FLORIST INC"	1140	0.1	0	"vwuds_flag_coord"	38.170956	-77.191034
63807	"INGLESIDE DAIRY FARM, INC."	1080	0.1	0	"vwuds_flag_coord"	37.715533	-79.611093
63811	"GOLD LEAF FARMS INC"	858	0.1	0	"vwuds_flag_coord"	36.726775	-79.297798
63812	"MIKE ASHWORTH"	1435	0.1	0	"vwuds_flag_coord"	36.661953	-79.46606
63822	"TURKEY CREEK FARM"	2207	0.1	0	"vwuds_flag_coord"	37.13072	-78.824136
63823	"CLARENCE D. BRYANT III"	418	0.1	0	"vwuds_flag_coord"	36.757881	-79.385399
63824	"TERRY A. MOORE"	2136	0.1	0	"vwuds_flag_coord"	36.834621	-79.439792
63825	"W P JOHNSON"	2280	0.1	0	"vwuds_flag_coord"	36.932367	-79.203198
63826	"TERRY A. MOORE"	2136	0.1	0	"vwuds_flag_coord"	36.834621	-79.439792
63827	"Lancaster Farms Incorporated"	1266	0.1	0	"vwuds_flag_coord"	36.868569444	-76.471116666
63828	"RW ASKEW NURSERY"	1907	0.1	0	"vwuds_flag_coord"	36.882274	-76.573548
63834	"WOODLAWN \ WALSINGHAM FARMS"	2427	0.1	0	"vwuds_flag_coord"	38.182264	-77.153633
63835	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
63836	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
63838	"S E THOMAS AND SONS"	1910	0.1	0	"vwuds_flag_coord"	37.982658	-76.961506
63839	"WILLIAM B POWELL"	2375	0.1	0	"vwuds_flag_coord"	36.639724	-79.208289
63840	"T A MIDKIFF"	2117	0.1	0	"vwuds_flag_coord"	36.831993	-78.965843
63841	"TICONDEROGA FARMS"	2169	0.1	0	"vwuds_flag_coord"	38.889722	-77.534994
63842	"CLAY H KEATTS"	423	0.1	0	"vwuds_flag_coord"	36.664024	-79.593417
63843	"DENNIS SPADY"	575	0.1	0	"vwuds_flag_coord"	36.915923	-76.545412
63844	"JAMES N ADAMS"	1119	0.1	0	"vwuds_flag_coord"	36.932348	-78.464441
63846	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
63847	"NOTTOWAY FARMS"	1568	0.1	0	"vwuds_flag_coord"	36.996951	-77.260869
63848	"GLENDON VAUGHN"	841	0.1	0	"vwuds_flag_coord"	38.630716	-78.47658
63850	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
63851	"WARE NECK PRODUCE"	2296	0.1	0	"vwuds_flag_coord"	37.413112	-76.524155
63852	"NEIL WELLS"	1506	0.1	0	"vwuds_flag_coord"	37.038446	-77.698462
63853	"Household, Barn and Lawn"	1036	99	-99	"vwuds_flag_coord"	38.429939	-77.422312
63854	"MAXWELL W. WATKINS"	1400	0.1	0	"vwuds_flag_coord"	37.2255556	-77.6255556
63855	"WATKINS NURSERIES INC"	2314	0.1	0	"vwuds_flag_coord"	37.507927	-77.708801
63856	"Duer Home Farm"	616	0.1	0	"vwuds_flag_coord"	37.588117	-75.783198
63857	"ELLIOTT FARMS"	672	0.1	0	"vwuds_flag_coord"	36.704135	-79.526843
63858	"BONNIE THOMPSON FARM"	209	0.1	0	"vwuds_flag_coord"	36.799175	-78.458694
63859	"DUTCH ROAD FARMS"	627	0.1	0	"vwuds_flag_coord"	36.681388888	-76.781111111
63861	"WATKINS NURSERIES INC"	2314	0.1	0	"vwuds_flag_coord"	37.507927	-77.708801
63863	"JAMES N ADAMS"	1119	0.1	0	"vwuds_flag_coord"	36.932348	-78.464441
63864	"GOLD LEAF FARMS INC"	858	0.1	0	"vwuds_flag_coord"	36.726775	-79.297798
63866	"FREDDIE M COX"	778	0.1	0	"vwuds_flag_coord"	37.3175	-79.869444444
63870	"BASS FARMS"	109	0.1	0	"vwuds_flag_coord"	37.161864	-79.070868
63871	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
63872	"AKERS FARM"	65	0.1	0	"vwuds_flag_coord"	36.722518	-80.70057
63875	"MAXWELL W. WATKINS"	1400	0.1	0	"vwuds_flag_coord"	37.2255556	-77.6255556
63876	"OLD TOWN FARM"	1597	0.1	0	"vwuds_flag_coord"	37.590235	-76.989292
63878	"FRANK J ETZ III"	771	0.1	0	"vwuds_flag_coord"	37.244166666	-75.945277777
63881	"FLOWERDEW HUNDRED FARM"	742	0.1	0	"vwuds_flag_coord"	37	-77
63882	"Duer Home Farm"	616	0.1	0	"vwuds_flag_coord"	37.588117	-75.783198
63885	"BASS FARMS"	109	0.1	0.1	"vwuds_flag_coord"	37.161864	-79.070868
63886	"EJ SMITH/ALICE R WALKER"	663	0.1	0	"vwuds_flag_coord"	36.676751	-78.178162
63887	"JACKIE CHAPPELL"	1106	0.1	0	"vwuds_flag_coord"	36.766666666	-79.059444444
63888	"Lancaster Farms Incorporated"	1266	0.1	0	"vwuds_flag_coord"	36.868569444	-76.471116666
63889	"RONALD W CREWS"	1879	0.1	0	"vwuds_flag_coord"	36.707346	-78.7433
63891	"GLENTHORNE BERRY FARM"	844	0.1	0	"vwuds_flag_coord"	37.900559	-78.851455
63892	"Dennis Nursery"	573	0.1	0	"vwuds_flag_coord"	37.933041666	-75.499086111
63893	"MESSER LANDSCAPE INC"	1427	0.1	0	"vwuds_flag_coord"	38.166842	-79.097315
63894	"EMERSON BROTHERS"	678	0.1	0	"vwuds_flag_coord"	36.717135	-79.458133
63896	"SEVEN SPRINGS FARMS INC"	1946	0.1	0	"vwuds_flag_coord"	36.894109	-78.048547
63902	"CARL BOUSMAN"	324	0.1	0	"vwuds_flag_coord"	36.915178	-79.667625
63905	"Haynesville Correctional Center"	950	99	-99	"vwuds_flag_coord"	37.956666666	-76.672777777
63906	"S E THOMAS AND SONS"	1910	0.1	0	"vwuds_flag_coord"	37.982658	-76.961506
63910	"EMERSON BROTHERS"	678	0.1	0	"vwuds_flag_coord"	36.717135	-79.458133
63916	"MARK NEWMAN"	1374	0.1	0	"vwuds_flag_coord"	37.349656	-75.936077
63919	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
63924	"CORBIN HALL FARM"	477	0.1	0	"vwuds_flag_coord"	37.671416	-76.585575
63925	"RENWOOD FARMS INC"	1788	0.1	0	"vwuds_flag_coord"	37.245833333	-76.945833333
63927	"SMITH TURF FARM"	1995	0.1	0	"vwuds_flag_coord"	38.63364	-77.555083
63928	"HYCO HEIGHTS FARM"	1048	0.1	0	"vwuds_flag_coord"	36.577885	-78.918553
63930	"GOLD LEAF FARMS INC"	858	0.1	0	"vwuds_flag_coord"	36.726775	-79.297798
63931	"GOLD LEAF FARMS INC"	858	0.1	0	"vwuds_flag_coord"	36.726775	-79.297798
63935	"L. WAYNE OSBORNE"	1229	0.1	0	"vwuds_flag_coord"	36.847187	-79.591445
63937	"WALLACE PELL"	2289	0.1	0	"vwuds_flag_coord"	37.376856	-77.504594
63938	"HILTON C HUDSON"	999	0.1	0	"vwuds_flag_coord"	36.628037	-79.056473
63939	"MACK T TRENT"	1352	0.1	0	"vwuds_flag_coord"	37.079643	-78.747919
63940	"JOE MOTLEY"	1151	0.1	0	"vwuds_flag_coord"	36.95673	-79.373606
63941	"TERRY A. MOORE"	2136	0.1	0	"vwuds_flag_coord"	36.834621	-79.439792
63942	"RENWOOD FARMS INC"	1788	0.1	0	"vwuds_flag_coord"	37.245833333	-76.945833333
63944	"HILLSBOROUGH FARM INC"	993	0.1	0	"vwuds_flag_coord"	37.783573	-76.949236
63946	"RICHARD L  SCRUGGS"	1801	0.1	0	"vwuds_flag_coord"	36.956388888	-79.349166666
63949	"CARROLL COUNTY REGIONAL"	332	36	80	"vwuds_flag_coord"	36.776666666	-80.706388888
63950	"MARK NEWMAN"	1374	0.1	0	"vwuds_flag_coord"	37.349656	-75.936077
63951	"ROAKES BROTHER FARM"	1844	0.1	0	"vwuds_flag_coord"	37.163197	-79.073716
63952	"CLAIBORNE FARMS"	415	0.1	0	"vwuds_flag_coord"	36.694307	-78.490812
63957	"NEWCASTLE FARM"	1520	0.1	0	"vwuds_flag_coord"	37.576923	-77.723959
63958	"Barry D Knight Hog Farm"	104	0.1	0.1	"vwuds_flag_coord"	36.677481	-75.984743
63965	"MAC BUTTERWORTH JR."	1350	0.1	0	"vwuds_flag_coord"	37.077394	-77.585757
63968	"HICKORY CONCENTRATOR SITE"	976	36.5219	-77.3547	"vwuds_flag_coord"	36.5219	-77.3547
63972	"Casta Line Trout Farm - Craigsville"	342	99	-99	"vwuds_flag_coord"	38.039976	-79.384349
63974	"GRAINFIELD FARM"	878	0.1	0.1	"vwuds_flag_coord"	37.247333	-76.950928
63976	"PARK FOREST FARM"	1631	0.1	0	"vwuds_flag_coord"	36.635129	-78.257765
63977	"Davis Farm"	552	0.1	0	"vwuds_flag_coord"	36.765	-77.08805
63978	"Duer Home Farm"	616	0.1	0	"vwuds_flag_coord"	37.588117	-75.783198
63979	"ROAKES BROTHER FARM"	1844	0.1	0	"vwuds_flag_coord"	37.163197	-79.073716
63982	"CARROLL COUNTY REGIONAL"	332	36	-80	"vwuds_flag_coord"	36.776666666	-80.706388888
63983	"WAYSIDE FARM MARKET"	2329	0.1	0	"vwuds_flag_coord"	37.647331	-75.756506
63984	"BARNETT'S GREENHOUSE"	100	0.1	0	"vwuds_flag_coord"	38.368444	-78.387296
63985	"BELL ACRE FARM"	135	0.1	0	"vwuds_flag_coord"	37.727938	-77.068733
63986	"Van Kesteren Farms Incorporated"	2229	99	-99	"vwuds_flag_coord"	37.710406	-75.700399
63987	"DUTCH ROAD FARMS"	627	0.1	0	"vwuds_flag_coord"	36.681388888	-76.781111111
63988	"WAYNE C BARNES"	2319	0.1	0	"vwuds_flag_coord"	37.005425	-77.57721
63991	"GREEN ACRES FARMS"	888	0.1	0	"vwuds_flag_coord"	37.719794	-75.665741
63994	"WHITES NURSERY"	2367	0.1	0	"vwuds_flag_coord"	36.742433	-76.351781
63995	"JAMES N ADAMS"	1119	0.1	0	"vwuds_flag_coord"	36.932348	-78.464441
63999	"MARK NEWMAN"	1374	0.1	0	"vwuds_flag_coord"	37.349656	-75.936077
64001	"HILLSBOROUGH FARM INC"	993	0.1	0	"vwuds_flag_coord"	37.783573	-76.949236
64002	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
64005	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
64006	"Bredimus Farm"	228	99	-99	"vwuds_flag_coord"	37.441627	-75.943877
