"DEQ.ID.of.Source"	"FacilityName"	"Latitude"	"Longitude"	"vwuds_flag_coord"	"Corrected_Latitude"	"Corrected_Longitude"
60751	"LOVINGSTON SERVICE AREA"	37.762777777	-78.866111111	""	37.762777777	-78.866111111
60752	"PEACOCK HILL SUBDIVISION"	38.034444444	-78.642222222	""	38.034444444	-78.642222222
60753	"LURAY SERVICE AREA"	38.653807	-78.464862	""	38.653807	-78.464862
60755	"NATURAL BRIDGE"	37.638888888	-79.541666666	""	37.638888888	-79.541666666
60756	"WINTERGREEN MTN SERVICE AREA"	37.926111111	-78.955833333	""	37.926111111	-78.955833333
60757	"DULLES READY MIX  PLANT"	38.981666666	-77.448611111	""	38.981666666	-77.448611111
60758	"VIRGILINA SERVICE AREA"	36.5511667	-78.7745556	""	36.5511667	-78.7745556
60759	"LOVINGSTON SERVICE AREA"	37.760277777	-78.871388888	""	37.760277777	-78.871388888
60760	"MARSHALL SERVICE AREA"	38.863333333	-77.858888888	""	38.863333333	-77.858888888
60761	"NEWPOST SAND & GRAVEL REDI-MIX"	38.248055555	-77.408333333	""	38.248055555	-77.408333333
60764	"Cedar Crest Subdivision"	37.71853611	77.17788611	"vwuds_flag_coord"	37.71853611	-77.17788611
60765	"GMSA - HAYMARKET SERVICE AREA"	38.813611111	-77.634166666	""	38.813611111	-77.634166666
60766	"CURTIS MITCHELL"	0.1	0	"vwuds_flag_coord"	37.066845	-77.473629
60767	"BENNIES RENTALS SHOP & MOTEL"	37.329722222	-79.141388888	""	37.329722222	-79.141388888
60769	"Brink Concentrator Site System"	36.61315	-77.61392	""	36.61315	-77.61392
60770	"DILLWYN CORRECTIONAL CENTER"	37.562222222	-78.4675	""	37.562222222	-78.4675
60771	"PineVille Farms, Inc"	38.074	-78.886	""	38.074	-78.886
60781	"Henely Farm"	36.703333333	-75.993055555	""	36.703333333	-75.993055555
60783	"RIVERSIDE FARM"	0.1	0.1	"vwuds_flag_coord"	37.708055555	-77.212299
60784	"OWL'S CREEK GOLF COURSE"	36.827777777	-75.998611111	""	36.827777777	-75.998611111
60785	"VIRGILINA SERVICE AREA"	36.543611111	-78.770277777	""	36.543611111	-78.770277777
60786	"FORDS COLONY AT WILLIAMSBURG"	37.295	-76.76	""	37.295	-76.76
60798	"COLONIAL ESTATE MOBILE HOME PK"	37.6875	-77.465277777	""	37.6875	-77.465277777
60799	"CHARLOTTE CT HSE SERVICE AREA"	0.1	0	"vwuds_flag_coord"	37.056358	-78.632163
60800	"HICKORY CONCENTRATOR SITE"	365510	773406	"vwuds_flag_coord"	36.551	-77.3406
60801	"CHARLOTTE CT HSE SERVICE AREA"	37.0575	-78.640277777	""	37.0575	-78.640277777
60802	"CONCORD CONCENTRATOR SITE"	365245	773435	"vwuds_flag_coord"	36.5245	-77.3435
60804	"APPOMATTOX (TOWN) SERVICE AREA"	37.349722222	-78.818611111	""	37.349722222	-78.818611111
60810	"HICKORY CONCENTRATOR SITE"	365426	773428	"vwuds_flag_coord"	36.5426	-77.3428
60811	"HICKORY CONCENTRATOR SITE"	365452	773416	"vwuds_flag_coord"	36.5452	-77.3416
60813	"CHASE CITY SERVICE AREA"	36.795555555	-78.467222222	""	36.795555555	-78.467222222
60814	"CHARLOTTE CT HSE SERVICE AREA"	37.051388888	-78.650833333	""	37.051388888	-78.650833333
60815	"Greendale Golf Course"	38.771388888	-77.120833333	""	38.771388888	-77.120833333
60817	"CONCORD CONCENTRATOR SITE"	365226	773429	"vwuds_flag_coord"	36.5226	-77.3429
60818	"SPRUANCE PLANT"	37.450612	-77.436161	""	37.450612	-77.436161
60819	"Suffolk City of Water Supply System"	36.9	-76.4875	""	36.9	-76.4875
60821	"TIDES GOLF LODGE INC., THE"	37.671388888	-76.432777777	""	37.671388888	-76.432777777
60822	"Tyson Farms, Inc."	37.882222222	-75.556666666	""	37.882222222	-75.556666666
60824	"CREWE PLANT"	37.265277777	-78.143055555	""	37.265277777	-78.143055555
60825	"CREWE PLANT"	37.264722222	-78.138055555	""	37.264722222	-78.138055555
60826	"GORDONSVILLE PLANT"	38.120833333	-78.208333333	""	38.120833333	-78.208333333
60828	"CHARLOTTE CT HSE SERVICE AREA"	37.053888888	-78.650833333	""	37.053888888	-78.650833333
60829	"CONCORD CONCENTRATOR SITE"	365213	773440	"vwuds_flag_coord"	36.5213	-77.344
60830	"STONEY CREEK"	37.892119	-78.871757	""	37.892119	-78.871757
60833	"COVINGTON PLANT WestRock"	37.803333333	-79.998055555	""	37.803333333	-79.998055555
60834	"CONCORD CONCENTRATOR SITE"	365309	773425	"vwuds_flag_coord"	36.5309	-77.3425
60835	"DONALD L MOORE"	0.1	0	"vwuds_flag_coord"	36.663799	-79.491908
60837	"Pooles Mobile Home Park"	37.10144444	-76.70094444	""	37.10144444	-76.70094444
60839	"GORDONSVILLE PLANT"	38.118888888	-78.210277777	""	38.118888888	-78.210277777
60840	"BAKER MOUNTAIN PLANT"	37.201388888	-78.645833333	""	37.201388888	-78.645833333
60841	"460 EAST"	37.322777777	-79.872777777	""	37.322777777	-79.872777777
60842	"460 EAST"	37.313888888	-79.878611111	""	37.313888888	-79.878611111
60843	"CAMPBELL HILLS"	37.247222222	-80.193888888	""	37.247222222	-80.193888888
60844	"CAMPBELL HILLS"	37.240277777	-80.189444444	""	37.240277777	-80.189444444
60845	"CHEROKEE HILLS"	37.275	-80.140277777	""	37.275	-80.140277777
60846	"CHEROKEE HILLS"	37.270277777	-80.135277777	""	37.270277777	-80.135277777
60847	"CARRIAGE HILLS"	37.191944444	-81.348055555	""	37.191944444	-81.348055555
60848	"FOREST EDGE"	37.195555555	-80.093611111	""	37.195555555	-80.093611111
60851	"LAKEWOOD FOREST SERVICE AREA"	36.619444444	-79.965277777	""	36.619444444	-79.965277777
60852	"LAKEWOOD FOREST SERVICE AREA"	36.617222222	-79.963055555	""	36.617222222	-79.963055555
60853	"LAKEWOOD FOREST SERVICE AREA"	36.633333333	-79.958055555	""	36.633333333	-79.958055555
60854	"BLUE RIDGE HGHTS SERVICE AREA"	37.388333333	-79.806666666	""	37.388333333	-79.806666666
60855	"WINDY GAP SERVICE AREA"	37.183888888	-79.8875	""	37.183888888	-79.8875
60857	"ROANOKE (CITY) SERVICE AREA"	37.271388888	-79.945277777	""	37.271388888	-79.945277777
60858	"CRESENT HEIGHTS SERVICE AREA"	37.21	-79.989722222	""	37.21	-79.989722222
60859	"CRESENT HEIGHTS SERVICE AREA"	37.21	-79.990277777	""	37.21	-79.990277777
60860	"ORCHARD APPLETREE BOTETOURT E"	37.3475	-79.885	""	37.3475	-79.885
60861	"SOUTH SERVICE AREA"	37.209722222	-80.031944444	""	37.209722222	-80.031944444
60862	"SOUTH SERVICE AREA"	37.211111111	-80.032222222	""	37.211111111	-80.032222222
60863	"NORTH LAKES SERVICE AREA"	37.326944444	-80.006388888	""	37.326944444	-80.006388888
60864	"LONGRIDGE SERVICE AREA"	37.234166666	-80.045277777	""	37.234166666	-80.045277777
60865	"LABELLEVUE SERVICE AREA"	37.315277777	-79.898333333	""	37.315277777	-79.898333333
60866	"VPI & SU  TIDEWATER AREC"	36.68	-76.758055555	""	36.68	-76.758055555
60867	"CHANTILLY TURF FARMS INC"	38.949722222	-77.526666666	""	38.949722222	-77.526666666
60868	"MOORE AND DORSEY INC"	39.164940455	-77.932519194	""	39.164940455	-77.932519194
60869	"Bull Farm aka Evans Oaks Farm"	37.695833333	-75.6525	""	37.695833333	-75.6525
60870	"PLEASANT GROVE SERVICE AREA"	36.6891575	-80.0109316	""	36.6891575	-80.0109316
60871	"HICKORY CONCENTRATOR SITE"	36.894166666	-77.548888888	""	36.894166666	-77.548888888
60872	"JACKIE CHAPPELL"	36.766666666	-79.059444444	""	36.766666666	-79.059444444
60873	"Robert Watkins farm"	37.179722222	-77.690833333	""	37.179722222	-77.690833333
60874	"HICKORY CONCENTRATOR SITE"	36.951111111	-77.563888888	""	36.951111111	-77.563888888
60875	"FOREST LODGE SERVICE AREA"	37.981944444	-78.535555555	""	37.981944444	-78.535555555
60876	"Household, Barn and Lawn"	99	-99	"vwuds_flag_coord"	38.429939	-77.422312
60877	"PLANK ROAD FARM"	36.798055555	-77.128888888	""	36.798055555	-77.128888888
60879	"FOREST LODGE SERVICE AREA"	37.979166666	-78.526111111	""	37.979166666	-78.526111111
60880	"Southern Belle  Turf Farms"	36.864444444	-76.838611111	""	36.864444444	-76.838611111
60882	"CARRIAGE HILLS"	37.195277777	-80.096388888	""	37.195277777	-80.096388888
60883	"CARRIAGE HILLS"	37.196111111	-80.089444444	""	37.196111111	-80.089444444
60884	"CARRIAGE HILLS"	37.199444444	-80.101111111	""	37.199444444	-80.101111111
60885	"MONTAGUE FARMS INC"	37.758888888	-76.744722222	""	37.758888888	-76.744722222
60886	"LABELLEVUE SERVICE AREA"	37.330277777	-79.898611111	""	37.330277777	-79.898611111
60887	"SCENIC HILLS SERVICE AREA"	37.206388888	-80.021944444	""	37.206388888	-80.021944444
60888	"TURNER FAMILY FARMS LLC"	37.147222222	-77.524444444	""	37.147222222	-77.524444444
60889	"PLANK ROAD FARM"	36.798055555	-77.128888888	""	36.798055555	-77.128888888
60890	"NOAH TURNER LANDSCAPING INC"	38.36941	-78.67937	""	38.36941	-78.67937
60891	"MONTEREY SERVICE AREA"	38.421666666	-79.589166666	""	38.421666666	-79.589166666
60896	"J H WILLIAMS"	36.868611111	-79.463611111	""	36.868611111	-79.463611111
60900	"ROANOKE PLANT"	37.316388888	-79.931388888	""	37.316388888	-79.931388888
60904	"SYDNOR - small well systems"	37.745	-77.660555555	""	37.745	-77.660555555
60905	"LINVILLE PLANT"	38.370833	-78.836389	""	38.370833	-78.836389
60907	"CONCORD CONCENTRATOR SITE"	36.879722222	-77.517222222	""	36.879722222	-77.517222222
60908	"RICHARD L  SCRUGGS"	36.956388888	-79.349166666	""	36.956388888	-79.349166666
60910	"ASHLAND BERRY FARM"	37.848055555	-77.547222222	""	37.848055555	-77.547222222
60911	"LAKEVIEW DAIRY"	38.425	-78.941111111	""	38.425	-78.941111111
60912	"JAMES AND JIMMY RIGNEY"	36.661666666	-79.423888888	""	36.661666666	-79.423888888
60915	"WEST WISTAR SERVICE AREA"	37.619444444	-77.526388888	""	37.619444444	-77.526388888
60916	"CW Reeson Boxwood Nursery"	37.167777777	-76.98	""	37.167777777	-76.98
60917	"Mechanicsville Plant"	37.631666666	-77.415833333	""	37.631666666	-77.415833333
60918	"TURNER FAMILY FARMS LLC"	37.147222222	-77.524444444	""	37.147222222	-77.524444444
60919	"WAYSIDE FARM MARKET"	0.1	0	"vwuds_flag_coord"	37.647331	-75.756506
60921	"APPOMATTOX (TOWN) SERVICE AREA"	37.348055555	-78.825	""	37.348055555	-78.825
60922	"GORE PLANT"	39.248131413	-78.338312875	""	39.248131413	-78.338312875
60925	"NOTTOWAY FARM"	36.784166666	-77.145833333	""	36.784166666	-77.145833333
60927	"SYDNOR - small well systems"	37.311944444	-77.221944444	""	37.311944444	-77.221944444
60929	"GREEN HILLS DAIRY LLC"	37.480277777	-77.921388888	""	37.480277777	-77.921388888
60934	"HOG FARM"	37.525555555	-78.563333333	""	37.525555555	-78.563333333
60935	"BENNIES RENTALS SHOP & MOTEL"	37.358055555	-79.113888888	""	37.358055555	-79.113888888
60936	"APPOMATTOX (TOWN) SERVICE AREA"	37.358333333	-78.825555555	""	37.358333333	-78.825555555
60937	"CHASE CITY SERVICE AREA"	36.7925	-78.464722222	""	36.7925	-78.464722222
60938	"CHASE CITY SERVICE AREA"	36.795833333	-78.456111111	""	36.795833333	-78.456111111
60939	"APPOMATTOX (TOWN) SERVICE AREA"	37.358055555	-78.825277777	""	37.358055555	-78.825277777
60940	"ELKTON PLANT"	38.38566	-78.650565	""	38.38566	-78.650565
60942	"Glenwood Gardens"	37.549166666	-77.393055555	""	37.549166666	-77.393055555
60943	"MINITREE GLEN"	37.44	-77.042222222	""	37.44	-77.042222222
60946	"SOUTH HILL WTP"	36.800833333	-78.1675	""	36.800833333	-78.1675
60947	"NEW CASTLE WTP"	37.495	-80.122777777	""	37.495	-80.122777777
60948	"LOVES TRAVEL STOPS & COUNTRYL STORES, INC"	38.965833333	-78.440277777	""	38.965833333	-78.440277777
60949	"CHASE CITY SERVICE AREA"	36.786666666	-78.458055555	""	36.786666666	-78.458055555
60950	"CHASE CITY SERVICE AREA"	36.821111111	-78.465	""	36.821111111	-78.465
60951	"CHASE CITY SERVICE AREA"	36.800555555	-78.461944444	""	36.800555555	-78.461944444
60952	"CHASE CITY SERVICE AREA"	36.797777777	-78.453888888	""	36.797777777	-78.453888888
60953	"RAINBOW FOREST SERVICE AREA"	37.366388888	-79.854722222	""	37.366388888	-79.854722222
60954	"MILL QUARTER PLANTATION"	37.498333333	-77.925	""	37.498333333	-77.925
60955	"WAYNESBORO SERVICE AREA"	38.053264125	-78.903602947	""	38.053264125	-78.903602947
60956	"HURT PLANT"	37.096944444	-79.311944444	""	37.096944444	-79.311944444
60957	"Oak Shades Mobile Home Park"	99	-99	"vwuds_flag_coord"	37.173017	-77.209602
60958	"HURT PLANT"	37.096944444	-79.311944444	""	37.096944444	-79.311944444
60960	"JOHNNY DAVIS"	38.193611	-77.230833	""	38.193611	-77.230833
60964	"Townfield"	37.281388888	-76.0025	""	37.281388888	-76.0025
60967	"VIRGINIA INTERNATIONAL RACEWAY"	36.556388888	-79.207222222	""	36.556388888	-79.207222222
60968	"BERKELEY PLANTATION"	37.319166666	-77.164444444	""	37.319166666	-77.164444444
60971	"CHASE CITY SERVICE AREA"	36.8	-78.462222222	""	36.8	-78.462222222
60972	"LAKE SHAWNEE SERVICE AREA"	37.537222222	-77.8125	""	37.537222222	-77.8125
60973	"Rhodesland Plantation"	38.242439	-78.261972	""	38.242439	-78.261972
60974	"COUNTRY CLUB OF STAUNTON"	38.168611111	-79.0175	""	38.168611111	-79.0175
60975	"CULPEPER SERVICE AREAS"	38.586944444	-78.055555555	""	38.586944444	-78.055555555
60979	"SYDNOR - small well systems"	37.439722222	-76.324166666	""	37.439722222	-76.324166666
60983	"LOVE SHOP MOBILE HOME PARK"	36.733611111	-78.911111111	""	36.733611111	-78.911111111
60984	"COPLEY FARMS"	37.63395	-77.9672	""	37.63395	-77.9672
60985	"COURTHOUSE PARK"	37.751944444	-77.358888888	""	37.751944444	-77.358888888
60986	"Bell Nursery (formerly Blue Ridge Growers, Inc.)"	0.1	0	"vwuds_flag_coord"	38.436944444	-77.861666666
60987	"SS RESEARCH FARM"	0.1	0	"vwuds_flag_coord"	37.514966	-76.984842
60988	"HAROLD R MASSIE"	0.1	0	"vwuds_flag_coord"	38.128241	-79.019847
60990	"ENFIELD SOD - ENFIELD FARM"	37.851111111	-77.428055555	""	37.851111111	-77.428055555
60991	"INDEPENDENT SYSTEMS"	NA	NA	"vwuds_flag_coord"	36.980395	-76.626099
60992	"WILLIAM H ROGERS JR"	0.1	0	"vwuds_flag_coord"	36.742361	-79.373298
60993	"W E HUNTER"	0.1	0	"vwuds_flag_coord"	36.664567	-76.593792
60994	"LAKE CAROLINE SERVICE AREA"	37.984166666	-77.506944444	""	37.984166666	-77.506944444
60995	"HORSESHOE FARM"	37.662777777	-77.133888888	""	37.662777777	-77.133888888
60996	"Brink Concentrator Site System"	36.62188	-77.6416	""	36.62188	-77.6416
60998	"PLANK ROAD FARM"	36.79806	-77.128889	""	36.79806	-77.128889
60999	"DEAN HICKMAN"	37.618333333	-75.730833333	""	37.618333333	-75.730833333
61001	"SYDNOR - ST CATHERINE'S"	37.572222222	-77.521388888	""	37.572222222	-77.521388888
61002	"GREEN HILLS DAIRY LLC"	37.470277777	-77.923888888	""	37.470277777	-77.923888888
61003	"PEACE NURSERIES"	37.559444444	-77.271111111	""	37.559444444	-77.271111111
61004	"GLEN LYN SERVICE AREA"	37.367222222	-80.864444444	""	37.367222222	-80.864444444
61005	"GLOUCESTER POINT SERVICE AREA"	37.311388888	-76.5125	""	37.311388888	-76.5125
61007	"JAMES M NEWCOMB & SONS (5121)"	37.713611111	-77.282777777	""	37.713611111	-77.282777777
61008	"F'BURG CC ESTATES SERVICE AREA"	38.265555555	-77.425555555	""	38.265555555	-77.425555555
61009	"SYDNOR - small well systems"	37.5225	-77.8225	""	37.5225	-77.8225
61011	"CARL BOUSMAN"	0.1	0	"vwuds_flag_coord"	36.915178	-79.667625
61012	"PRIMLAND RESORT"	36.659444444	-80.426944444	""	36.659444444	-80.426944444
61013	"VICTORIA GOLF CLUB"	36.998611111	-78.188888888	""	36.998611111	-78.188888888
61014	"A.R.C.-FORMER-PINE RIDGE PLANT"	38.790277777	-77.584722222	""	38.790277777	-77.584722222
61015	"GEORGE H LOVELL"	0.1	0	"vwuds_flag_coord"	37.649239	-75.741367
61016	"ELLERSON FARMS SERVICE AREA"	37.614722222	-77.399444444	""	37.614722222	-77.399444444
61017	"SYDNOR - small well systems"	37.460277777	-76.610277777	""	37.460277777	-76.610277777
61018	"RICHARD D TURNER"	0.1	0	"vwuds_flag_coord"	36.924379	-79.44107
61020	"CURLES NECK FARM"	0.1	0	"vwuds_flag_coord"	37.367269	-77.284173
61021	"Somerset"	0.1	0	"vwuds_flag_coord"	38.207564	-78.21806
61022	"Somerset"	0.1	0	"vwuds_flag_coord"	38.207564	-78.21806
61023	"Somerset"	0.1	0	"vwuds_flag_coord"	38.207564	-78.21806
61024	"WISE FARM LLC"	0.1	0	"vwuds_flag_coord"	38.292975	-78.972816
61025	"Somerset"	0.1	0	"vwuds_flag_coord"	38.207564	-78.21806
61026	"SPRING HOLLOW RESERVOIR"	0.1	0	"vwuds_flag_coord"	37.231	-80.1761
61027	"LAKE WILDERNESS SERVICE AREA"	0.1	0	"vwuds_flag_coord"	38.312777777	-77.739166666
61028	"NEWPORT HYDROPOWER PLANT"	38.571111111	-78.593611111	""	38.571111111	-78.593611111
61031	"DALEVILLE PLANT"	37.47	-80.005555555	""	37.47	-80.005555555
61034	"PLANK ROAD FARM"	36.79806	-77.128889	""	36.79806	-77.128889
61035	"SYDNOR - small well systems"	38.024166666	-76.595277777	""	38.024166666	-76.595277777
61036	"HOLLINS SERVICE AREA"	37.356944444	-79.934166666	""	37.356944444	-79.934166666
61037	"BAY CREEK RESORT & CLUB"	37.25558889	-76.01643889	""	37.25558889	-76.01643889
61039	"BAY CREEK RESORT & CLUB"	37.23812778	-76.01035	""	37.23812778	-76.01035
61040	"REUSENS HYDROPOWER PLANT"	99	-99	"vwuds_flag_coord"	37.463623	-79.185839
61041	"COUNTRY CLUB OF VIRGINIA"	37.568888888	-77.530555555	""	37.568888888	-77.530555555
61043	"NIAGARA HYDROPOWER PLANT"	37.254444444	-79.875555555	""	37.254444444	-79.875555555
61044	"WARREN HYDROPOWER PLANT"	38.954166666	-78.148888888	""	38.954166666	-78.148888888
61045	"FOUNDATION SEED FARM"	38.085	-76.721111111	""	38.085	-76.721111111
61046	"BYRD PARK HYDROPOWER PLANT"	37.536111111	-77.486111111	""	37.536111111	-77.486111111
61047	"HOLLYWOOD HYDROPOWER PLANT"	37.530277777	-77.458888888	""	37.530277777	-77.458888888
61048	"PINNACLES HYDROPOWER PLANT"	36.686111111	-80.430555555	""	36.686111111	-80.430555555
61049	"RADFORD HYDROPOWER PLANT"	99	-99	"vwuds_flag_coord"	37.075108	-80.584824
61051	"MARTINSVILLE HYDROPOWER PLANT"	36.665277777	-79.883611111	""	36.665277777	-79.883611111
61052	"Glenwood Mobile Home Park"	38.090833333	-77.5225	""	38.090833333	-77.5225
61054	"PHYSIC HILL SERVICE AREA"	37.341388888	-77.68	""	37.341388888	-77.68
61055	"GARY AND RHONDA GUTHRIE"	0.1	0	"vwuds_flag_coord"	37.017222222	-79.040555555
61056	"BAY CREEK RESORT & CLUB"	37.25424444	-76.02322778	""	37.25424444	-76.02322778
61057	"Newman South Farm"	37.621388888	-75.782777777	""	37.621388888	-75.782777777
61058	"LK HOLIDAY ESTATE (THE SUMMIT)"	39.314492163	-78.312333808	""	39.314492163	-78.312333808
61060	"CLAYTOR LAKE HYDROPOWER PLANT"	37.074444444	-80.585277777	""	37.074444444	-80.585277777
61061	"KROGER FOOD STORAGE"	37.275833333	-80.120277777	""	37.275833333	-80.120277777
61063	"W J MIDKIFF"	0.1	0	"vwuds_flag_coord"	37.405159	-77.650893
61064	"Greenhouse"	38.172222222	-78.932222222	""	38.172222222	-78.932222222
61065	"WOODLAWN \ WALSINGHAM FARMS"	38.172511	-77.177769	""	38.172511	-77.177769
61066	"LAKE PACKING COMPANY INC"	37.979444444	-76.519722222	""	37.979444444	-76.519722222
61067	"DRYSDALE"	38.62266	-77.82964	""	38.62266	-77.82964
61068	"WOODLAWN \ WALSINGHAM FARMS"	38.182264	-77.153633	""	38.182264	-77.153633
61069	"QUAIL HILL ORCHARD"	37.691111111	-77.285555555	""	37.691111111	-77.285555555
61072	"WAYNESBORO NURSERIES"	38.002882388	-78.972441658	""	38.002882388	-78.972441658
61073	"Fresh Tulips, USA"	38.258333333	-77.306388888	""	38.258333333	-77.306388888
61074	"RIVERHILL FARMS LLC"	38.295919	-78.843281	""	38.295919	-78.843281
61075	"HAYFIELD SAND AND GRAVEL"	38.243055555	-77.327222222	""	38.243055555	-77.327222222
61076	"TERRY A. MOORE"	0.1	0	"vwuds_flag_coord"	36.834621	-79.439792
61077	"T HUME DIXON III"	0.1	0	"vwuds_flag_coord"	37.188164	-75.947269
61078	"Peggy Fromme"	0.1	0	"vwuds_flag_coord"	37.270304	-75.948642
61079	"RIVERHILL FARMS LLC"	38.308696	-78.776031	""	38.308696	-78.776031
61080	"BOWLING GREEN COUNTRY CLUB"	38.9806862	-78.129219088	""	38.9806862	-78.129219088
61082	"Bath County Regional Water System"	38.048888888	-79.781666666	""	38.048888888	-79.781666666
61083	"DAVID A MILLER"	0.1	0	"vwuds_flag_coord"	38.510351	-78.780196
61084	"NICHOL RIVER FARM"	38.305277777	-78.822777777	""	38.305277777	-78.822777777
61086	"NANCOCK FARMS"	37.696111111	-75.753333333	""	37.696111111	-75.753333333
61087	"Eastville Farm"	37.365347	-75.952646	""	37.365347	-75.952646
61091	"HYLTON, DALLAS SONS INC."	36.574722222	-79.851944444	""	36.574722222	-79.851944444
61092	"Bell Nursery (formerly Blue Ridge Growers, Inc.)"	38.436944444	-77.861666666	""	38.436944444	-77.861666666
61093	"BAY CREEK RESORT & CLUB"	37.24226389	-76.00185	""	37.24226389	-76.00185
61094	"RIDGEWAY SERVICE AREA"	36.577222222	-79.859166666	""	36.577222222	-79.859166666
61095	"RIVER RIDGE SERVICE AREA"	36.576388888	-78.142777777	""	36.576388888	-78.142777777
61096	"RIVER RIDGE SERVICE AREA"	36.577777777	-78.141666666	""	36.577777777	-78.141666666
61097	"RIVER RIDGE SERVICE AREA"	36.579722222	-78.140277777	""	36.579722222	-78.140277777
61099	"MECKLENBURG CORRECTIONAL CTR"	36.66	-78.364444444	""	36.66	-78.364444444
61100	"RIDGEWAY SERVICE AREA"	36.571111111	-79.853055555	""	36.571111111	-79.853055555
61101	"I-95 SOUTH-EMPORIA REST AREA"	36.546111111	-77.574166666	""	36.546111111	-77.574166666
61102	"MECKLENBURG POWER STATION"	36.599636	-78.533097	""	36.599636	-78.533097
61104	"SJB FARMS INC"	36.907777777	-78.015	""	36.907777777	-78.015
61105	"Center Pivot Irrigation"	38.652777777	-78.696944444	""	38.652777777	-78.696944444
61106	"SPRINGWOOD FARMS LLC"	39.076759155	-78.256031025	""	39.076759155	-78.256031025
61108	"RIVER RIDGE SERVICE AREA"	36.58	-78.139444444	""	36.58	-78.139444444
61111	"RIDGEWAY SERVICE AREA"	36.589722222	-79.855	""	36.589722222	-79.855
61112	"RIDGEWAY SERVICE AREA"	36.590833333	-79.853888888	""	36.590833333	-79.853888888
61113	"RIVER RIDGE SERVICE AREA"	36.570833333	-78.148888888	""	36.570833333	-78.148888888
61114	"VIRGILINA SERVICE AREA"	36.5425	-78.778055555	""	36.5425	-78.778055555
61118	"REEDVILLE PLANT"	37.822777777	-76.284444444	""	37.822777777	-76.284444444
61120	"MECKLENBURG CORRECTIONAL CTR"	36.661111111	-78.363333333	""	36.661111111	-78.363333333
61121	"MECKLENBURG CORRECTIONAL CTR"	36.661388888	-78.364166666	""	36.661388888	-78.364166666
61122	"MARROWBONE WTP"	36.601388888	-79.872222222	""	36.601388888	-79.872222222
61123	"Dick Cross Wildlife Management Area (WMA)"	36.615833333	-78.274166666	""	36.615833333	-78.274166666
61124	"NEWTON MOBILE HOME COURT"	36.630555555	-78.649166666	""	36.630555555	-78.649166666
61126	"MECKLENBURG POWER STATION"	36.598612	-78.529958	""	36.598612	-78.529958
61127	"MECKLENBURG POWER STATION"	36.599722222	-78.5325	""	36.599722222	-78.5325
61130	"EDWARD G BULLOCK"	0.1	0	"vwuds_flag_coord"	36.751919	-78.491557
61134	"NEWTON MOBILE HOME COURT"	36.633333333	-78.638888888	""	36.633333333	-78.638888888
61137	"RIDGEWAY SERVICE AREA"	36.571111111	-79.865555555	""	36.571111111	-79.865555555
61138	"RIVER RIDGE SERVICE AREA"	36.585	-78.140555555	""	36.585	-78.140555555
61140	"RIVER RIDGE SERVICE AREA"	36.585277777	-78.139166666	""	36.585277777	-78.139166666
61141	"FORK UNION SERVICE AREA"	37.808888888	-78.243055555	""	37.808888888	-78.243055555
61142	"MECKLENBURG CORRECTIONAL CTR"	36.66	-78.363333333	""	36.66	-78.363333333
61143	"RIVER RIDGE SERVICE AREA"	36.572777777	-78.1475	""	36.572777777	-78.1475
61146	"RIDGEWAY SERVICE AREA"	36.571111111	-79.853333333	""	36.571111111	-79.853333333
61147	"MOUNT ZION SERVICE AREA"	36.595555555	-79.281944444	""	36.595555555	-79.281944444
61148	"RIDGEWAY SERVICE AREA"	36.572222222	-79.860277777	""	36.572222222	-79.860277777
61150	"Greenbrier Farms Nursery"	36.649166666	-76.227777777	""	36.649166666	-76.227777777
61151	"Tasley Farm"	37.7169925	-75.7115725	""	37.7169925	-75.7115725
61154	"GREENBRIAR PARK SERVICE AREA"	36.641666666	-79.917222222	""	36.641666666	-79.917222222
61157	"SPENCERS COURT SERVICE AREA"	36.6441066	-79.937818835	""	36.6441066	-79.937818835
61158	"GREENBRIAR PARK SERVICE AREA"	36.643888888	-79.918333333	""	36.643888888	-79.918333333
61162	"FULFLEX OF VIRGINIA"	36.635555555	-80.246666666	""	36.635555555	-80.246666666
61164	"Winesett Nursery"	36.646944444	-75.988888888	""	36.646944444	-75.988888888
61165	"MARTINSVILLE"	36.649166666	-79.8675	""	36.649166666	-79.8675
61167	"FULFLEX OF VIRGINIA"	36.637777777	-80.246111111	""	36.637777777	-80.246111111
61168	"FULFLEX OF VIRGINIA"	36.638333333	-80.245277777	""	36.638333333	-80.245277777
61170	"FOREST PARK COUNTRY CLUB, INC."	36.65	-79.835555555	""	36.65	-79.835555555
61171	"MARTINSVILLE"	36.650277777	-79.8675	""	36.650277777	-79.8675
61172	"MARTINSVILLE"	36.650277777	-79.868055555	""	36.650277777	-79.868055555
61173	"MARTINSVILLE"	36.650555555	-79.865833333	""	36.650555555	-79.865833333
61174	"MARTINSVILLE"	36.650555555	-79.868333333	""	36.650555555	-79.868333333
61175	"MARTINSVILLE"	36.651111111	-79.868888888	""	36.651111111	-79.868888888
61176	"MARTINSVILLE"	36.651388888	-79.869444444	""	36.651388888	-79.869444444
61177	"MARTINSVILLE"	36.651666666	-79.870277777	""	36.651666666	-79.870277777
61178	"MARTINSVILLE"	36.651944444	-79.870555555	""	36.651944444	-79.870555555
61183	"FULFLEX OF VIRGINIA"	36.635555555	-80.246388888	""	36.635555555	-80.246388888
61184	"Franklin Virginia Mill"	36.648055555	-76.895	""	36.648055555	-76.895
