"bundle"	"admincode"	"description"	"name"	"ftype"	"fstatus"	"startdate"	"enddate"	"permit_id"	"dh_link_admin_reg_issuer"
"permit"	"VA0072079"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE ANNA ENVIRONMENTAL SERVICES STP"	"npdes_ip"	"active"	2012-04-05	2017-04-04	"VA0072079"	"epa"
"permit"	"VA0090930"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE CAROLINE WATER TREATMENT"	"npdes_ip"	"revoked"	2007-11-22	2012-11-21	"VA0090930"	"epa"
"permit"	"VAN010123"	"General Permit Covered Facility"	"LAKE HOLIDAY WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010123"	"epa"
"permit"	"VA0027642"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE HOLIDAY WWTP"	"npdes_ip"	"active"	2018-09-01	2023-08-31	"VA0027642"	"epa"
"permit"	"VA0060887"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE LAND OR WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2015-11-01	2020-10-31	"VA0060887"	"epa"
"permit"	"VAN030110"	"General Permit Covered Facility"	"LAKE LAND OR WASTEWATER TREATMENT PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN030110"	"epa"
"permit"	"VAN040074"	"General Permit Covered Facility"	"LAKE MONTICELLO STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040074"	"epa"
"permit"	"VA0092622"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE MONTICELLO WTP"	"npdes_ip"	"revoked"	2011-05-01	2016-04-30	"VA0092622"	"epa"
"permit"	"VA0024945"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE MONTICELLO WWTP"	"npdes_ip"	"active"	2018-10-01	2023-09-30	"VA0024945"	"epa"
"permit"	"VA0092568"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE MOONEY WATER TREATMENT FACILITY"	"npdes_ip"	"revoked"	2010-10-07	2015-10-06	"VA0092568"	"epa"
"permit"	"VA0089231"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE PACKING COMPANY INCORPORATED"	"npdes_ip"	"revoked"	2012-08-01	2017-07-31	"VA0089231"	"epa"
"permit"	"VA0081621"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKE WILDERNESS PUBLIC WATER SYSTEMS"	"npdes_ip"	"revoked"	2010-02-23	2015-02-22	"VA0081621"	"epa"
"permit"	"VA0072532"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAKEVIEW MOTEL & RESTAURAN"	"npdes_ip"	"revoked"	2005-11-21	2010-11-20	"VA0072532"	"epa"
"permit"	"VAR102337"	"General Permit Covered Facility"	"LANIER FARMS"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR102337"	"epa"
"permit"	"VA0091952"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAWNES POINT WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2016-12-01	2021-11-30	"VA0091952"	"epa"
"permit"	"VA0020354"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LAWRENCEVILLE WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2012-09-11	2017-08-31	"VA0020354"	"epa"
"permit"	"VA0062189"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LCSA - SAINT LOUIS COMMUNITY"	"npdes_ip"	"active"	2016-11-01	2021-10-31	"VA0062189"	"epa"
"permit"	"VA0020745"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEBANON WWTP"	"npdes_ip"	"active"	2017-11-01	2022-10-31	"VA0020745"	"epa"
"permit"	"VA0089397"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEE COUNTY PSA - HICKORY FLATS WWTP"	"npdes_ip"	"active"	2016-12-01	2021-11-30	"VA0089397"	"epa"
"permit"	"VA0075515"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEE COUNTY PUBLIC SERVICE AUTHORITY - CROSS CREEK"	"npdes_ip"	"active"	2017-10-01	2022-09-30	"VA0075515"	"epa"
"permit"	"VA0088111"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEE COUNTY PUBLIC SERVICE AUTHORITY-ROSE HILL WWTP"	"npdes_ip"	"active"	2014-02-09	2019-02-08	"VA0088111"	"epa"
"permit"	"VAN010061"	"General Permit Covered Facility"	"LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010061"	"epa"
"permit"	"VA0092282"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION"	"npdes_ip"	"active"	2015-06-01	2020-05-31	"VA0092282"	"epa"
"permit"	"MD0066184"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEESBURG WATER POLL.CONT.FAC."	"npdes_ip"	"revoked"	2004-05-01	2009-04-30	"MD0066184"	"epa"
"permit"	"VA0089893"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEIGH AVE WTP"	"npdes_ip"	"revoked"	2008-12-30	2013-12-29	"VA0089893"	"epa"
"permit"	"VA0088161"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LEXINGTON-ROCKBRIDGE REGIONAL WQCF"	"npdes_ip"	"active"	2015-02-01	2020-01-31	"VA0088161"	"epa"
"permit"	"VAN040068"	"General Permit Covered Facility"	"LEXINGTON-ROCKBRIDGE REGIONAL WQCF"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040068"	"epa"
"permit"	"VA0000523"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"npdes_ip"	"active"	2016-07-01	2021-06-30	"VA0000523"	"epa"
"permit"	"VA0062961"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LIGHTFOOT ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2015-03-25	2020-03-24	"VA0062961"	"epa"
"permit"	"VA0029785"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LINCOLN TERMINAL COMPANY"	"npdes_ip"	"active"	2017-02-01	2022-01-31	"VA0029785"	"epa"
"permit"	"VA0090999"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LITTLE APPLE PROPERTIES INC"	"npdes_ip"	"revoked"	2007-06-06	2012-05-31	"VA0090999"	"epa"
"permit"	"VAN020031"	"General Permit Covered Facility"	"LITTLE FALLS RUN WASTEWATER TREATMENT FACILITY"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN020031"	"epa"
"permit"	"VA0076392"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LITTLE FALLS RUN WASTEWATER TREATMENT FACILITY"	"npdes_ip"	"active"	2015-10-01	2020-09-30	"VA0076392"	"epa"
"permit"	"WV1011995"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOADOUT AND STOCKPILE SITE"	"npdes_ip"	"active"	2018-09-27	2023-09-21	"WV1011995"	"epa"
"permit"	"VA0078131"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOCUST GROVE ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2014-12-02	2019-12-01	"VA0078131"	"epa"
"permit"	"VA0091961"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOCUST GROVE TOWN CENTER"	"npdes_ip"	"active"	2018-02-01	2023-01-31	"VA0091961"	"epa"
"permit"	"VA0024414"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOFT MOUNTAIN STP"	"npdes_ip"	"active"	2016-01-01	2020-11-30	"VA0024414"	"epa"
"permit"	"VA0091430"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOUDOUN COMPOSTING"	"npdes_ip"	"active"	2014-06-17	2019-06-16	"VA0091430"	"epa"
"permit"	"VA0092924"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOUDOUN COUNTY MILLING COMPANY INCORPORATED"	"npdes_ip"	"active"	2016-12-01	2021-11-30	"VA0092924"	"epa"
"permit"	"VAR102130"	"General Permit Covered Facility"	"LOUDOUN VALLEY ESTATES"	"npdes_gp"	"expired"	2004-07-01	2009-06-30	"VAR102130"	"epa"
"permit"	"VAR103921"	"General Permit Covered Facility"	"LOUDOUN VALLEY ESTATES II"	"npdes_gp"	"active"	2014-07-01	2019-06-30	"VAR103921"	"epa"
"permit"	"VAN030154"	"General Permit Covered Facility"	"LOUISA COUNTY WATER AUTHORITY - AGGREGATE NUTRIENT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN030154"	"epa"
"permit"	"VA0067954"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOUISA REGIONAL SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2016-01-01	2020-12-31	"VA0067954"	"epa"
"permit"	"VA0092614"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOVES TRAVEL STOP 399 - LAMBSBURG"	"npdes_ip"	"active"	2015-11-01	2020-10-31	"VA0092614"	"epa"
"permit"	"VA0085871"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOVES TRAVEL STOP 435"	"npdes_ip"	"active"	2016-06-01	2021-05-31	"VA0085871"	"epa"
"permit"	"VA0092851"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOVES TRAVEL STOPS AND COUNTRY STORES - MEADOWVIEW"	"npdes_ip"	"active"	2015-03-05	2020-03-04	"VA0092851"	"epa"
"permit"	"VA0090956"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOVES TRAVEL STOPS AND COUNTRY STORES 239"	"npdes_ip"	"active"	2017-07-01	2022-06-30	"VA0090956"	"epa"
"permit"	"VAN010129"	"General Permit Covered Facility"	"LOVETTSVILLE TOWN WASTEWATER TREATMENT FACILITY"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010129"	"epa"
"permit"	"VA0023183"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOVETTSVILLE TOWN WASTEWATER TREATMENT FACILITY"	"npdes_ip"	"active"	2014-02-10	2019-02-09	"VA0023183"	"epa"
"permit"	"VA0092371"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LOVING ARMS RETIREMENT COMMUNITY"	"npdes_ip"	"active"	2014-02-01	2019-01-31	"VA0092371"	"epa"
"permit"	"VAG846024"	"General Permit Covered Facility"	"LUCK STONE CORP."	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAG846024"	"epa"
"permit"	"VA0021750"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LUCKETTS ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2014-01-06	2019-01-05	"VA0021750"	"epa"
"permit"	"VA0091391"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LUNENBURG COUNTY ADMINSTRATIVE"	"npdes_ip"	"revoked"	2009-02-09	2014-02-08	"VA0091391"	"epa"
"permit"	"VA0092118"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LURAY WTP"	"npdes_ip"	"revoked"	2007-06-01	2012-05-31	"VA0092118"	"epa"
"permit"	"VAN010006"	"General Permit Covered Facility"	"LURAY WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010006"	"epa"
"permit"	"VA0062642"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LURAY WWTP"	"npdes_ip"	"active"	2016-06-01	2021-03-31	"VA0062642"	"epa"
"permit"	"VA0051888"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LYNCHBURG CITY ABERT WATER FIL"	"npdes_ip"	"revoked"	2007-09-03	2012-09-02	"VA0051888"	"epa"
"permit"	"VAG112011"	"General Permit Covered Facility"	"LYNCHBURG READY MIX"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG112011"	"epa"
"permit"	"VAG110020"	"General Permit Covered Facility"	"LYNCHBURG REDI MIX-AMHERST PLT"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG110020"	"epa"
"permit"	"VAG112012"	"General Permit Covered Facility"	"LYNCHBURG REDI-MIX"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG112012"	"epa"
"permit"	"VAR050168"	"General Permit Covered Facility"	"LYNCHBURG REGIONAL AIRPORT"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050168"	"epa"
"permit"	"VA0024970"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LYNCHBURG REGIONAL WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2016-04-05	2021-03-31	"VA0024970"	"epa"
"permit"	"VAN040075"	"General Permit Covered Facility"	"LYNCHBURG REGIONAL WASTEWATER TREATMENT PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040075"	"epa"
"permit"	"VA0092495"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LYON SHIPYARD INCORPORATED - NORFOLK FACILITY"	"npdes_ip"	"active"	2016-09-01	2021-08-31	"VA0092495"	"epa"
"permit"	"VA0089168"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"LYON SHIPYARD INCORPORATED - SEALIFT DRYDOCK"	"npdes_ip"	"active"	2017-03-01	2022-02-28	"VA0089168"	"epa"
"permit"	"VA0087696"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MADISON WOOD PRESERVERS INCORPORATED"	"npdes_ip"	"active"	2014-01-28	2019-01-27	"VA0087696"	"epa"
"permit"	"VA0055328"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MAGELLAN TERMINALS HOLDINGS LP - MONTVALE TERMINAL"	"npdes_ip"	"active"	2018-09-25	2023-09-24	"VA0055328"	"epa"
"permit"	"VA0086541"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MAGELLAN TERMINALS HOLDINGS LP - ROANOKE TERMINAL"	"npdes_ip"	"active"	2017-03-27	2022-02-28	"VA0086541"	"epa"
"permit"	"VAN040173"	"General Permit Covered Facility"	"MANAKIN FARMS WATEWATER TREATMENT PLANT (WWTP)"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040173"	"epa"
"permit"	"VA0027910"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MANAKIN FARMS WATEWATER TREATMENT PLANT (WWTP)"	"npdes_ip"	"active"	2016-03-01	2021-02-28	"VA0027910"	"epa"
"permit"	"VA0050181"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MANASSAS CITY WATER TREATMENT PLANT"	"npdes_ip"	"active"	2016-05-01	2021-04-30	"VA0050181"	"epa"
"permit"	"VA0091766"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MANEUVER TRAINING CENTER FORT PICKETT"	"npdes_ip"	"active"	2015-12-01	2020-11-30	"VA0091766"	"epa"
"permit"	"VA0020362"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MAPLE AVE WWTP"	"npdes_ip"	"active"	2014-09-03	2019-09-02	"VA0020362"	"epa"
"permit"	"VA0091677"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MARINA HOTEL AND SUITES AT CHINCOTEAGUE"	"npdes_ip"	"active"	2016-03-01	2021-02-28	"VA0091677"	"epa"
"permit"	"VA0086304"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MARION WWTP"	"npdes_ip"	"active"	2016-08-01	2021-07-31	"VA0086304"	"epa"
"permit"	"VAG110153"	"General Permit Covered Facility"	"MARSHALL CONCRETE PRODUCTS"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG110153"	"epa"
"permit"	"VAG110177"	"General Permit Covered Facility"	"MARSHALL CONCRETE PRODUCTS"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG110177"	"epa"
"permit"	"VAG112007"	"General Permit Covered Facility"	"MARSHALL CONCRETE PRODUCTS"	"npdes_gp"	"expired"	2008-10-01	2013-09-30	"VAG112007"	"epa"
"permit"	"VA0031763"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MARSHALL WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2018-05-01	2023-04-30	"VA0031763"	"epa"
"permit"	"VA0025305"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MARTINSVILLE CITY SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2014-02-21	2019-02-20	"VA0025305"	"epa"
"permit"	"VAR220111"	"General Permit Covered Facility"	"MARTINSVILLE CONCRETE PRODUCTS"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR220111"	"epa"
"permit"	"VAR050452"	"General Permit Covered Facility"	"MARVIN V. TEMPLETON & SONS"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050452"	"epa"
"permit"	"VA0024163"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MARY MOTHER OF THE CHURCH ABBEY STP"	"npdes_ip"	"active"	2014-07-01	2019-06-30	"VA0024163"	"epa"
"permit"	"VA0064726"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MARY WALTER ELEMENTARY SCHOOL"	"npdes_ip"	"active"	2016-04-01	2021-03-31	"VA0064726"	"epa"
"permit"	"VA0024732"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MASSANUTTEN PUBLIC SERVICE CORPORATION STP"	"npdes_ip"	"active"	2016-04-01	2020-12-31	"VA0024732"	"epa"
"permit"	"VAN010039"	"General Permit Covered Facility"	"MASSANUTTEN PUBLIC SERVICE CORPORATION STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010039"	"epa"
"permit"	"VA0025658"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MASSAPONAX WASTEWATER TREATMENT FACILITY"	"npdes_ip"	"active"	2018-08-01	2023-07-31	"VA0025658"	"epa"
"permit"	"VA0024431"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MATHEWS ARM STP"	"npdes_ip"	"active"	2015-12-01	2020-11-30	"VA0024431"	"epa"
"permit"	"VA0090344"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MATOACA HIGH SCHOOL"	"npdes_ip"	"active"	2016-06-09	2021-05-31	"VA0090344"	"epa"
"permit"	"VA0050989"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MAURY SERVICE AUTHORITY WTP"	"npdes_ip"	"revoked"	2011-08-01	2016-06-30	"VA0050989"	"epa"
"permit"	"VA0090794"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MAUZY LIBERTY STP"	"npdes_ip"	"active"	2015-11-01	2020-10-31	"VA0090794"	"epa"
"permit"	"VAR050772"	"General Permit Covered Facility"	"MCCREADY LUMBER CO., INC"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050772"	"epa"
"permit"	"VAN010155"	"General Permit Covered Facility"	"MCGAHEYSVILLE STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010155"	"epa"
"permit"	"VA0072931"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MCGAHEYSVILLE STP"	"npdes_ip"	"active"	2016-12-01	2021-11-30	"VA0072931"	"epa"
"permit"	"VA0060402"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MCKENNEY WWTP"	"npdes_ip"	"active"	2014-11-06	2019-10-31	"VA0060402"	"epa"
"permit"	"VAR050604"	"General Permit Covered Facility"	"MEAD WESTVACO CORP"	"npdes_gp"	"expired"	2009-07-01	2014-06-30	"VAR050604"	"epa"
"permit"	"VA0092011"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MEADOWBROOK WASTEWATER TREATME"	"npdes_ip"	"revoked"	2007-04-04	2012-04-03	"VA0092011"	"epa"
"permit"	"VA0021849"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MECKLENBURG CO SCHLS - PARK VIEW MIDDLE SCHOOL"	"npdes_ip"	"active"	2017-11-01	2022-10-31	"VA0021849"	"epa"
"permit"	"VA0021768"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MECKLENBURG CO SCHOOLS - PARKVIEW HIGH SCHOOL"	"npdes_ip"	"active"	2017-11-01	2022-10-31	"VA0021768"	"epa"
"permit"	"VA0021776"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MECKLENBURG CO SCHOOLS BLUESTONE HIGH SCHOOL"	"npdes_ip"	"active"	2017-11-01	2022-10-31	"VA0021776"	"epa"
"permit"	"VA0021857"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MECKLENBURG CO SCHOOLS BLUESTONE MIDDLE"	"npdes_ip"	"active"	2017-11-01	2022-10-31	"VA0021857"	"epa"
"permit"	"VA0027022"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MEHERRIN POWELLTON ELEMENTARY"	"npdes_ip"	"active"	2017-05-09	2022-04-30	"VA0027022"	"epa"
"permit"	"VAN010007"	"General Permit Covered Facility"	"MERCK SHARP & DOHME CORP - ELKTON PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010007"	"epa"
"permit"	"VA0002178"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MERCK SHARP & DOHME CORP - ELKTON PLANT"	"npdes_ip"	"active"	2017-01-01	2021-12-31	"VA0002178"	"epa"
"permit"	"VAR10C359"	"General Permit Covered Facility"	"METROPOLITAN PARK IV AND V"	"npdes_gp"	"active"	2014-07-01	2019-06-30	"VAR10C359"	"epa"
"permit"	"VA0064793"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDDLE RIVER REGIONAL WWTP"	"npdes_ip"	"active"	2016-05-01	2021-02-28	"VA0064793"	"epa"
"permit"	"VA0027197"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDDLEBURG ACADEMY"	"npdes_ip"	"active"	2014-04-23	2019-04-22	"VA0027197"	"epa"
"permit"	"VAN010120"	"General Permit Covered Facility"	"MIDDLEBURG WASTEWATER TREATMENT PLANT"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010120"	"epa"
"permit"	"VA0024775"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDDLEBURG WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2017-01-01	2021-12-31	"VA0024775"	"epa"
"permit"	"VA0091316"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDDLESEX COURTHOUSE"	"npdes_ip"	"revoked"	2009-11-02	2014-11-01	"VA0091316"	"epa"
"permit"	"VAN010121"	"General Permit Covered Facility"	"MIDDLETOWN STP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010121"	"epa"
"permit"	"VA0020982"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDDLETOWN STP"	"npdes_ip"	"active"	2016-10-01	2021-09-30	"VA0020982"	"epa"
"permit"	"VA0005860"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDTOWN ELIZABETH RIVER TUNNEL"	"npdes_ip"	"active"	2015-08-01	2020-07-31	"VA0005860"	"epa"
"permit"	"VA0092711"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIDTOWN/DOWNTOWN TUNNEL/MLK EXTENSION"	"npdes_ip"	"revoked"	2013-02-20	2018-02-19	"VA0092711"	"epa"
"permit"	"VA0089907"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MILL BRANCH STP"	"npdes_ip"	"revoked"	2013-06-04	2018-06-03	"VA0089907"	"epa"
"permit"	"VA0073156"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MILLBORO STP"	"npdes_ip"	"active"	2015-09-01	2020-08-31	"VA0073156"	"epa"
"permit"	"VAR10C624"	"General Permit Covered Facility"	"MILLENNIUM PROJECT ARLINGTON NTIONAL CEMETERY"	"npdes_gp"	"active"	2014-07-01	2019-06-30	"VAR10C624"	"epa"
"permit"	"VA0090913"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MILLER MARINE INCORPORATED"	"npdes_ip"	"revoked"	2007-07-18	2012-07-17	"VA0090913"	"epa"
"permit"	"VA0073245"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MILLERCOORS BREWING CO - SHENANDOAH BREWERY"	"npdes_ip"	"active"	2017-07-01	2022-06-30	"VA0073245"	"epa"
"permit"	"VAN010096"	"General Permit Covered Facility"	"MILLERCOORS BREWING CO - SHENANDOAH BREWERY"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN010096"	"epa"
"permit"	"WV1006045"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MINE NO. 1 JACOBS FORK LOADOUT"	"npdes_ip"	"active"	2018-09-13	2023-09-07	"WV1006045"	"epa"
"permit"	"WV1016211"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MINE NO. 9"	"npdes_ip"	"active"	2018-06-18	2023-06-17	"WV1016211"	"epa"
"permit"	"DC0022004"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MIRANT POTOMAC RIVER L.L.C."	"npdes_ip"	"revoked"	2000-04-20	2005-04-19	"DC0022004"	"epa"
"permit"	"VA0067105"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MISSIONARY LEARNING CENTER WWTP"	"npdes_ip"	"active"	2014-11-06	2019-10-31	"VA0067105"	"epa"
"permit"	"VA0002771"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MODINE MANUFACTURING CO - BUENA VISTA"	"npdes_ip"	"active"	2015-04-01	2020-03-31	"VA0002771"	"epa"
"permit"	"VA0004677"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MOHAWK INDUSTRIES INC"	"npdes_ip"	"active"	2015-03-01	2020-02-29	"VA0004677"	"epa"
"permit"	"VAN040067"	"General Permit Covered Facility"	"MOHAWK INDUSTRIES INC"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040067"	"epa"
"permit"	"VA0091669"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MONETA REGIONAL WWTP"	"npdes_ip"	"active"	2015-06-17	2020-06-16	"VA0091669"	"epa"
"permit"	"VA0091243"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MONTEBELLO FISH CULTURAL STATION"	"npdes_ip"	"active"	2018-04-01	2022-12-31	"VA0091243"	"epa"
"permit"	"VA0023281"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MONTEREY STP"	"npdes_ip"	"active"	2017-09-01	2022-08-31	"VA0023281"	"epa"
"permit"	"VAN020032"	"General Permit Covered Facility"	"MONTROSS WESTMORELAND WWTP"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN020032"	"epa"
"permit"	"VA0072729"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MONTROSS WESTMORELAND WWTP"	"npdes_ip"	"active"	2017-04-01	2022-03-31	"VA0072729"	"epa"
"permit"	"VA0087238"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MONTVALE WASTEWATER TREATMENT PLANT"	"npdes_ip"	"active"	2017-04-01	2022-03-31	"VA0087238"	"epa"
"permit"	"VAR103930"	"General Permit Covered Facility"	"MOOREFIELD GREEN"	"npdes_gp"	"active"	2014-07-01	2019-06-30	"VAR103930"	"epa"
"permit"	"VA0025518"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MOORES CREEK ADVANCED WATER RESOURCE RECOVERY FAC"	"npdes_ip"	"active"	2016-07-01	2021-04-30	"VA0025518"	"epa"
"permit"	"VAN040076"	"General Permit Covered Facility"	"MOORES CREEK ADVANCED WATER RESOURCE RECOVERY FAC"	"npdes_gp"	"active"	2017-01-01	2021-12-31	"VAN040076"	"epa"
"permit"	"VA0032115"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"MORRIS HILL SEWAGE TREATMENT PLANT"	"npdes_ip"	"active"	2014-09-20	2019-08-31	"VA0032115"	"epa"
