"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_geofield"	"address1"	"city"	"dh_link_admin_location"
"facility"	"WASHINGTON CNTY SERVICE AUTHORITY -HALL CREEK WWTP"	"wwtp"	"echo_VA0087378"	"active"	"POINT (-81.798333 36.750555)"	"32430 LEE HIGHWAY"	"GLADE SPRING"	"VA0087378"
"facility"	"US NAVY - NAVAL WEAPONS STATIO"	"commercial"	"echo_VA0087408"	"inactive"	"POINT (-76.588889 37.245833)"	"200 MAIN RD"	"YORKTOWN"	"VA0087408"
"facility"	"TIMBER RIDGE SCHOOL"	"commercial"	"echo_VA0087424"	"active"	"POINT (-78.30819 39.37573)"	"1463 NEW HOPE RD"	"CROSS JUNCTION"	"VA0087424"
"facility"	"HENDERSONS STORE STP"	"public water supply"	"echo_VA0087505"	"inactive"	"POINT (-78.9819 37.715)"	"1288 JENNYS CREEK ROAD"	"PINEY RIVER"	"VA0087505"
"facility"	"NUSTAR TERMINALS OPERATIONS PRTNRSHP LP - VA BEACH"	"industrial"	"echo_VA0087548"	"inactive"	"POINT (-76.093611 36.715833)"	"3924 N LANDING RD"	"VIRGINIA BEACH"	"VA0087548"
"facility"	"WASHINGTON TOWN WATER TREATMEN"	"unknown"	"echo_VA0087581"	"inactive"	"POINT (-78.16001 38.71486)"	"HARRIS HOLLOW RD"	"WASHINGTON"	"VA0087581"
"facility"	"EAST COAST REPAIR AND FABRICATION LLC DIV-3"	"unknown"	"echo_VA0087599"	"inactive"	"POINT (-76.346354 36.860639)"	"3400 SHIPWRIGHT ST"	"PORTSMOUTH"	"VA0087599"
"facility"	"NORVIEW MARINA"	"unknown"	"echo_VA0087611"	"inactive"	"POINT (-76.31302 37.55462)"	"18691 GENERAL PULLER HWY"	"DELTAVILLE"	"VA0087611"
"facility"	"DOZIERS MARINE CENTER"	"unknown"	"echo_VA0087629"	"inactive"	"POINT (-76.3175 37.554444)"	"ROUTE 33 AT BROAD CREEK"	"DELTAVILLE"	"VA0087629"
"facility"	"BIRCHWOOD POWER FACILITY"	"fossilpower"	"echo_VA0087645"	"active"	"POINT (-77.31706 38.26772)"	"10900 BIRCHWOOD DR"	"KING GEORGE"	"VA0087645"
"facility"	"HAWKSBILL RECREATION PARK"	"commercial"	"echo_VA0087661"	"active"	"POINT (-78.469444 38.569444)"	"ROUTE 626"	"STANLEY"	"VA0087661"
"facility"	"MADISON WOOD PRESERVERS INCORPORATED"	"unknown"	"echo_VA0087696"	"active"	"POINT (-78.25142 38.37555)"	"216 OAK PARK DR"	"MADISON"	"VA0087696"
"facility"	"ATLANTIC RESEARCH CORPORATION"	"unknown"	"echo_VA0087700"	"inactive"	"POINT (-77.58546 38.78827)"	"5945 WELLINGTON RD"	"GAINESVILLE"	"VA0087700"
"facility"	"DOC - COFFEEWOOD CORRECTIONAL CENTER"	"commercial"	"echo_VA0087718"	"active"	"POINT (-78.021846 38.364794)"	"12352 COFFEEWOOD DR"	"MITCHELLS"	"VA0087718"
"facility"	"DOMINION - MATERIALS AND METERING SERVICES CENTER"	"unknown"	"echo_VA0087734"	"inactive"	"POINT (-77.44613 37.46726)"	"4307 CASTLEWOOD RD"	"RICHMOND"	"VA0087734"
"facility"	"SUNOCO - MANASSAS TERMINAL"	"unknown"	"echo_VA0087858"	"active"	"POINT (-77.504444 38.799722)"	"10315 BALLS FORD RD"	"MANASSAS"	"VA0087858"
"facility"	"FCWA - CORBALIS WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0087874"	"active"	"POINT (-77.360186 38.994423)"	"1295 FRED MORIN RD"	"HERNDON"	"VA0087874"
"facility"	"CALLEBS COVE CAMPGROUND  STP"	"public water supply"	"echo_VA0087882"	"active"	"POINT (-81.9275 36.643611)"	"STATE RT 664"	"ABINGDON"	"VA0087882"
"facility"	"EVERGREEN COUNTRY CLUB"	"commercial"	"echo_VA0087891"	"active"	"POINT (-77.65892 38.88159)"	"15900 BERKELEY DR"	"HAYMARKET"	"VA0087891"
"facility"	"VIRGINIA AIR NATIONAL GUARD -"	"unknown"	"echo_VA0087912"	"inactive"	"POINT (-75.982 36.81879)"	"203 RED HORSE DR"	"VIRGINIA BEACH"	"VA0087912"
"facility"	"NICKELSVILLE WWTP"	"wwtp"	"echo_VA0087955"	"active"	"POINT (-82.411389 36.735556)"	"STATE RT 682"	"NICKELSVILLE"	"VA0087955"
"facility"	"PEMBROKE TOWN - SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0088048"	"active"	"POINT (-80.64252 37.31449)"	"126 PARK LANE"	"PEMBROKE"	"VA0088048"
"facility"	"CAPEHART HOMES WWTP"	"wwtp"	"echo_VA0088072"	"inactive"	"POINT (-76.559722 36.963055)"	"NIKE PARK RD"	"CARROLLTON"	"VA0088072"
"facility"	"SCHUYLER WTP"	"unknown"	"echo_VA0088081"	"inactive"	"POINT (-78.726766 37.791036)"	"8705 ROCKFISH RIVER ROAD"	"SCHUYLER"	"VA0088081"
"facility"	"HRSD KING WILLIAM COUNTY SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0088102"	"active"	"POINT (-77.144167 37.706667)"	"VSH 618 OFF VSH 661"	"KING WILLIAM"	"VA0088102"
"facility"	"LEE COUNTY PUBLIC SERVICE AUTHORITY-ROSE HILL WWTP"	"wwtp"	"echo_VA0088111"	"active"	"POINT (-83.355277 36.667222)"	"PO BOX 830"	"ROSE HILL"	"VA0088111"
"facility"	"TRANS IND CORPORATION - COXEND"	"unknown"	"echo_VA0088153"	"inactive"	"POINT (-77.381309 37.377106)"	"1711 COXENDALE RD"	"CHESTER"	"VA0088153"
"facility"	"LEXINGTON-ROCKBRIDGE REGIONAL WQCF"	"unknown"	"echo_VA0088161"	"active"	"POINT (-79.414588 37.795135)"	"135 BOB AKINS CIRCLE"	"LEXINGTON"	"VA0088161"
"facility"	"VERONA WTP"	"unknown"	"echo_VA0088170"	"inactive"	"POINT (-79.0292 38.21235)"	"646 BERRY FARM RD"	"VERONA"	"VA0088170"
"facility"	"WEYERS CAVE WTP"	"unknown"	"echo_VA0088188"	"inactive"	"POINT (-78.92171 38.3066)"	"328 DICES SPRING RD"	"WEYERS CAVE"	"VA0088188"
"facility"	"RASPBERRY FALLS WATER RECLAMATION FACILITY"	"industrial"	"echo_VA0088196"	"active"	"POINT (-77.551388 39.164722)"	"RTE 15"	"LEESBURG"	"VA0088196"
"facility"	"HUGH K CASSELL ELEMENTARY SCHOOL"	"commercial"	"echo_VA0088226"	"active"	"POINT (-78.8721 38.13011)"	"1301 ROCKFISH ROAD (SR 865)"	"WAYNESBORO"	"VA0088226"
"facility"	"PILOT-4649"	"unknown"	"echo_VA0088277"	"active"	"POINT (-79.23189 37.93128)"	"713 OAKLAND CIRCLE"	"RAPHINE"	"VA0088277"
"facility"	"PARHAM LANDING WWTP"	"wwtp"	"echo_VA0088331"	"active"	"POINT (-76.8589 37.51482)"	"7800 PARHAM LANDING RD"	"WEST POINT"	"VA0088331"
"facility"	"CROP PRODUCTION SERVICES INCORPORATED - SEALSTON"	"unknown"	"echo_VA0088374"	"active"	"POINT (-77.305465 38.267131)"	"2453 BIRCHWOOD CREEK RD"	"SEALSTON"	"VA0088374"
"facility"	"COVANCE RESEARCH PRODUCTS INC"	"industrial"	"echo_VA0088382"	"active"	"POINT (-78.137527 37.506082)"	"482 FRENCHS STORE ROAD"	"CUMBERLAND"	"VA0088382"
"facility"	"CHESAPEAKE CITY - NORTHWEST RIVER WTP"	"unknown"	"echo_VA0088404"	"active"	"POINT (-76.20835 36.59359)"	"3550 S BATTLEFIELD BLVD"	"CHESAPEAKE"	"VA0088404"
"facility"	"TWIN OAKS COMMUNITY STP"	"public water supply"	"echo_VA0088421"	"active"	"POINT (-77.992162 37.932598)"	"138 TWIN OAKS ROAD"	"LOUISA"	"VA0088421"
"facility"	"SURRY COUNTY WASTEWATER TREATMENT FACILITY"	"wwtp"	"echo_VA0088463"	"active"	"POINT (-76.902473 37.086487)"	"2105 HOLLY BUSH RD"	"DENDRON"	"VA0088463"
"facility"	"CHICKAHOMINY WWTP"	"wwtp"	"echo_VA0088480"	"inactive"	"POINT (-77.00664 37.4814)"	"10600 HORSEMANS TRL"	"PROVIDENCE FORGE"	"VA0088480"
"facility"	"OLDE MILL GOLF RESORT STP"	"public water supply"	"echo_VA0088498"	"active"	"POINT (-80.521339 36.687588)"	"2258 STONE MOUNTAIN RD"	"LAUREL FORK"	"VA0088498"
"facility"	"PRINCE WILLIAM COUNTY - BALLS FORD YARD WASTE"	"unknown"	"echo_VA0088510"	"active"	"POINT (-77.56293 38.78761)"	"13000 BALLS FORD RD"	"MANASSAS"	"VA0088510"
"facility"	"SPONAUGLE SUBDIVISION"	"public water supply"	"echo_VA0088552"	"inactive"	"POINT (-79.97794 37.86847)"	"CLIFFVIEW DR"	"COVINGTON"	"VA0088552"
"facility"	"FRANKLIN COUNTY SCHOOLS - CALLAWAY ELEMENTARY"	"commercial"	"echo_VA0088561"	"active"	"POINT (-80.04853 37.011962)"	"8451 CALLAWAY RD"	"CALLAWAY"	"VA0088561"
"facility"	"ARLINGTON COUNTY MS4"	"public water supply"	"echo_VA0088579"	"inactive"	"POINT (-77.05692 38.8439)"	"3401 SOUTH GLEBE ROAD"	"ARLINGTON"	"VA0088579"
"facility"	"FAIRFAX COUNTY - MS4"	"public water supply"	"echo_VA0088587"	"inactive"	"POINT (-77.25 38.875)"	"VARIOUS LOCATIONS"	"FAIRFAX"	"VA0088587"
"facility"	"PRINCE WILLIAM COUNTY MS4"	"public water supply"	"echo_VA0088595"	"inactive"	"POINT (-77.482838 38.751824)"	"NUMEROUS SITES THROUGHOUT PRINCE WILLIAM COUNTY"	"PRINCE WILLIAM"	"VA0088595"
"facility"	"CHESTERFIELD COUNTY MS4"	"public water supply"	"echo_VA0088609"	"inactive"	"POINT (-77.378036 37.381453)"	"9901 LORI ROAD"	"CHESTERFIELD"	"VA0088609"
"facility"	"HENRICO COUNTY MS4"	"public water supply"	"echo_VA0088617"	"inactive"	"POINT (-77.32344 37.41569)"	"COUNTY WIDE"	"RICHMOND"	"VA0088617"
"facility"	"CHESAPEAKE CITY - MS4"	"public water supply"	"echo_VA0088625"	"inactive"	"POINT (-76.247847 36.714295)"	"306 CEDAR ROAD"	"CHESAPEAKE"	"VA0088625"
"facility"	"HAMPTON CITY MS4"	"public water supply"	"echo_VA0088633"	"inactive"	"POINT (-76.34477 37.02783)"	"22 LINCOLN STREET"	"HAMPTON CITY"	"VA0088633"
"facility"	"NEWPORT NEWS CITY MS4"	"public water supply"	"echo_VA0088641"	"inactive"	"POINT (-76.43037 36.97775)"	"2600 WASHINGTON AVE"	"NEWPORT NEWS"	"VA0088641"
"facility"	"NORFOLK CITY OF - MS4"	"public water supply"	"echo_VA0088650"	"inactive"	"POINT (-76.28202 36.845386)"	"1101 CITY HALL BUILDING"	"NORFOLK"	"VA0088650"
"facility"	"PORTSMOUTH CITY - MS4"	"public water supply"	"echo_VA0088668"	"inactive"	"POINT (-76.29774 36.832984)"	"821 CRAWFORD STREET"	"PORTSMOUTH"	"VA0088668"
"facility"	"VIRGINIA BEACH CITY - MS4"	"public water supply"	"echo_VA0088676"	"inactive"	"POINT (-76.05599 36.75079)"	"2401 COURTHOUSE DRIVE"	"VIRGINIA BEACH"	"VA0088676"
"facility"	"AMHERST COUNTY LANDFILL PERMIT NUMBER 181"	"industrial"	"echo_VA0088684"	"active"	"POINT (-78.973611 37.576389)"	"STATE ROUTE 733"	"AMHERST"	"VA0088684"
"facility"	"ASHBY SUBDIVISION WATER SUPPLY"	"public water supply"	"echo_VA0088692"	"inactive"	"POINT (-76.52956 36.93214)"	"N BRADING CT"	"CARROLLTON"	"VA0088692"
"facility"	"GET CAPTIVE LLC - ZION CROSSROADS"	"unknown"	"echo_VA0088706"	"active"	"POINT (-78.21628 37.97409)"	"11445 JAMES MADISON HWY"	"GORDONSVILLE"	"VA0088706"
"facility"	"HOOVER TREATED WOOD PRODUCTS"	"industrial"	"echo_VA0088714"	"active"	"POINT (-77.367035 38.00986)"	"18315 HOUSE DR"	"MILFORD"	"VA0088714"
"facility"	"STONEBROOK CLUB"	"commercial"	"echo_VA0088722"	"active"	"POINT (-78.22323 39.14242)"	"2342 JONES ROAD"	"WINCHESTER"	"VA0088722"
"facility"	"BOSTON WATER AND SEWER STP - NEW FACILITY"	"public water supply"	"echo_VA0088749"	"active"	"POINT (-78.138889 38.524444)"	"ROUTES 707 AND 522"	"BOSTON"	"VA0088749"
"facility"	"AMERICAN ELECTRIC POWER-SMITH MOUNTAIN HYDRO PLANT"	"fossilpower"	"echo_VA0088765"	"active"	"POINT (-79.52985 37.03629)"	"2072 FORD ROAD"	"SANDY LEVEL"	"VA0088765"
"facility"	"SANDYS MOBILE HOME COURT (MHC) LLC STP"	"public water supply"	"echo_VA0088811"	"active"	"POINT (-78.14803 39.06438)"	"2044 FAIRFAX PIKE"	"WHITE POST"	"VA0088811"
"facility"	"SHEN VALLE LOGISTICS STP"	"public water supply"	"echo_VA0088846"	"active"	"POINT (-78.541045 38.841274)"	"182 JOHNS MANVILLE DR"	"EDINBURG"	"VA0088846"
"facility"	"PINE CREEK CAMP STP"	"public water supply"	"echo_VA0088871"	"inactive"	"POINT (-78.37477 39.2317)"	"1794 BACK CREEK RD"	"GORE"	"VA0088871"
"facility"	"DANTE COMMUNITY WWTP"	"wwtp"	"echo_VA0088935"	"active"	"POINT (-82.291667 36.951667)"	"RTE 63"	"DANTE"	"VA0088935"
"facility"	"BLUE RIDGE MHC WWTP"	"wwtp"	"echo_VA0088943"	"active"	"POINT (-78.84711 38.15989)"	"10 COLBY AVE"	"CRIMORA"	"VA0088943"
"facility"	"KERRS CREEK LLC"	"unknown"	"echo_VA0088960"	"inactive"	"POINT (-79.544166 37.868611)"	"0.2 MILE NW OF ROUTE 850/635 INTERSECTION"	"LEXINGTON"	"VA0088960"
"facility"	"BLACK SWAMP REGIONAL WWTP"	"wwtp"	"echo_VA0088978"	"active"	"POINT (-77.142397 37.056737)"	"4385 BEEF STEAK RD"	"WAVERLY"	"VA0088978"
"facility"	"BLACK ROCK MHC WWTP"	"wwtp"	"echo_VA0088986"	"active"	"POINT (-78.812782 38.251118)"	"1607 FOUNTAIN STREET"	"GROTTOES"	"VA0088986"
"facility"	"HARRISONBURG/SHENANDOAH VALLEY KOA"	"unknown"	"echo_VA0088994"	"active"	"POINT (-78.70625 38.53594)"	"12480 MOUNTAIN VALLEY RD"	"BROADWAY"	"VA0088994"
"facility"	"DOUTHAT ROAD MOBILE HOME PARK STP"	"public water supply"	"echo_VA0089001"	"active"	"POINT (-79.7993 37.84352)"	"3219 DOUTHAT RD  CLIFTON FORGE VA  24422"	"CLIFTON FORGE"	"VA0089001"
"facility"	"SAN DAMIANO SPIRITUAL LIFE CENTER"	"unknown"	"echo_VA0089010"	"active"	"POINT (-78.1377 39.09492)"	"125 OLD KITCHEN RD"	"WHITE POST"	"VA0089010"
"facility"	"BLUE RIDGE WOOD PRESERVING INC"	"unknown"	"echo_VA0089052"	"inactive"	"POINT (-79.63396 37.16095)"	"1220 HENDRICKS STORE RD"	"MONETA"	"VA0089052"
"facility"	"WOODLAWN VILLAGE MOBILE HOME PARK"	"public water supply"	"echo_VA0089061"	"active"	"POINT (-78.918333 38.148056)"	"RTE 820 NEAR HERMITAGE APPROX 1 MILE NW OF RTE 820"	"HERMITAGE"	"VA0089061"
"facility"	"OUTDOOR WORLD HARBORVIEW"	"unknown"	"echo_VA0089087"	"inactive"	"POINT (-76.981389 38.201389)"	"ROUTE 664"	"OAK GROVE"	"VA0089087"
"facility"	"HAYMOUNT WASTEWATER TREATMENT FACILITY"	"wwtp"	"echo_VA0089125"	"active"	"POINT (-77.260239 38.205405)"	"22121 WARE CREEK ROAD"	"RAPPAHANNOCK ACADEMY"	"VA0089125"
"facility"	"ALDIE WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0089133"	"active"	"POINT (-77.63761 38.97497)"	"39506 JOHN MOSBY HWY"	"ALDIE"	"VA0089133"
"facility"	"LYON SHIPYARD INCORPORATED - SEALIFT DRYDOCK"	"unknown"	"echo_VA0089168"	"inactive"	"POINT (-76.26429 36.8376)"	"307 CAMPOSTELLA RD"	"NORFOLK"	"VA0089168"
"facility"	"BREWERS CREEK SUBDIVISION WATE"	"public water supply"	"echo_VA0089184"	"inactive"	"POINT (-76.52715 36.91949)"	"198 MARSH VIEW CT"	"CARROLLTON"	"VA0089184"
"facility"	"FIGHTING CREEK WWTF"	"wwtp"	"echo_VA0089206"	"active"	"POINT (-77.93123 37.53939)"	"3900 OLD PLANTATION RD"	"POWHATAN"	"VA0089206"
"facility"	"FLYING J NO 752"	"unknown"	"echo_VA0089214"	"active"	"POINT (-78.08698 39.29122)"	"1530 REST CHURCH RD"	"CLEAR BROOK"	"VA0089214"
"facility"	"C AND M INDUSTRIES INCORPORATED"	"industrial"	"echo_VA0089222"	"inactive"	"POINT (-76.245327 36.844216)"	"739 E END AVENUE"	"NORFOLK"	"VA0089222"
"facility"	"LAKE PACKING COMPANY INCORPORATED"	"unknown"	"echo_VA0089231"	"active"	"POINT (-76.47862 37.97445)"	"755 LAKE LANDING DR"	"LOTTSBURG"	"VA0089231"
"facility"	"COMFORT INN AND SUITES WWTP"	"wwtp"	"echo_VA0089265"	"inactive"	"POINT (-75.37338 37.93539)"	"4195 MAIN STREET"	"CHINCOTEAGUE"	"VA0089265"
"facility"	"WVWA - GLEN WILTON WWTP"	"wwtp"	"echo_VA0089273"	"active"	"POINT (-79.81298 37.75353)"	"358 RAILWAY ROAD"	"GLEN WILTON"	"VA0089273"
"facility"	"GILES COUNTY PUBLIC SERVICE AU"	"unknown"	"echo_VA0089290"	"inactive"	"POINT (-80.757516 37.335266)"	"2030 NARROWS RD"	"PEARISBURG"	"VA0089290"
"facility"	"AMPRO SHIPYARD"	"unknown"	"echo_VA0089303"	"inactive"	"POINT (-76.440628 37.660836)"	"25 SHIPYARD LN"	"WEEMS"	"VA0089303"
"facility"	"US DOE - THOMAS JEFFERSON NATIONAL ACCELERATOR FAC"	"unknown"	"echo_VA0089320"	"inactive"	"POINT (-76.48954 37.098)"	"12000 JEFFERSON AVE"	"NEWPORT NEWS"	"VA0089320"
"facility"	"HOPYARD FARM WASTEWATER TREATMENT FACILITY"	"wwtp"	"echo_VA0089338"	"active"	"POINT (-77.225557 38.244168)"	"ROUTE 607, 1 MILE SOUTH OF INTERSECTION OF RT 3"	"POPCASTLE"	"VA0089338"
"facility"	"EMERALD HILL ELEMENTARY SCHOOL"	"commercial"	"echo_VA0089354"	"active"	"POINT (-77.97857 38.54953)"	"11245 RIXEYVILLE RD"	"CULPEPER"	"VA0089354"
"facility"	"LEE COUNTY PSA - HICKORY FLATS WWTP"	"wwtp"	"echo_VA0089397"	"active"	"POINT (-83.017628 36.697425)"	"ROUTE 792, STATION CREEK"	"JONESVILLE"	"VA0089397"
"facility"	"CARROLL COUNTY PSA - CROOKED C"	"unknown"	"echo_VA0089427"	"inactive"	"POINT (-80.842778 36.72)"	"ST RTE 822"	"WOODLAWN"	"VA0089427"
"facility"	"HILLSVILLE WWTP"	"wwtp"	"echo_VA0089443"	"active"	"POINT (-80.751883 36.789793)"	"450 CROSS CREEK ROAD"	"HILLSVILLE"	"VA0089443"
"facility"	"NEWPORT NEWS CITY - LEE HALL WTP REVERSE OSMOSIS"	"unknown"	"echo_VA0089451"	"active"	"POINT (-76.560142 37.168047)"	"429 WATERWORKS WAY"	"NEWPORT NEWS"	"VA0089451"
"facility"	"MOTTS RUN WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0089460"	"active"	"POINT (-77.5425 38.30834)"	"13000 TRENCH HILL LN"	"FREDERICKSBURG"	"VA0089460"
"facility"	"GLADYS TIMBER PRODUCTS INC"	"industrial"	"echo_VA0089478"	"inactive"	"POINT (-79.06852 37.15872)"	"8759 BROOKNEAL HIGHWAY"	"GLADYS"	"VA0089478"
"facility"	"APPOMATTOX COUNTY LANDFILL 86"	"industrial"	"echo_VA0089486"	"active"	"POINT (-78.808178 37.378951)"	"STATE RT 632"	"APPOMATTOX"	"VA0089486"
"facility"	"THREE SPRINGS WATER FILTRATION PLANT"	"public water supply"	"echo_VA0089508"	"active"	"POINT (-78.871678 38.424235)"	"STATE ROUTE 650 200 FEET NORTH OF STATE ROUTE 652"	"HARRISONBURG"	"VA0089508"
"facility"	"MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT"	"commercial"	"echo_VA0089541"	"active"	"POINT (-77.447777 38.952277)"	"45025 AVIATION DR STE 400"	"STERLING"	"VA0089541"
"facility"	"MORRIS WELL WTP"	"unknown"	"echo_VA0089559"	"inactive"	"POINT (-78.273055 37.781666)"	"42 EMERALD LANE"	"FORK UNION"	"VA0089559"
"facility"	"BASTIAN WWTP"	"wwtp"	"echo_VA0089583"	"active"	"POINT (-81.138611 37.1925)"	"PO BOX 510"	"BLAND"	"VA0089583"
"facility"	"WATTS PLACE"	"unknown"	"echo_VA0089591"	"inactive"	"POINT (-79.230833 37.933306)"	"ROUTE 606 & 917 AT I-81, E"	"RAPHINE"	"VA0089591"
"facility"	"US  DEFENSE FUEL SUPPORT POINT CRANEY ISLAND"	"unknown"	"echo_VA0089605"	"active"	"POINT (-76.353555 36.890426)"	"4501 CEDAR LN"	"PORTSMOUTH"	"VA0089605"
"facility"	"WALK RESIDENCE WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0089630"	"active"	"POINT (-77.4679 38.44652)"	"50 RANDALL RD"	"STAFFORD"	"VA0089630"
"facility"	"WASHINGTON COUNTY PSA - MILL C"	"unknown"	"echo_VA0089656"	"inactive"	"POINT (-81.677222 36.721944)"	"16332 MILL CREEK RD"	"GLADE SPRING"	"VA0089656"
"facility"	"NEWPORT NEWS - WILLIAMSBURG INTERNATIONAL AIRPORT"	"commercial"	"echo_VA0089681"	"inactive"	"POINT (-76.50292 37.13032)"	"900 BLAND BLVD STE G"	"NEWPORT NEWS"	"VA0089681"
"facility"	"GENERAL DYNAMICS NASSCO-NORFOLK - HARPER FACILITY"	"industrial"	"echo_VA0089699"	"inactive"	"POINT (-76.330445 36.846037)"	"2 HARPER AVE"	"PORTSMOUTH"	"VA0089699"
"facility"	"NELSON COUNTY REGIONAL STP"	"public water supply"	"echo_VA0089729"	"active"	"POINT (-78.956944 37.708056)"	"3660 TYE BROOK HWY"	"PINEY RIVER"	"VA0089729"
"facility"	"NORFOLK INTERNATIONAL AIRPORT"	"commercial"	"echo_VA0089737"	"inactive"	"POINT (-76.211757 36.898298)"	"2200 NORVIEW AVE"	"NORFOLK"	"VA0089737"
"facility"	"FAST STOP SUNOCO"	"unknown"	"echo_VA0089770"	"inactive"	"POINT (-79.22604 37.93069)"	"2468 RAPHINE RD"	"RAPHINE"	"VA0089770"
"facility"	"THE NATURE CONSERVANCY"	"unknown"	"echo_VA0089796"	"active"	"POINT (-77.1123 38.88223)"	"4245 N FAIRFAX DR"	"ARLINGTON"	"VA0089796"
"facility"	"COASTAL PRECAST SYSTEMS LLC"	"unknown"	"echo_VA0089818"	"inactive"	"POINT (-76.29419 36.7642)"	"1320 YACHT DR"	"CHESAPEAKE"	"VA0089818"
"facility"	"WATER COUNTRY USA"	"unknown"	"echo_VA0089826"	"active"	"POINT (-76.63923 37.26369)"	"176 WATER COUNTRY PKWY"	"WILLIAMSBURG"	"VA0089826"
"facility"	"DUNGANNON WATER FILTRATION PLA"	"unknown"	"echo_VA0089842"	"inactive"	"POINT (-82.467778 36.823333)"	"STATE RTE 72"	"DUNGANNON"	"VA0089842"
"facility"	"NEW MARKET FILTRATION PLANT"	"public water supply"	"echo_VA0089877"	"inactive"	"POINT (-78.67842 38.64816)"	"316 WEST OLD CROSS RD"	"NEW MARKET"	"VA0089877"
"facility"	"FAIRFIELD SQUARE"	"unknown"	"echo_VA0089885"	"active"	"POINT (-79.279722 37.886389)"	"4651 NORTH LEE HIGHWAY"	"FAIRFIELD"	"VA0089885"
"facility"	"LEIGH AVE WTP"	"unknown"	"echo_VA0089893"	"inactive"	"POINT (-78.905556 36.691667)"	"100 LEIGH STREET"	"SOUTH BOSTON"	"VA0089893"
"facility"	"MILL BRANCH STP"	"public water supply"	"echo_VA0089907"	"active"	"POINT (-81.991394 37.234906)"	"3477 WILDERNESS RD"	"OAKWOOD"	"VA0089907"
"facility"	"HANOVER COUNTY TOTOPOTOMOY WWTP"	"wwtp"	"echo_VA0089915"	"active"	"POINT (-77.307229 37.643363)"	"9015 POLEGREEN PARK RD"	"MECHANICSVILLE"	"VA0089915"
"facility"	"WHEELABRATOR PORTSMOUTH RDF AND WTE FACILITY"	"industrial"	"echo_VA0089923"	"inactive"	"POINT (-76.3035 36.8087)"	"3809 ELM AVE"	"PORTSMOUTH"	"VA0089923"
"facility"	"PURCELLVILLE TOWN WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0089940"	"active"	"POINT (-77.74134 39.17148)"	"16153 SHORT HILL RD"	"PURCELLVILLE"	"VA0089940"
"facility"	"APPLE MOUNTAIN EXXON STP"	"public water supply"	"echo_VA0089958"	"active"	"POINT (-78.0996 38.91313)"	"4774 JOHN MARSHALL HWY"	"LINDEN"	"VA0089958"
"facility"	"GEORGE WASHINGTON BIRTHPLACE NATIONAL MONUMENT"	"unknown"	"echo_VA0089982"	"inactive"	"POINT (-76.92055 38.18372)"	"1732 POPES CREEK RD"	"COLONIAL BEACH"	"VA0089982"
"facility"	"FEDERAL MOGUL POWERTRAIN LLC"	"unknown"	"echo_VA0089991"	"active"	"POINT (-80.397575 37.192593)"	"300 INDUSTRIAL PARK RD"	"BLACKSBURG"	"VA0089991"
"facility"	"KIM YOUNG J SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0090026"	"inactive"	"POINT (-77.20873 38.67169)"	"10527 BELMONT BLVD"	"LORTON"	"VA0090026"
"facility"	"SPSA - REGIONAL LANDFILL"	"industrial"	"echo_VA0090034"	"inactive"	"POINT (-76.509213 36.756384)"	"1 BOB FOELLER DRIVE"	"SUFFOLK"	"VA0090034"
"facility"	"CAROLINE FURNACE LUTHERAN CAMP STP"	"public water supply"	"echo_VA0090051"	"active"	"POINT (-78.510108 38.745488)"	"2239 CAMP ROOSEVELT ROAD"	"FORT VALLEY"	"VA0090051"
"facility"	"DAYTON WATER AND WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0090085"	"active"	"POINT (-78.946803 38.42062)"	"614 BOWMAN RD"	"DAYTON"	"VA0090085"
"facility"	"JOHN MARSHALL III SITE"	"unknown"	"echo_VA0090093"	"active"	"POINT (-77.23057 38.92286)"	"8285 GREENSBORO DR"	"MCLEAN"	"VA0090093"
"facility"	"CARLYLE DEVELOPMENT II"	"industrial"	"echo_VA0090107"	"inactive"	"POINT (-77.0634 38.80476)"	"DULANEY AND DUKE ST"	"ALEXANDRIA"	"VA0090107"
"facility"	"USC SALTVILLE BRINE LLC"	"unknown"	"echo_VA0090115"	"active"	"POINT (-81.765706 36.858292)"	"864 ADER LANE"	"SALTVILLE"	"VA0090115"
"facility"	"TYSON FOODS-POULTRY PROCESSING-FEED PROD-HATCHERY"	"agriculture"	"echo_VA0090131"	"active"	"POINT (-78.115544 37.319904)"	"1938 WEST PATRICK HENRY HIGHWAY"	"JETERSVILLE"	"VA0090131"
"facility"	"SIX O FIVE VILLAGE M H P STP"	"public water supply"	"echo_VA0090140"	"active"	"POINT (-77.916111 37.970277)"	"ROUTE 605"	"MINERAL"	"VA0090140"
