MatchID,VPDES Hydrocode,VPDES HydroID,VPDES AdminID,VPDES Name,VWUDS Hydrocode,VWUDS HydroID,VWUDS Name,VWUDS Source,Sector,VPDES % total,VWUDS % total,Average Discharge MGD,Average Withdrawal MGD,Ave Consumption,,,
229,echo_VA0085588,441772,440312,DOC - HARRISONBURG MENS DIVERSION CENTER,vwuds_0137,72223,"VIRGINIA, COMMONWEALTH OF: HARRISONBURG MENS DIVERSION CENTER",Well,Commercial,0.000%,0.000%,0.002,0.013,82.89%,,,
230,echo_VA0077411,441701,440241,FAUQUIER SPRINGS COUNTRY CLUB STP,vwuds_10393,72348,SULFUR SPRING INVESTMENT CORP.: FAUQUIER SPRINGS COUNTRY CLUB,Surface Water Intake,Commercial,0.000%,0.000%,0.001,0.009,87.85%,,,
231,echo_VA0065714,441588,440128,OAK HILL ACADEMY STP,vwuds_0833,71756,OAK HILL ACADEMY: OAK HILL ACADEMY,Well,Commercial,0.000%,0.000%,0.002,0.008,78.69%,,,
232,echo_VA0087891,441829,440369,EVERGREEN COUNTRY CLUB,vwuds_10335,71572,EVERGREEN COUNTRY CLUB: EVERGREEN COUNTRY CLUB,Surface Water Intake,Commercial,0.000%,0.000%,0.002,0.008,77.18%,,,
233,echo_VA0063606,441560,440100,SHORE HEALTHCARE GROUP LLC,gwp_1118_A,66899,RIVERSIDE HEALTHCARE ASSOCIATION: RIVERSIDE SHORE REHABILITATION CENTER,Well,Commercial,0.000%,0.000%,0.005,0.007,37.05%,,,
234,echo_VA0023108,441235,439775,VDOT INTERSTATE 64 GOOCHLAND REST AREA,vwuds_2239,72312,COMMONWEALTH OF VIRGINIA: I-64 GOOCHLAND REST AREA,Well,Commercial,0.000%,0.000%,0.002,0.006,62.64%,,,
235,echo_VA0060585,441502,440042,CHARLES CITY ADMINISTRATION BUILDING,gwp_CCCS_A,67383,CHARLES CITY COUNTY SCHOOL BOARD: CHARLES CITY COUNTY SCHOOL COMPLEX,Well,Commercial,0.000%,0.000%,0.001,0.005,88.72%,,,
236,echo_VA0020672,441169,439709,DOC - APPALACHIAN MENS DETENTION CENTER,vwuds_0884,71777,"VIRGINIA, COMMONWEALTH OF: APPALACHIAN DETENTION CENTER",Well,Commercial,0.000%,0.000%,0.003,0.004,20.92%,,,
237,echo_VA0080993,441726,440266,GOOSE CREEK INDUSTRIAL PARK WWTP,vwuds_0509,72791,GOOSE CREEK GOLF CLUB: GOOSE CREEK GOLF CLUB,Surface Water Intake,Commercial,0.000%,0.000%,0.002,0.003,49.99%,,,
238,echo_VA0028037,441368,439908,SKYLINE SWANNANOA STP,vwuds_1356,71863,SKYLINE SWANNANOA: SKYLINE SWANNANOA,Well,Commercial,0.000%,0.000%,0.000,0.003,100.00%,,,
239,echo_VA0023817,441254,439794,NORTHAMPTON COUNTY FACILITIES BUILDING,gwp_Jail_A,66930,NORTHAMPTON COUNTY: NORTHAMPTON COUNTY GOVERNMENT COMPLEX,Well,Commercial,0.000%,0.000%,0.000,0.002,100.00%,,,
240,echo_VA0020222,441151,439691,CHESTERFIELD COUNTY SCHOOLS GRANGE ELEM WWTP,vwuds_10078,74062,CHESTERFIELD COUNTY PUBLIC SCHOOLS: GRANGE HALL SCHOOL,Well,Commercial,0.000%,0.000%,0.001,0.001,15.32%,,,
241,echo_VA0080390,441721,440261,SUSSEX COURTHOUSE COMPLEX,gwp_4342_A,67352,SUSSEX COUNTY: SUSSEX COURTHOUSE,Well,Commercial,0.000%,0.000%,0.001,0.001,-45.73%,,,
242,echo_VA0020630,441166,439706,DJJ BARRETT JUVENILE CORRECTIONAL CENTER,gwp_1453_A,66890,DEPARTMENT OF YOUTH AND FAMILY SERVICES: BARRETT LEARNING CENTER,Well,Commercial,0.000%,0.000%,0.000,0.001,31.80%,,,
243,echo_VA0091995,442067,440607,RESTON LAKE ANNE AIR CONDITIONING CORPORATION,vwuds_2217,73625,AQUA VA - DIV OF AQUA AMERICA: RESTON L ANNE AIR CONDITION,Surface Water Intake,Commercial,0.008%,0.000%,0.440,0.000,#NAME?,,,
244,echo_VA0089541,441910,440450,MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT,vwuds_0476,72910,METRO WASHINGTON AIRPORTS AUTH: DULLES INTERNATIONAL AIRPORT,Well,Commercial,NA,0.000%,NA,0.000,NA,,,
245,echo_VA0023817,441254,439794,NORTHAMPTON COUNTY FACILITIES BUILDING,vwuds_10047,72731,NORTHAMPTON COUNTY: NORTHAMPTON COUNTY GOVERNMENT COMPLEX,Well,Commercial,0.000%,0.000%,0.000,0.000,NA,,,
246,echo_VA0083097,441751,440291,OLD DOMINION ELECTRIC COOPERATIVE CLOVER,vwuds_2032,71807,DOMINION/OLD DOMINION EL:CLOVER POWER PLANT,Well,Energy,0.021%,0.138%,1.178,9.788,87.97%,,,
247,echo_VA0006408,441145,439685,GREIF RIVERVILLE LLC - FIBRE PLANT,vwuds_1022,73406,GREIF RIVERVILLE LLC:RIVERVILLE MILL WTP,Surface Water Intake,Industrial,0.094%,0.073%,5.209,5.186,-0.43%,,,
248,echo_VA0092282,442088,440628,LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION,vwuds_1468,73093,"LEESBURG, TOWN OF:LEESBURG WTP",Surface Water Intake,Municipal,0.076%,0.065%,4.185,4.587,8.77%,,,
249,echo_VA0076473,441690,440230,SUFFOLK CITY - G ROBERT HOUSE JR WTP,gwp_0672_A,67426,SUFFOLK CITY OF DEPARTMENT OF PUBLIC UTILITIES:CITY OF SUFFOLK MAIN SYSTEM,Surface Water Intake,Municipal,0.002%,0.033%,0.096,2.311,95.83%,,,
250,echo_VA0020940,441184,439724,BIG STONE GAP REGIONAL WWTP,vwuds_0544,72672,"BIG STONE GAP, TOWN OF:BIG STONE GAP WTP",Surface Water Intake,Municipal,0.033%,0.031%,1.822,2.214,17.71%,,,
251,echo_VA0020362,441160,439700,MAPLE AVE WWTP,vwuds_0005,72008,HALIFAX COUNTY:LEIGH STREET FILTER PLANT -  WTP,Surface Water Intake,Industrial,0.025%,0.026%,1.369,1.842,25.70%,,,
252,echo_VA0060593,441503,440043,DANVILLE CITY - NORTHSIDE,vwuds_0656,71603,CITY OF DANVILLE:DANVILLE INDUSTRAL WTP,Surface Water Intake,Municipal,0.127%,0.019%,7.008,1.350,-419.05%,,,
253,echo_VA0026298,441316,439856,TAZEWELL WWTP,vwuds_0564,71916,TAZEWELL COUNTY PSA:GREATER TAZWELL REGIONAL WTP,Surface Water Intake,Municipal,0.016%,0.017%,0.859,1.220,29.59%,,,
254,echo_VA0067032,441601,440141,DICKENSON RUSSELL CONTURA - MCCLURE RIVER PREP PLT,vwuds_0847,71663,"DICKENSON-RUSSELL CONTURA, LLC:MCCLURE #1 MINE & PREP PLANT",Surface Water Intake,Industrial,0.000%,0.015%,0.001,1.041,99.89%,,,
255,echo_VA0028363,441373,439913,US MARINE CORPS - MCB QUANTICO - MAINSIDE STP,vwuds_0490,72561,UNITED STATES GOVERNMENT:POST CAMP WTP,Surface Water Intake,Commercial,0.016%,0.015%,0.865,1.039,16.72%,,,
256,echo_VA0083135,441753,440293,FARMVILLE ADVANCED WWTP,vwuds_0391,72974,"FARMVILLE, TOWN OF:FARMVILLE SERVICE AREA",Surface Water Intake,Municipal,0.024%,0.015%,1.347,1.036,-30.01%,,,
257,echo_VA0091219,442013,440553,CASTA LINE TROUT FARM-MIDDLEBROOK,vwuds_10162,73163,BRYAN PLEMMONS:CASTA LINE TROUT FARM - MIDDLEBROOK,Surface Water Intake,Agriculture/Irrigation,0.008%,0.014%,0.432,0.961,55.03%,,,
258,echo_VA0021199,441197,439737,RICHLANDS REGIONAL WWTF,vwuds_0188,72252,"RICHLANDS, TOWN OF:RICHLANDS SERVICE AREA",Surface Water Intake,Municipal,0.029%,0.013%,1.574,0.939,-67.53%,,,
259,echo_VA0083054,441750,440290,ANDROS FOODS NORTH AMERICA,vwuds_1138,72733,BOWMAN APPLE PRODUCTS CO INC:MT. JACKSON PLANT,Well,Industrial,0.002%,0.012%,0.110,0.828,86.66%,,,
260,echo_VA0083411,441760,440300,WILDERNESS WASTEWATER TREATMENT PLANT,vwuds_0494,73075,RAPIDAN SERVICE AUTHORITY:WILDERNESS SERVICE AREA,Surface Water Intake,Municipal,0.013%,0.011%,0.705,0.782,9.74%,,,
261,echo_VA0020311,441156,439696,STRASBURG STP,vwuds_0717,71787,"STRASBURG, TOWN OF:STRASBURG WTP",Surface Water Intake,Municipal,0.015%,0.011%,0.802,0.775,-3.50%,,,
262,echo_VA0024945,441286,439826,LAKE MONTICELLO WWTP,vwuds_0006,72634,AQUA VA - DIV OF AQUA AMERICA:LAKE MONTICELLO WTP,Surface Water Intake,Municipal,0.005%,0.008%,0.253,0.595,57.42%,,,
263,echo_VA0067954,441618,440158,LOUISA REGIONAL SEWAGE TREATMENT PLANT,vwuds_0216,73040,LOUISA COUNTY WATER AUTHORITY:LOUISA-MINERAL SERVICE AREA,Well,Municipal,0.001%,0.006%,0.081,0.439,81.45%,,,
264,echo_VA0088331,441844,440384,PARHAM LANDING WWTP,gwp_0432_A,66929,WEST POINT TOWN OF:WEST POINT PUBLIC WATER SYSTEM,Well,Municipal,0.004%,0.004%,0.218,0.286,23.69%,,,
265,echo_VA0088978,441879,440419,BLACK SWAMP REGIONAL WWTP,gwp_2136_A,67444,SUSSEX SERVICE AUTHORITY:NORTHEASTERN REGIONAL WATER SYSTEM,Well,Municipal,0.002%,0.003%,0.112,0.220,49.01%,,,
266,echo_VA0026263,441315,439855,HRSD URBANNA SEWAGE TREATMENT PLANT,gwp_0449_A,67692,URBANNA SERVICE AREA:TOWN OF URBANNA,Well,Municipal,0.000%,0.003%,0.018,0.213,91.38%,,,
267,echo_VA0027642,441355,439895,LAKE HOLIDAY WWTP,vwuds_0115,73276,AQUA VA - DIV OF AQUA AMERICA:LK HOLIDAY ESTATE (THE SUMMIT),Well,Municipal,0.001%,0.002%,0.054,0.176,69.26%,,,
268,echo_VA0020974,441185,439725,HAMILTON SEWAGE TREATMENT PLANT,vwuds_0272,72639,"HAMILTON, TOWN OF:HAMILTON SERVICE AREA",Well,Municipal,0.001%,0.001%,0.031,0.104,70.13%,,,
269,echo_VA0085979,441779,440319,KESWICK STP,vwuds_0028,72671,"KESWICK ESTATE UTILITIES, INC:KESWICK ESTATES UTILITIES, LLC",Well,Municipal,0.000%,0.001%,0.006,0.065,90.35%,,,
270,echo_VA0090590,441971,440511,COVIA HOLDINGS CORPORATION - GORE FACILITY,vwuds_0261,72619,UNIMIN CORPORATION:GORE PLANT,Surface Water Intake,Industrial,NA,0.001%,NA,0.062,NA,,,
271,echo_VA0027537,441351,439891,RIVERSIDE SHORE MEMORIAL HOSPITAL,gwp_1150_A,66861,"SHORE HEALTH SERVICES, INC.:SHORE MEMORIAL HOSPITAL",Well,Commercial,0.000%,0.001%,0.013,0.055,77.18%,,,
272,echo_VA0086584,441788,440328,GLENMORE WRRF,vwuds_2050,74059,GLENMORE COUNTRY CLUB:GLENMORE COUNTRY CLUB,Surface Water Intake,Commercial,0.000%,0.001%,0.026,0.052,49.21%,,,
273,echo_VA0005851,441134,439674,DOWNTOWN ELIZABETH RIVER TUNNEL,gwp_1297_A,67267,ELIZABETH MANOR GOLF AND COUNTRY CLUB:ELIZABETH MANOR GOLF AND COUNTRY CLUB,Well,Commercial,0.000%,0.001%,0.008,0.051,84.91%,,,
274,echo_VA0059161,441488,440028,US ARMY GARRISON AND FORT LEE,gwp_0348_A,67255,US ARMY CASCOM AND FORT LEE:CARDINAL GOLF COURSE AT FORT LEE,Well,Commercial,0.000%,0.000%,0.000,0.019,100.00%,,,
275,echo_VA0024163,441269,439809,MARY MOTHER OF THE CHURCH ABBEY STP,vwuds_10160,72125,BENEDICTINE SOCIETY OF VIRGINIA:MARY MOTHER OF THE CHURCH ABBEY/BENEDICTINE COLLEGE PREPARATORY,Surface Water Intake,Commercial,0.000%,0.000%,0.002,0.018,90.94%,,,
276,echo_VA0029556,441394,439934,BLUE RIDGE SCHOOL STP,vwuds_0142,74156,BLUE RIDGE SCHOOL:BLUE RIDGE SCHOOL,Well,Commercial,0.000%,0.000%,0.003,0.018,81.03%,,,
277,echo_VA0088498,441851,440391,OLDE MILL GOLF RESORT STP,vwuds_10407,90411,MG GOLF FACILITIES LLC:OLDE MILL RESORT,Surface Water Intake,Commercial,0.000%,0.000%,0.001,0.014,94.80%,,,
278,echo_VA0090131,441943,440483,TYSON FOODS-POULTRY PROCESSING-FEED PROD-HATCHERY,vwuds_1323,73171,TYSON FOODS INC:CREWE PLANT,Well,Industrial,0.000%,0.000%,0.002,0.012,79.22%,,,
279,echo_VA0028371,441374,439914,US MARINE CORPS - MCB QUANTICO - CAMP UPSHUR STP,vwuds_10417,90421,MARINE CORPS BASE QAUNTICO:MEDAL OF HONOR GOLF COURSE,Surface Water Intake,Commercial,0.000%,0.000%,0.001,0.005,68.91%,,,
280,echo_VA0001678,441065,439605,APPAREL FABRICS PROPERTIES INC - HURT PLANT,vwuds_0909,74322,ITG/BURLINGTON INDUSTRIES INC:HURT PLANT WTP,Surface Water Intake,Industrial,0.000%,0.000%,0.003,0.004,41.76%,,,
281,echo_VA0028029,441367,439907,RIVER RIDGE ASSOCIATION INC,vwuds_10309,71821,RIVER RIDGE PROPERTY OWNERS ASSOCIATION:RIVER RIDGE GOLF AND CAMPING CLUB,Surface Water Intake,Commercial,0.000%,0.000%,0.009,0.001,-1273.15%,,,
,,,,,,,,,,,,,,,,,
