"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality","OWS Planner" 
"62169","vwuds_371620079595501","Well","WELL #1","74187","ROANOKE PLANT","manufacturing","2021","123.73","0.34","37.272222222200","-79.998611111100","51770","","trevor.lawson@d..."
"62173","vwuds_380347077472601","Surface Water Intake","LAKE ANNA UNIT #1","72023","NORTH ANNA NUCLEAR POWER PLANT","nuclearpower","2021","317763","870.58","38.063056000000","-77.790556000000","51109","","hsomers"
"62175","vwuds_380331078531601","Well","WELL #2  ","73133","The LYCRA Company Waynesboro Plant","manufacturing","2021","60.563","0.17","38.058611111100","-78.887777777800","51820","","gmahadwar"
"62178","vwuds_372053079491901","Surface Water Intake","GLADE CREEK","74300","PLANT 35 AND 36","manufacturing","2021","0.95","0.00","37.348055555600","-79.821944444400","51023","","trevor.lawson@d..."
"62179","vwuds_374225078171802","Well","SEWAGE CHLORINATOR WELL","73872","BREMO BLUFF POWER PLANT","fossilpower","2021","5.56","0.02","37.706944444400","-78.288333333300","51065","","gmahadwar"
"62197","vwuds_375820076280905","Well","WELL #5 FACTRY 1ST STRATA 330', 166-105","67341","Lake Packing Company, Inc.- Processing","manufacturing","2021","0.34596","0.00","37.972222222200","-76.469166666700","51133","","hsomers"
"62234","vwuds_375820076280903","Well","WELL #3-A FACTORY 660', 166-103","67341","Lake Packing Company, Inc.- Processing","manufacturing","2021","1.5099","0.00","37.972222222200","-76.469166666700","51133","","hsomers"
"62257","vwuds_370625079180701","Surface Water Intake","ROANOKE RIVER","72841","ALTAVISTA WTP","municipal","2021","561.452","1.54","37.106944444400","-79.301944444400","51031","","trevor.lawson@d..."
"62322","vwuds_372118082113801","Well","THICKNER WELL #1","71684","BIG ROCK NO.  8 PREP PLANT","mining","2021","5.589","0.02","37.355000000000","-82.193888888900","51027","","trevor.lawson@d..."
"62371","vwuds_372903079523801","Well","WELL #2","71688","FINCASTLE SERVICE AREA","municipal","2021","25.3941445","0.07","37.484166666700","-79.877222222200","51023","","trevor.lawson@d..."
"62435","vwuds_373615077430007","Well","WELL #7","73824","MANAKIN FARMS SERVICE AREA","municipal","2021","3.917221","0.01","37.604166666700","-77.716666666700","51075","","gmahadwar"
"62455","vwuds_373319078510701","Surface Water Intake","GLADSTONE SPRING","73644","GLADSTONE SERVICE AREA","municipal","2021","0.387","0.00","37.555277777800","-78.851944444400","51125","","gmahadwar"
"62456","vwuds_372948077550702","Well","MILL QUARTER WELL #1A","73617","MILL QUARTER PLANTATION","municipal","2021","3.65289","0.01","37.496666666700","-77.918611111100","51145","","gmahadwar"
"62478","vwuds_391017078083101","Surface Water Intake","ABRAMS CREEK","71830","WINCHESTER GOLF CLUB","commercial","2021","18.1","0.05","39.171388888900","-78.141944444400","51069","","gmahadwar"
"62479","vwuds_371857080042401","Surface Water Intake","IRRIGATION POND","72035","HANGING ROCK GOLF COURSE","commercial","2021","23.5","0.06","37.315833333300","-80.073333333300","51161","","trevor.lawson@d..."
"62561","vwuds_373705077060602","Surface Water Intake","PAMUNKEY RIVER   SK2  55 ACRES","73258","Shimokin Farm  R. Randolph & Sons","irrigation","2021","5.4","0.01","37.618055555600","-77.101666666700","51127","","rgreen"
"62649","vwuds_374209078552404","Well","RAINBOW #2","71687","LOVINGSTON SERVICE AREA","municipal","2021","5.35","0.01","37.702500000000","-78.923333333300","51125","","gmahadwar"
"62650","vwuds_380528077311701","Well","ground water","71618","Woodford Estates, LLC","municipal","2021","2.356","0.01","38.091111111100","-77.521388888900","51033","","hsomers"
"62669","vwuds_382448078445001","Well","WELL #10","73512","MASSANUTTEN SERVICE AREA","municipal","2021","3.995","0.01","38.410915758300","-78.748768616700","51165","","gmahadwar"
"62671","vwuds_384552078371001","Well","WELL #4","72733","MT. JACKSON PLANT","manufacturing","2021","144.05","0.39","38.764713805600","-78.619331241700","51171","","gmahadwar"
"62679","vwuds_380220078383801","Well","WELL #6","73540","Peacock Hill Subdivision","municipal","2021","0.60705","0.00","38.038888888900","-78.643888888900","51003","","gmahadwar"
"62702","vwuds_371131080053001","Well","FOREST EDGE WELL #5","74169","FOREST EDGE","municipal","2021","0","0.00","37.191944444444","-80.091666666667","51161","","trevor.lawson@d..."
"62716","vwuds_381335077294501","Well","WELL #1  GLENWOOD MHP","90589","Glenwood Mobile Home Park","municipal","2021","0.87004","0.00","38.226388888900","-77.495833333300","51177","","hsomers"
"62725","vwuds_374740077325901","Surface Water Intake","SOUTH ANNA RIVER","74081","South Anna WTP (Ashland)","municipal","2021","0","0.00","37.794444444444","-77.549722222222","51085","","hsomers"
"62726","vwuds_375001077194501","Well","WELL #3 (116-389)","67138","Caroline Correction Unit #2","municipal","2021","2.3538","0.01","37.833611111111","-77.329166666667","51033","","hsomers"
"62730","vwuds_mp7847","Surface Water Intake","New River","72579","Castle Rock Golf & Recreation","commercial","2021","9","0.02","37.309575000000","-80.645544000000","51071","","trevor.lawson@d..."
"62732","vwuds_374530076430802","Well","WELL #28    INLET","72160","SOUTH HILL BANKS SERVICE AREA","municipal","2021","0","0.00","37.758333333300","-76.718888888900","51057","","hsomers"
"62733","vwuds_374651078161602","Well","MORRIS WELL #2","72625","FORK UNION SERVICE AREA","municipal","2021","0","0.00","37.780833333300","-78.271111111100","51065","","gmahadwar"
"62750","vwuds_374657077273001","Surface Water Intake","FARM POND","72389","Colesville Nursery","irrigation","2021","18.36","0.05","37.782500000000","-77.458333000000","51085","","hsomers"
"62755","vwuds_381335078543001","Surface Water Intake","MIDDLE RIVER","72826","RIVER BEND FARM","irrigation","2021","43.2","0.12","38.226388888900","-78.908333333300","51015","","gmahadwar"
"62800","vwuds_380309076331001","Well","WELL #1-Office","90590","Bevans Oyster Company","commercial","2021","0.3151","0.00","38.050227682135","-76.550001697870","51193","","hsomers"
"62819","vwuds_375355079525101","Well","CLIFTON FORGE MTN WELL","73360","CLIFTON FORGE MOUNTAIN SA","municipal","2021","10.951","0.03","37.898611111100","-79.880833333300","51017","","gmahadwar"
"62829","vwuds_373705077060604","Surface Water Intake","PAMUNKEY RIVER   SK3  30 ACRES","73258","Shimokin Farm  R. Randolph & Sons","irrigation","2021","3.012","0.01","37.618055555600","-77.101666666700","51127","","rgreen"
"62843","vwuds_375716079550803","Well","HIGH SCHOOL WELL #1","74108","Bath County Regional Water System","municipal","2021","1.019","0.00","37.954444444400","-79.918888888900","51017","","gmahadwar"
"62864","vwuds_375445076502001","Well","WELL #26","72253","RIVERDALE SERVICE AREA","municipal","2021","0.72","0.00","37.912500000000","-76.838888888900","51057","","hsomers"
"62885","vwuds_375830079511201","Well","ASHWOOD WELL","73364","ASHWOOD SERVICE AREA","municipal","2021","2.326","0.01","37.975000000000","-79.853333333300","51017","","gmahadwar"
"62897","vwuds_375900076281401","Well","UPPER PLACE WELL #4     660'","67341","Lake Packing Company, Inc.- Processing","manufacturing","2021","0","0.00","37.983333333300","-76.470555555600","51133","","hsomers"
"62902","vwuds_384436078382601","Well","WELL #2A","72344","MOUNT JACKSON SERVICE AREA","municipal","2021","3.563","0.01","38.743351961100","-78.640519266700","51171","","gmahadwar"
"62904","vwuds_380415077304201","Well","PRODUCTION WELL","74204","LADYSMITH COMBUSTION TURBINE SITE","fossilpower","2021","3.2","0.01","38.070833333300","-77.511666666700","51033","","hsomers"
"62911","vwuds_380216079512601","Surface Water Intake","QUEEN SPRINGS","74108","Bath County Regional Water System","municipal","2021","10.483","0.03","38.037777777778","-79.857222222222","51017","","gmahadwar"
"62913","vwuds_380218078565801","Well","GREEN HOUSE WELLS","74085","WAYNESBORO NURSERIES","irrigation","2021","41","0.11","38.038072763900","-78.949050325000","51015","","gmahadwar"
"62916","vwuds_380159078383901","Well","WELL #8","73540","Peacock Hill Subdivision","municipal","2021","2.6423","0.01","38.033055555600","-78.644166666700","51003","","gmahadwar"
"62923","vwuds_373705077060603","Surface Water Intake","PAMUNKEY RIVER   SK3  80 ACRES","73258","Shimokin Farm  R. Randolph & Sons","irrigation","2021","7.04","0.02","37.618055555600","-77.101666666700","51127","","rgreen"
"62925","vwuds_380205077310402","Well","WELL #2","72642","CAMPBELLS CREEK SERVICE AREA","municipal","2021","0.00759","0.00","38.034722222200","-77.517777777800","51033","","hsomers"
"62930","vwuds_380215078390201","Well","WELL #1","73540","Peacock Hill Subdivision","municipal","2021","1.7967","0.00","38.037500000000","-78.650555555600","51003","","gmahadwar"
"62931","vwuds_380218078383001","Well","WELL #4","73540","Peacock Hill Subdivision","municipal","2021","0","0.00","38.038888888900","-78.641666666700","51003","","gmahadwar"
"62944","vwuds_380810077202801","Well","DAVIS CAMP WELL #2  PWAT39","90592","Fort A. P. Hill Water System","municipal","2021","1.1541","0.00","38.135833333300","-77.341111111100","51033","","hsomers"
"62945","vwuds_380616077164701","Well","WILCOX STP  PWAT41","90592","Fort A. P. Hill Water System","municipal","2021","0.4128","0.00","38.104444444400","-77.279722222200","51033","","hsomers"
"62946","vwuds_380304077211901","Well","WELL #5 WEST BROADDUS AVE","67184","Town of Bowling Green Water System","municipal","2021","30.59783","0.08","38.051111111100","-77.355277777800","51033","","hsomers"
"62947","vwuds_380309076330902","Well","WELL #2 Fish Dock","90590","Bevans Oyster Company","commercial","2021","0.4645","0.00","38.049135537324","-76.551138912323","51193","","hsomers"
"62948","vwuds_380120076320501","Well","WELL #3-Bay Shell","90590","Bevans Oyster Company","commercial","2021","10.0398","0.03","38.049530000000","-76.549830000000","51193","","hsomers"
"62962","vwuds_380833077111601","Well","COOKE CAMP WELL #1  PWAT42","90592","Fort A. P. Hill Water System","municipal","2021","0.3563","0.00","38.145833333300","-77.186388888900","51033","","hsomers"
"62963","vwuds_L5022","Well","UPPER PLACE WELL #6     330'","67341","Lake Packing Company, Inc.- Processing","manufacturing","2021","0","0.00","37.972711300000","-76.470541500000","51133","","hsomers"
"62964","vwuds_380857077110601","Well","COOKE CAMP WELL #2 PWAT04","90592","Fort A. P. Hill Water System","municipal","2021","0.132878","0.00","38.143333333300","-77.185000000000","51033","","hsomers"
"62965","vwuds_380841077330001","Well","WELL #8","72842","Indian Acres / Po River W&S","municipal","2021","3.4159","0.01","38.141388888900","-77.551111111100","51177","","hsomers"
"62966","vwuds_380841077330002","Well","WELL #9","72842","Indian Acres / Po River W&S","municipal","2021","4.819","0.01","38.141388888900","-77.551111111100","51177","","hsomers"
"62968","vwuds_380302077204301","Well","WELL #1A CHASE STREET","67184","Town of Bowling Green Water System","municipal","2021","15.4997","0.04","38.050555555600","-77.345277777800","51033","","hsomers"
"62980","vwuds_380216078391101","Well","WELL #2","73540","Peacock Hill Subdivision","municipal","2021","1.26373","0.00","38.037777777800","-78.653055555600","51003","","gmahadwar"
"62983","vwuds_380417076464701","Well","WELL #14","72130","MONTROSS MOBILE HOME VILLAGE","municipal","2021","0.54","0.00","38.071388888900","-76.779722222200","51193","","hsomers"
"62984","vwuds_381359077192701","Well","WELL #2  OVERHD  NBG & PLASTIC","90588","Sneads Asparagus Farm","irrigation","2021","1.0494","0.00","38.231306000000","-77.322861000000","51033","","hsomers"
"62986","vwuds_381156076591202","Well","WELL #2","67391","Placid Bay Estates","municipal","2021","6.486068","0.02","38.190000000000","-76.986388888900","51193","","hsomers"
"62987","vwuds_K5202","Surface Water Intake","YAROS FARMS - TURNER FARM","72380","YAROS FARMS INC","irrigation","2021","6","0.02","0.100000000000","0.000000000000","51131","","rgreen"
"62988","vwuds_381358078141701","Surface Water Intake","RAPIDAN RIVER - RIVER BOTTOM (Intake #3)","73028","Rhodesland Plantation","irrigation","2021","0","0.00","38.232777777800","-78.238055555600","51137","","hsomers"
"62997","vwuds_380229078384501","Well","WELL #5","73540","Peacock Hill Subdivision","municipal","2021","0.3882","0.00","38.041388888900","-78.645833333300","51003","","gmahadwar"
"63050","vwuds_383245077461401","Well","PRODUCTION WELL","72547","REMINGTON COMBUSTION TURBINE SITE","fossilpower","2021","0.6","0.00","38.545833333300","-77.770555555600","51061","","hsomers"
"63068","vwuds_382548078501401","Well","WELL ON 15TH FAIRWAY","73156","SPOTSWOOD COUNTRY CLUB","commercial","2021","6.5","0.02","38.429875020000","-78.834696140000","51165","","gmahadwar"
"63091","vwuds_383601078291501","Well","WELL #5","72237","STANLEY SERVICE AREA","municipal","2021","0.903","0.00","38.600688644400","-78.487110847200","51139","","gmahadwar"
"63092","vwuds_A5847","Surface Water Intake","Drewer Dug Pond #1","67050","Doughty-Drewer Complex","irrigation","2021","21.525","0.06","37.604722222200","-75.834722222200","51001","","rgreen"
"63094","vwuds_383808078461701","Well","WELL #1","72611","TIMBERVILLE SERVICE AREA","municipal","2021","0","0.00","38.635555555600","-78.771388888900","51165","","gmahadwar"
"63099","vwuds_383745077313901","Well","WELL #2 BLDG 2678","72205","CAMP UPSHUR SERVICE AREA","commercial","2021","3.762397","0.01","38.629166666700","-77.527500000000","51153","","hsomers"
"63112","vwuds_382900077573202","Well","WELLS","73612","CULPEPER PLANT","manufacturing","2021","0","0.00","38.483333333300","-77.958888888900","51047","","hsomers"
"63113","vwuds_383250077480901","Well","WELL #3       LEE'S GLEN","72745","REMINGTON SERVICE AREA","municipal","2021","41.13","0.11","38.547222222200","-77.802500000000","51061","","hsomers"
"63115","vwuds_383755078455601","Well","WELL #2","72611","TIMBERVILLE SERVICE AREA","municipal","2021","95.085811","0.26","38.631944444400","-78.765555555600","51165","","gmahadwar"
"63116","vwuds_384000078481001","Surface Water Intake","SPRING","72611","TIMBERVILLE SERVICE AREA","municipal","2021","13.4031","0.04","38.666666666700","-78.802777777800","51165","","gmahadwar"
"63135","vwuds_383210078500501","Well","WELL #3","72345","LINVILLE PLANT","manufacturing","2021","0.00062","0.00","38.536111111100","-78.834722222200","51165","","gmahadwar"
"63136","vwuds_381958079122501","Surface Water Intake","STAUNTON DAM","74051","STAUNTON WTP","municipal","2021","747.565","2.05","38.332777777800","-79.206944444400","51015","","gmahadwar"
"63137","vwuds_383807078394701","Surface Water Intake","SMITH CREEK","72230","SHENVALEE LODGE INC","commercial","2021","26.93","0.07","38.635277777800","-78.663055555600","51171","","gmahadwar"
"63151","vwuds_383207077485001","Well","Well #1 5th St","72745","REMINGTON SERVICE AREA","municipal","2021","1.25","0.00","38.541388888889","-77.810277777778","51061","","hsomers"
"63163","vwuds_383736077314901","Well","WELL #1 BLDG 2677","72205","CAMP UPSHUR SERVICE AREA","commercial","2021","5.419479","0.01","38.626666666700","-77.530277777800","51153","","hsomers"
"63178","vwuds_365634082124401","Surface Water Intake","LAKE BONAVENTURE","72782","LAKE BONAVENTURE COUNTRY CLUB","commercial","2021","1.91","0.01","36.942777777800","-82.212222222200","51167","","trevor.lawson@d..."
"63181","vwuds_mp7879","Well","Well #1 (166-00170)","74363","Indian Creek Yacht and Country Club","commercial","2021","0.046","0.00","37.690000000000","-76.340000000000","51133","","hsomers"
"63198","vwuds_370612079395701","Surface Water Intake","SMITH MOUNTAIN LAKE","73500","THE WATER FRONT - GOLF COURSE","commercial","2021","56","0.15","37.103333333300","-79.665833333300","51067","","trevor.lawson@d..."
"63199","vwuds_384253077072701","Well","DEEP WELL","67359","Mount Vernon Country Club","commercial","2021","0","0.00","38.712777777800","-77.115277777800","51059","","hsomers"
"63203","vwuds_A5202","Surface Water Intake","YAROS FARMS - LONG FARM","72380","YAROS FARMS INC","irrigation","2021","11","0.03","0.100000000000","0.000000000000","51131","","rgreen"
"63248","vwuds_mp7743","Well","PS-28","72936","Brink Concentrator Site System","mining","2021","0.0528","0.00","36.621250000000","-77.630250000000","51081","","rgreen"
"63249","vwuds_391531078051501","Surface Water Intake","CLEARBROOK QUARRIES","72449","FREDERICK COUNTY SANITATION AUTHORITY","municipal","2021","967.92","2.65","39.258611111100","-78.087500000000","51069","","gmahadwar"
"63269","vwuds_385315077234001","Well","WELL #1","73216","INTERNATIONAL COUNTRY CLUB","commercial","2021","6","0.02","38.887500000000","-77.394444444400","51059","","hsomers"
"63270","vwuds_385332077113001","Well","WELL","73503","FALLS CHURCH PLANT","manufacturing","2021","4.314","0.01","38.892222222200","-77.191666666700","51059","","hsomers"
"63292","vwuds_H5018","Well","Propagation_Potting Shed well","72612","INGLESIDE PLANTATION and LIBERTY FARM","irrigation","2021","0.2638","0.00","38.142420000000","-77.014170000000","51193","","hsomers"
"63310","vwuds_374830079594201","Surface Water Intake","JACKSON RIVER (CARBON STORAGE)","74117","WestRock Covington Plant","manufacturing","2021","0","0.00","37.808333333333","-79.995833333333","51005","","gmahadwar"
"63311","vwuds_385856077270101","Well","Sterling R/M well #3","73469","DULLES READY MIX  PLANT","manufacturing","2021","12.768","0.03","38.982222222200","-77.450277777800","51107","","hsomers"
"63313","vwuds_390025077453801","Well","WELL #3","73247","FOXCROFT SCHOOL","commercial","2021","1.5607","0.00","39.009722222200","-77.756388888900","51107","","hsomers"
"63314","vwuds_390056077451701","Well","WELL #6","73247","FOXCROFT SCHOOL","commercial","2021","2.6009","0.01","39.015277777800","-77.751944444400","51107","","hsomers"
"63316","vwuds_385812077234701","Well","WELL #2","73528","HERNDON SERVICE AREA","municipal","2021","7.578","0.02","38.970000000000","-77.395555555600","51059","","hsomers"
"63356","vwuds_390855077453801","Well","ROUND HILL WELL #22A","73256","ROUND HILL SERVICE AREA","municipal","2021","15.284","0.04","39.148611111111","-77.760555555556","51107","","hsomers"
"63359","vwuds_390729077464501","Well","STONELEIGH WELL #2C","73256","ROUND HILL SERVICE AREA","municipal","2021","4.704","0.01","39.124722222222","-77.779166666667","51107","","hsomers"
"63374","vwuds_390725077464501","Well","STONELEIGH WELL #2A","73256","ROUND HILL SERVICE AREA","municipal","2021","4.094","0.01","39.123611111111","-77.779166666667","51107","","hsomers"
"63389","vwuds_E5186","Surface Water Intake","ATLANTIC FARM DUG POND","73281","ARBUCKLE FARMS","irrigation","2021","130","0.36","37.905000000000","-75.497000000000","51001","","rgreen"
"63400","vwuds_390821077454801","Well","ROUND HILL WELL #719","73256","ROUND HILL SERVICE AREA","municipal","2021","14.187","0.04","39.139166666667","-77.763333333333","51107","","hsomers"
"63404","vwuds_390728077464701","Well","STONELEIGH WELL #2","73256","ROUND HILL SERVICE AREA","municipal","2021","2.289","0.01","39.124444444444","-77.779722222222","51107","","hsomers"
"63415","vwuds_A5186","Surface Water Intake","BUNDICK FARM DUG POND","73281","ARBUCKLE FARMS","irrigation","2021","235","0.64","37.860500000000","-75.512000000000","51001","","rgreen"
"63506","vwuds_mp7866","Surface Water Intake","Pamunkey River - CH7 39.6acres","74107","CABIN HILL FARM","irrigation","2021","3.77","0.01","37.788611000000","-77.350000000000","51085","","hsomers"
"63594","vwuds_381404078152701","Surface Water Intake","INTAKE #2 (Marsh Run)","73028","Rhodesland Plantation","irrigation","2021","1.121","0.00","38.234375000000","-78.257402780000","51137","","hsomers"
"63627","vwuds_390047077171301","Well","BACK 9 WELL","73567","RIVER BEND COUNTRY CLUB","commercial","2021","0","0.00","39.013055560000","-77.286944440000","51059","","hsomers"
"63658","vwuds_375414078530101","Well","WELL #24","73392","Stoney Creek Village","municipal","2021","5.031","0.01","37.903888888900","-78.883611111100","51125","","gmahadwar"
"63663","vwuds_381421077175201","Surface Water Intake","RAPPAHANNOCK RIVER PUMP #4","74063","BLACK MARSH FARM","irrigation","2021","71.5","0.20","38.229290000000","-77.294950000000","51033","","hsomers"
"63665","vwuds_381940079291001","Well","WELLS","74329","MCDOWELL SERVICE AREA","municipal","2021","3.2744","0.01","38.327777777800","-79.486111111100","51091","","gmahadwar"
"63670","vwuds_385235078373501","Well","WELL #1","72381","EDINBURG PLANT","manufacturing","2021","6.621252","0.02","38.876752047200","-78.626395200000","51171","","gmahadwar"
"63679","vwuds_A5675","Surface Water Intake","FARM POND 3 #6791","73009","SEVEN SPRINGS FARMS INC","irrigation","2021","0","0.00","0.100000000000","0.000000000000","51111","","rgreen"
"63680","vwuds_371420079525301","Well","DELANEY COURT WELL","72670","DELANY COURT SERVICE AREA","municipal","2021","0","0.00","37.238888888900","-79.881388888900","51161","","trevor.lawson@d..."
"63681","vwuds_375610077292001","Well","WELL #1 DAYS INN #2","74449","Caroline County Utility System","municipal","2021","70.0621","0.19","37.933611111100","-77.477222222200","51033","","hsomers"
"63686","vwuds_374442077393804","Well","MISSIONARY LEARNING CTR  #4","71570","SYDNOR - small well systems","municipal","2021","1.0338","0.00","37.745000000000","-77.660555555556","51760","","rgreen"
"63691","vwuds_A5504","Surface Water Intake","MIDDLE RIVER","72264","Dairy and Beef Farm","irrigation","2021","4.48","0.01","38.231820000000","-78.897640000000","51015","","gmahadwar"
"63696","vwuds_371502080024401","Well","HIDDEN VALLEY WELL #9","73609","HIDDEN VALLEY SERVICE AREA","municipal","2021","0","0.00","37.250555555556","-80.045555555556","51161","","trevor.lawson@d..."
"63699","vwuds_380213078385601","Well","WELL #3","73540","Peacock Hill Subdivision","municipal","2021","0","0.00","38.036944444400","-78.648888888900","51003","","gmahadwar"
"63703","vwuds_371323076382301","Surface Water Intake","Rhine River Lake","67366","Kingsmill Resort","commercial","2021","12.35","0.03","37.226600000000","-76.639800000000","51095","","rgreen"
"63740","vwuds_mp8124","Surface Water Intake","Shenandoah River","72572","PAULSON FARM","irrigation","2021","41","0.11","38.298816000000","-78.804155000000","51165","","gmahadwar"
"63745","vwuds_371127080234701","Well","RECOVERY WELL #2","74450","GW REMEDIATION","manufacturing","2021","5.76","0.02","37.112700000000","-80.234700000000","51121","","trevor.lawson@d..."
"63746","vwuds_363259078462201","Well","WELL #3","72493","VIRGILINA SERVICE AREA","municipal","2021","0","0.00","36.549722222200","-78.772777777800","51083","","trevor.lawson@d..."
"63747","vwuds_370643080282901","Well","WELL #3 WOODVIEW SUBDIV WELL","72552","BETHEL SERVICE AREA","municipal","2021","1.292","0.00","37.111944444400","-80.474722222200","51121","","trevor.lawson@d..."
"63748","vwuds_363234078463901","Well","WELL #4","72493","VIRGILINA SERVICE AREA","municipal","2021","1.408","0.00","36.542777777800","-78.772777777800","51083","","trevor.lawson@d..."
"63767","vwuds_365555080163702","Well","WELL #2  600'  POOL","72699","GREAT OAKS COUNTRY CLUB","commercial","2021","0.346","0.00","36.931944444400","-80.276944444400","51063","","trevor.lawson@d..."
"63769","vwuds_375348076154101","Well","WELL #21","71808","JETTY'S REACH","municipal","2021","1.01","0.00","37.896666666700","-76.261388888900","51133","","hsomers"
"63771","vwuds_385427077401502","Well","WELL #13","74341","BULL RUN SERVICE AREA","municipal","2021","0.267","0.00","38.907500000000","-77.670833333300","51153","","hsomers"
"63772","vwuds_381441077145101","Surface Water Intake","RAPPAHANNOCK RIVER PUMP #2","74063","BLACK MARSH FARM","irrigation","2021","69.51","0.19","38.244944000000","-77.246269000000","51033","","hsomers"
"63776","vwuds_373614077544503","Well","TILMANS FARM  WELL#3","71570","SYDNOR - small well systems","municipal","2021","6.142","0.02","37.603888888889","-77.912500000000","51760","","rgreen"
"63792","vwuds_373615077430008","Well","WELL #8","73824","MANAKIN FARMS SERVICE AREA","municipal","2021","0","0.00","0.100000000000","0.000000000000","51075","","gmahadwar"
"63793","vwuds_374814077330001","Surface Water Intake","RT 54 POND PIVOT SITE 2","72476","Brookmeade Sod Farm, Inc. ","irrigation","2021","11.07","0.03","37.803888888900","-77.550000000000","51085","","hsomers"
"63794","vwuds_381548078332401","Well","WELL #5","74156","BLUE RIDGE SCHOOL","commercial","2021","0.66149","0.00","38.263333333300","-78.556666666700","51079","","gmahadwar"
"63813","vwuds_364321079293302","Surface Water Intake","ADKERSON COLEMAN POND","73713","Farm Ponds","irrigation","2021","0","0.00","36.722500000000","-79.492500000000","51143","","trevor.lawson@d..."
"63815","vwuds_374813077263201","Surface Water Intake","S ANNA PUMP SITE 8 RT738 F3","72476","Brookmeade Sod Farm, Inc. ","irrigation","2021","37.64","0.10","37.803611111100","-77.442222222200","51085","","hsomers"
"63817","vwuds_382439079344801","Well","LEUSTIG'S WELL","72640","MONTEREY SERVICE AREA","municipal","2021","4.686","0.01","38.410833333300","-79.580000000000","51091","","gmahadwar"
"63820","vwuds_A5415","Surface Water Intake","FARM POND @ Margaret Bain property, 23310 Jones Rd, Stony Creek VA","72856","WILLIAM BAIN FARMS @ Margaret Bain Property","irrigation","2021","0","0.00","36.951430000000","-77.555670000000","51053","","rgreen"
"63860","vwuds_371133080052701","Well","FOREST EDGE WELL #6","74169","FOREST EDGE","municipal","2021","0","0.00","37.192500000000","-80.090833333333","51161","","trevor.lawson@d..."
"63862","vwuds_371143075580702","Surface Water Intake","FARM POND - MIDWOOD","66917","Midwood Farm","irrigation","2021","5.544","0.02","37.198820000000","-75.968250000000","51131","","rgreen"
"63866","vwuds_A5785","Surface Water Intake","GLADE CREEK","72039","FREDDIE M COX","irrigation","2021","0","0.00","0.100000000000","0.000000000000","51161","","trevor.lawson@d..."
"63867","vwuds_375235077303201","Surface Water Intake","QUARRY DEWATERING","72803","DOSWELL QUARRY","mining","2021","411.59","1.13","37.880833333300","-77.509444444400","51085","","hsomers"
"63869","vwuds_374330078174701","Well","BREMO WELL","72625","FORK UNION SERVICE AREA","municipal","2021","3.109","0.01","37.725000000000","-78.296388888900","51065","","gmahadwar"
"63870","vwuds_E5725","Surface Water Intake","DEEP BRANCH","73901","Bass Farms","irrigation","2021","13.6","0.04","0.100000000000","0.000000000000","51031","","trevor.lawson@d..."
"63896","vwuds_D5675","Surface Water Intake","FARM POND 2 #6798","73009","SEVEN SPRINGS FARMS INC","irrigation","2021","0","0.00","0.100000000000","0.000000000000","51111","","rgreen"
"63897","vwuds_374628077442401","Surface Water Intake","SOUTH ANNA RIVER","74141","HANOVER FARMS INC","irrigation","2021","11.5618","0.03","37.774444444400","-77.740000000000","51085","","hsomers"
"63899","vwuds_B5369","Surface Water Intake","FARM POND located at Margie Hawkins property, 22503 Courthouse Rd","73158","WILLIAM BAIN FARMS @ Margie Hawkins ","irrigation","2021","0","0.00","36.962490000000","-77.584100000000","51053","","rgreen"
"63914","vwuds_mp7860","Surface Water Intake","Quarry","73049","Gordonsville Power Station","fossilpower","2021","0.03231","0.00","38.123193596633","-78.203527325477","51109","","hsomers"
"63919","vwuds_H5202","Surface Water Intake","YAROS FARMS - WAGNER  FARM","72380","YAROS FARMS INC","irrigation","2021","4","0.01","0.100000000000","0.000000000000","51131","","rgreen"
"63921","vwuds_374343077083401","Well","WELL #29","72133","MARLE HILL SERVICE AREA","municipal","2021","1.89","0.01","37.728611111100","-77.142777777800","51101","","hsomers"
"63924","vwuds_A5164","Surface Water Intake","FARM POND","74205","CORBIN HALL FARM","irrigation","2021","12.3","0.03","37.673340000000","-76.584000000000","51119","","hsomers"
"63943","vwuds_363624078123601","Surface Water Intake","ROANOKE RIVER - LAKE GASTON","73125","Roanoke River Service Authority","municipal","2021","583.969","1.60","36.606666666700","-78.210000000000","51117","","trevor.lawson@d..."
"63944","vwuds_374235076590302","Surface Water Intake","MATTAPONI RIVER  38 ACRES","73423","HILLSBOROUGH FARM INC","irrigation","2021","6.5755","0.02","0.100000000000","0.000000000000","51097","","hsomers"
"63948","vwuds_364646077032801","Surface Water Intake","FARM POND","73955","Vicks Plantation (farm)","irrigation","2021","34","0.09","36.779444444400","-77.057777777800","51175","","rgreen"
"63949","vwuds_B","Well","SUMMERS WELL #1","71668","CARROLL COUNTY REGIONAL","municipal","2021","0","0.00","36.725833333300","-80.811944444400","51035","","trevor.lawson@d..."
"63962","vwuds_A5697","Surface Water Intake","NORTH RIVER","72351","FOX RUN FARMS, LLC.","irrigation","2021","17","0.05","38.290000000000","-78.872440000000","51015","","gmahadwar"
