"hydrocode","name","bundle","ftype","wkt_geom"
"VA0062481","NEW HOPE WWTP","facility","wwtp","POINT (38.21492 -78.90942)"
"VA0062499","DOC - SOUTHAMPTON CORRECTIONAL CENTER","facility","wwtp","POINT (36.722094 -77.255792)"
"VA0062529","FERGUSON SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.491666 -77.928333)"
"VA0062561","TAZEWELL COUNTY PSA - FALLS MILLS HALES BOTTOM STP","facility","wwtp","POINT (37.276111 -81.307222)"
"VA0062642","LURAY WWTP","facility","wwtp","POINT (38.684558 -78.458819)"
"VA0062669","STONY CREEK WWTP","facility","wwtp","POINT (36.953496 -77.388544)"
"VA0062685","PEPPERS FERRY REGIONAL WASTEWA","facility","wwtp","POINT (37.1675 -80.55949)"
"VA0062731","ELK HILL FARM WWTP","facility","wwtp","POINT (37.718556 -78.088072)"
"VA0062812","FRONT ROYAL STP","facility","wwtp","POINT (38.9354 -78.1858)"
"VA0062880","SPERRYVILLE SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.656 -78.2243)"
"VA0062928","CALVARY MENNONITE FELLOWSHIP","facility","wwtp","POINT (38.48421 -78.95894)"
"VA0062961","LIGHTFOOT ELEMENTARY SCHOOL","facility","wwtp","POINT (38.24676 -77.95279)"
"VA0063029","DOCKSIDE HEALTH AND REHAB CENTER WWTP","facility","wwtp","POINT (37.611111 -76.509444)"
"VA0063037","HUGUENOT ACADEMY INCORPORATED","facility","wwtp","POINT (37.55735 -77.88428)"
"VA0063118","CHARLOTTE COUNTY SCHOOLS JEFFR","facility","wwtp","POINT (37.075913 -78.716669)"
"VA0063177","RICHMOND WWTP","facility","wwtp","POINT (37.522046 -77.422183)"
"VA0063291","SPROUSES CORNER LLC STP","facility","wwtp","POINT (37.53042 -78.49177)"
"VA0063347","MOUNTAIN VIEW NURSING HOME","facility","wwtp","POINT (38.338611 -78.203056)"
"VA0063568","SOUTHERN MOBILE HOME PARK","facility","wwtp","POINT (36.816111 -78.745556)"
"VA0063606","RIVERSIDE SHORE REHABILITATION CENTER","facility","wwtp","POINT (37.75883 -75.62423)"
"VA0063614","SIMMONS TERMINAL AND RESTAURANT","facility","wwtp","POINT (36.598889 -78.1525)"
"VA0063649","RICHMOND COUNTRY CLUB INC","facility","wwtp","POINT (37.60091 -77.68474)"
"VA0063657","AMHERST CO SERVICE AUTH-IVANHOE FOREST SUB","facility","wwtp","POINT (37.47933 -79.13256)"
"VA0063673","WASHINGTON CNTY PUBLIC SCHOOLS - GREENDALE ELEM","facility","wwtp","POINT (36.75145 -82.04425)"
"VA0063690","HENRICO COUNTY WATER RECLAMATION FACILITY","facility","wwtp","POINT (37.41572 -77.32345)"
"VA0063738","BEDFORD COUNTY SCHOOLS - STAUNTON RIVER HS","facility","wwtp","POINT (37.240551 -79.621565)"
"VA0063843","GRETNA TOWN - SEWAGE TREATMENT PLANT","facility","wwtp","POINT (36.95582 -79.34587)"
"VA0064009","BEELINE TRAILER PARK  STP","facility","wwtp","POINT (36.69231 -82.84537)"
"VA0064033","SCOTT COUNTY SCHOOLS - YUMA EL","facility","wwtp","POINT (36.643721 -82.59137)"
"VA0064181","RAPPAHANNOCK COUNTY HIGH SCHOOL","facility","wwtp","POINT (38.684722 -78.190278)"
"VA0064271","CLAYPOOL HILL WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.029722 -81.790833)"
"VA0064394","STANLEY STP","facility","wwtp","POINT (38.580708 -78.526486)"
"VA0064424","INDEPENDENCE STP","facility","wwtp","POINT (36.60031 -81.11151)"
"VA0064599","CRAIG NEW CASTLE PSA WWT PLANT","facility","wwtp","POINT (37.50976 -80.10068)"
"VA0064726","MARY WALTER ELEMENTARY SCHOOL","facility","wwtp","POINT (38.50332 -77.70184)"
"VA0064751","BUCHANAN CNTY PUBLIC SCHOOLS - COUNCIL ELEM & HS","facility","wwtp","POINT (37.081944 -82.081667)"
"VA0064793","MIDDLE RIVER REGIONAL WWTP","facility","wwtp","POINT (38.184617 -78.979761)"
"VA0065196","CARDINAL VILLAGE","facility","wwtp","POINT (37.94676 -75.53962)"
"VA0065315","WASHINGTON COUNTY PUBLIC SCHOOLS - WATAUGA ELEM","facility","wwtp","POINT (36.67118 -81.95563)"
"VA0065323","WASHINGTON COUNTY PUBLIC SCHOOLS- RHEA VALLEY ELEM","facility","wwtp","POINT (36.68155 -81.81664)"
"VA0065358","BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY","facility","wwtp","POINT (38.525555 -78.138055)"
"VA0065374","GROTTOES WWTP","facility","wwtp","POINT (38.286111 -78.827778)"
"VA0065471","EMPIRE MOBILE HOME PARK STP","facility","wwtp","POINT (36.71308 -82.78772)"
"VA0065536","ISLAND CREEK COAL COMPANY - VP","facility","wwtp","POINT (37.2428 -82.0261)"
"VA0065552","OPEQUON WATER RECLAMATION FACILITY","facility","wwtp","POINT (39.17912 -78.07576)"
"VA0065676","GLENRAE II MOBILE HOME PARK ST","facility","wwtp","POINT (37.146944 -81.551944)"
"VA0065706","I-81 TRAVEL PLAZA - MAX MEADOW","facility","wwtp","POINT (36.965341 -80.853251)"
"VA0065714","OAK HILL ACADEMY STP","facility","wwtp","POINT (36.599212 -81.337766)"
"VA0065854","ST PAUL APPAREL INCORPORATED S","facility","wwtp","POINT (36.91634 -82.322701)"
"VA0065951","DICKENSON RUSSELL CONTURA - MOSS 3 PREP PLANT","facility","wwtp","POINT (36.975203 -82.134718)"
"VA0066303","HOT SPRINGS REGIONAL STP","facility","wwtp","POINT (37.095754 -79.306913)"
"VA0066311","SCOTT COUNTY SCHOOLS - TWIN SPRINGS HIGH","facility","wwtp","POINT (36.640675 -82.577204)"
"VA0066460","DOC - BUCKINGHAM CORRECTIONAL CENTER","facility","wwtp","POINT (37.464563 -78.502228)"
"VA0066532","VIELE-REED STP","facility","wwtp","POINT (36.638889 -80.534722)"
"VA0066575","GROUNDHOG MOUNTAIN STP","facility","wwtp","POINT (36.64 -80.541389)"
"VA0066630","HOPEWELL WATER RENEWAL","facility","wwtp","POINT (37.29322 -77.26249)"
"VA0066869","DOC - NOTTOWAY CORRECTIONAL CENTER","facility","wwtp","POINT (37.182898 -78.210456)"
"VA0066877","STUARTS DRAFT WWTP","facility","wwtp","POINT (38.025534 -79.013461)"
"VA0066907","CONSOLIDATION COAL COMPANY - BUCHANAN MINE STP","facility","wwtp","POINT (37.161881 -81.986479)"
"VA0066991","CLINCHFIELD COAL COMPANY - CEN","facility","wwtp","POINT (36.958056 -82.178333)"
"VA0067032","DICKENSON RUSSELL CONTURA - MCCLURE RIVER PREP PLT","facility","wwtp","POINT (37.084613 -82.37256)"
"VA0067041","DICKENSON RUSSELL COAL CO - MC","facility","wwtp","POINT (37.096667 -82.390556)"
"VA0067059","WYTHE CNTY WATER AND WASTEWATER - AUSTINVILLE STP","facility","wwtp","POINT (36.8525 -80.9075)"
"VA0067067","CHRISTENDOM COLLEGE STP","facility","wwtp","POINT (38.95226 -78.14654)"
"VA0067105","MISSIONARY LEARNING CENTER WWTP","facility","wwtp","POINT (37.748055 -77.6625)"
"VA0067121","CUMBERLAND HOSPITAL FOR CHILDREN AND ADOLESCENTS","facility","wwtp","POINT (37.544883 -76.980986)"
"VA0067245","TOWN OF BOONES MILL - SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.1175 -79.943333)"
"VA0067318","CLYDES DALE MOBILE COMMUNITY","facility","wwtp","POINT (36.84357 -76.75565)"
"VA0067326","THE SHOCKEY PRECAST GROUP","facility","wwtp","POINT (38.19309 -77.49711)"
"VA0067351","SCOTT COUNTY PSA - HOLSTON REGIONAL WWTP","facility","wwtp","POINT (36.5995 -82.5803)"
"VA0067423","TANGIER TOWN","facility","wwtp","POINT (37.828055 -75.998888)"
"VA0067521","BUCHANAN CNTY PUBLIC SCHOOLS-HURLEY MIDDLE SCHOOL","facility","wwtp","POINT (37.385278 -82.000833)"
"VA0067555","RED OAK MANOR STP","facility","wwtp","POINT (37.049166 -79.878055)"
"VA0067571","DICKENSON COUNTY PUBLIC SERVICE AUTH - HAYSI STP","facility","wwtp","POINT (37.21 -82.298056)"
"VA0067661","BLAND COUNTY SCHOOL BOARD - BLAND SCHOOLS K - 12","facility","wwtp","POINT (37.15689 -81.14719)"
"VA0067881","FRIES WWTP","facility","wwtp","POINT (36.711389 -80.973056)"
"VA0067938","NORTH SPRING BEHAVIORAL HEALTHCARE WWTP","facility","wwtp","POINT (39.14566 -77.54639)"
"VA0067954","LOUISA REGIONAL SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.00989 -77.99196)"
"VA0067962","VESPER VIEW STP","facility","wwtp","POINT (38.142222 -78.85)"
"VA0068110","FMC WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.32405 -77.4772)"
"VA0068144","DGIF - WYTHEVILLE FISH CULTURAL STATION","facility","wwtp","POINT (36.93081 -80.9003)"
"VA0068209","CHESAPEAKE REGIONAL AIRPORT","facility","wwtp","POINT (36.666107 -76.330484)"
"VA0068314","RHAPSODY INDUSTRIAL PARK - PURGO","facility","wwtp","POINT (37.88223 -77.46489)"
"VA0068438","BUCHANAN CNTY PUBLIC SCHOOLS - TWIN VALLEY H S STP","facility","wwtp","POINT (37.242222 -81.915278)"
"VA0068543","THOUSAND TRAILS LYNCHBURG PRESERVE","facility","wwtp","POINT (37.210623 -79.043631)"
"VA0068586","CULPEPER COUNTY INDUSTRIAL AIRPARK STP","facility","wwtp","POINT (38.518056 -77.855)"
"VA0068934","GLENWOOD MOBILE HOME PARK","facility","wwtp","POINT (38.227101 -77.497806)"
"VA0068951","HARTLAND INSTITUTE","facility","wwtp","POINT (38.336944 -78.091389)"
"VA0069337","SOUTH HILL WWTP","facility","wwtp","POINT (36.69685 -78.13329)"
"VA0070106","PURKINS CORNER WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.253611 -77.156389)"
"VA0070271","FALLING RUN WWTP","facility","wwtp","POINT (36.670445 -77.548801)"
"VA0070327","YOGAVILLE WWTP","facility","wwtp","POINT (37.665627 -78.685121)"
"VA0070564","PICTURE LAKE CAMPGROUND WWTP","facility","wwtp","POINT (37.164453 -77.512412)"
"VA0070572","TRAVELCENTERS OF AMERICA - ASHLAND TRAVEL CENTER","facility","wwtp","POINT (37.760125 -77.480958)"
"VA0070670","DUNGANNON STP","facility","wwtp","POINT (36.8265 -82.465)"
"VA0071366","DILLOWS SHOP AND WASH","facility","wwtp","POINT (36.74613 -81.85537)"
"VA0071471","TAPPAHANNOCK TOWN OF WWTP","facility","wwtp","POINT (37.915259 -76.876034)"
"VA0071528","VIMS GLOUCESTER POINT","facility","wwtp","POINT (37.248611 -76.496944)"
"VA0071641","RIVERSIDE CONVALESCENT CENTER MATHEWS","facility","wwtp","POINT (37.429166 -76.326388)"
"VA0071692","CARYSBROOK HOLDINGS LLC","facility","wwtp","POINT (37.8122 -78.2317)"
"VA0071846","ENDLESS CAVERNS STP","facility","wwtp","POINT (38.5952 -78.67284)"
"VA0071927","INDIAN HOLLOW ELEMENTARY SCHOOL","facility","wwtp","POINT (39.23978 -78.28514)"
"VA0072044","NORTH FORK RESORT STP","facility","wwtp","POINT (38.95713 -78.22972)"
"VA0072079","LAKE ANNA ENVIRONMENTAL SERVICES STP","facility","wwtp","POINT (38.08437 -77.827121)"
"VA0072354","CPFILMS INC - FIELDALE","facility","wwtp","POINT (36.72712 -79.94963)"
"VA0072389","RAMSEYS MOBILE HOME PARK","facility","wwtp","POINT (37.2747 -79.8306)"
"VA0072397","ROANOKE CEMENT CO - BOTETOURT COUNTY","facility","wwtp","POINT (37.4604 -79.9948)"
"VA0072532","LAKEVIEW MOTEL & RESTAURAN","facility","wwtp","POINT (36.666667 -80.694167)"
"VA0072575","FANCY GAP MOTOR LODGE STP","facility","wwtp","POINT (36.6725 -80.710556)"
"VA0072729","MONTROSS WESTMORELAND WWTP","facility","wwtp","POINT (38.085556 -76.838056)"
"VA0072931","MCGAHEYSVILLE STP","facility","wwtp","POINT (38.35937 -78.72142)"
"VA0072991","CAMP BLUE RIDGE STP","facility","wwtp","POINT (37.85068 -79.12373)"
"VA0073091","GENERAL DYNAMICS NASSCO-NORFOLK - LIGON FACILITY","facility","wwtp","POINT (36.836806 -76.288701)"
"VA0073121","SCHWARTZ SEWAGE TREATMENT PLAN","facility","wwtp","POINT (38.35537 -77.28904)"
"VA0073156","MILLBORO STP","facility","wwtp","POINT (37.981389 -79.594444)"
"VA0073245","MILLERCOORS BREWING CO - SHENANDOAH BREWERY","facility","wwtp","POINT (38.3569 -78.6738)"
"VA0073300","CITY POINT ENERGY CENTER LLC","facility","wwtp","POINT (37.296535 -77.274515)"
"VA0073318","HRSD CENTRAL MIDDLESEX STP","facility","wwtp","POINT (37.608333 -76.595555)"
"VA0073504","CAROLINE COUNTY REGIONAL WWTP","facility","wwtp","POINT (37.951464 -77.443699)"
"VA0073555","TIDEWATER WOOD PRODUCTS LLC","facility","wwtp","POINT (37.00943 -76.41479)"
"VA0073636","NAVAL SUPPORT FACILITY, DAHLGR","facility","wwtp","POINT (38.32666 -77.02694)"
"VA0073733","CLOVER WWTP","facility","wwtp","POINT (36.865881 -78.773509)"
"VA0074047","WINTERGREEN STONEY CREEK STP","facility","wwtp","POINT (37.898979 -78.862478)"
"VA0074098","US ARMY CORPS OF ENGINEERS - R","facility","wwtp","POINT (36.59508 -78.310725)"
"VA0074161","FORT CHISWELL WWTP","facility","wwtp","POINT (36.961736 -80.916915)"
"VA0074179","SMITH MOUNTAIN DAM VISITOR CENTER SEWAGE TREATMENT","facility","wwtp","POINT (37.278482 -79.933917)"
"VA0074268","HILLSVILLE WTP","facility","wwtp","POINT (36.74942 -80.75273)"
"VA0074381","CAMP HAPPYLAND","facility","wwtp","POINT (38.40143 -77.70777)"
"VA0074454","CHESAPEAKE LPG TERMINAL","facility","wwtp","POINT (36.776667 -76.312778)"
"VA0074586","COUNTRY OAKS LLC","facility","wwtp","POINT (36.601043 -79.433981)"
"VA0074781","VIRGINIA RENEWABLE POWER - PORTSMOUTH LLC","facility","wwtp","POINT (36.8703 -76.3519)"
"VA0074870","WOODHAVEN NURSING HOME - MONTVALE","facility","wwtp","POINT (37.397778 -79.752219)"
"VA0074934","ONE STOP TRAILER PARK","facility","wwtp","POINT (39.21643 -77.53441)"
"VA0074942","HIWAY MOBILE HOME COMMUNITY LLC","facility","wwtp","POINT (39.21466 -77.5349)"
"VA0075183","SKYLINE RESORT INC STP","facility","wwtp","POINT (38.90594 -78.28881)"
"VA0075191","PARKINS MILL WWTF","facility","wwtp","POINT (39.10902 -78.15194)"
"VA0075230","PRINCE GEORGE MANOR WWTP","facility","wwtp","POINT (37.07182 -77.36745)"
"VA0075361","UVA -  MOUNTAIN LAKE BIOLOGICAL RESEARCH STATION","facility","wwtp","POINT (37.374637 -80.52402)"
"VA0075434","HRSD WEST POINT SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.544815 -76.800238)"
"VA0075451","SHENANDOAH BAPTIST CHURCH - CAMP EAGLE","facility","wwtp","POINT (37.537429 -79.902284)"
"VA0075515","LEE COUNTY PUBLIC SERVICE AUTHORITY - CROSS CREEK","facility","wwtp","POINT (36.766666 -82.919166)"
"VA0075574","VDOT I64 REST AREA - ALLEGHANY CO","facility","wwtp","POINT (37.543401 -77.434174)"
"VA0075981","COMFORT INN-MONTICELLO","facility","wwtp","POINT (38.020277 -78.424444)"
"VA0076015","RONILE INC","facility","wwtp","POINT (36.956653 -79.864963)"
"VA0076244","STONE-ROBINSON ELEMENTARY SCHOOL","facility","wwtp","POINT (38.00917 -78.3969)"
"VA0076350","WVWA - EAGLE ROCK  WWTP","facility","wwtp","POINT (37.63837 -79.79733)"
"VA0076376","WASHINGTON COUNTY INDUSTRIAL P","facility","wwtp","POINT (36.72319 -81.9291)"
"VA0076384","FEDERAL MOGUL PRODUCTS INC - W","facility","wwtp","POINT (39.1568 -78.17697)"
"VA0076392","LITTLE FALLS RUN WASTEWATER TREATMENT FACILITY","facility","wwtp","POINT (38.26138 -77.41134)"
"VA0076473","SUFFOLK CITY - G ROBERT HOUSE JR WTP","facility","wwtp","POINT (36.86369 -76.572)"
"VA0076520","JARRATT WATER TREATMENT PLANT","facility","wwtp","POINT (36.818013 -77.47775)"
"VA0076678","SHENANDOAH CROSSING STP","facility","wwtp","POINT (38.07986 -78.14306)"
"VA0076805","REMINGTON WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.53006 -77.7981)"
"VA0076830","VIRGILINA TOWN OF","facility","wwtp","POINT (36.5441 -78.7749)"
"VA0076856","PILOT-4642","facility","wwtp","POINT (38.9675 -78.434167)"
"VA0076881","CHASE CITY REGIONAL WWTP","facility","wwtp","POINT (36.7793 -78.47315)"
"VA0077089","NALCO COMPANY","facility","wwtp","POINT (37.29311 -77.26255)"
"VA0077259","THREE CREEK WWTP","facility","wwtp","POINT (36.72868 -77.51189)"
"VA0077399","LACEY SPRING ELEMENTARY SCHOOL STP","facility","wwtp","POINT (38.5411 -78.7666)"
"VA0077402","GEORGE'S CHICKEN LLC","facility","wwtp","POINT (38.87751 -78.60877)"
"VA0077411","FAUQUIER SPRINGS COUNTRY CLUB STP","facility","wwtp","POINT (38.65373 -77.87328)"
"VA0077763","BEAR ISLAND PAPER COMPANY","facility","wwtp","POINT (37.8181 -77.4375)"
"VA0077828","COEBURN NORTON WISE REGIONAL WWTP","facility","wwtp","POINT (36.927381 -82.478246)"
"VA0077879","GLOUCESTER LUMBER PRODUCTS INC","facility","wwtp","POINT (37.53553 -76.53293)"
"VA0077895","ROANOKE MOOSE LODGE #284 STP","facility","wwtp","POINT (37.36614 -80.05106)"
"VA0078131","LOCUST GROVE ELEMENTARY SCHOOL","facility","wwtp","POINT (38.30011 -77.83202)"
"VA0078484","GALAX WWTP","facility","wwtp","POINT (36.6714 -80.9339)"
"VA0078531","PINE RIDGE TRAILER PARK STP","facility","wwtp","POINT (36.647931 -82.425017)"
"VA0078646","CAMPBELL CO UTIL AND SERV AUTH","facility","wwtp","POINT (37.273056 -79.099167)"
"VA0078654","NINE O THREE INC WWTP","facility","wwtp","POINT (36.5969 -78.1575)"
"VA0078778","GLOUCESTER COUNTY WATER TREATMENT PLANT","facility","wwtp","POINT (37.436944 -76.543889)"
"VA0079057","SIGN POST ESTATES WWTP","facility","wwtp","POINT (37.37423 -77.15997)"
"VA0079502","HOPEWELL COGENERATION LIMITED PARTNERSHIP","facility","wwtp","POINT (37.29142 -77.2811)"
"VA0079863","PULASKI TOWN WATER TREATMENT PLANT","facility","wwtp","POINT (37.05568 -80.78363)"
"VA0079928","US NAVY - JOINT EXPEDITIONARY BASE - LITTLE CREEK","facility","wwtp","POINT (36.90611 -76.14777)"
"VA0080071","GREAT SOUTHERN WOOD VA INC","facility","wwtp","POINT (37.01096 -79.89347)"
"VA0080080","CROOKED RUN WWTF","facility","wwtp","POINT (39.037509 -78.159239)"
"VA0080179","VDOT - MONITOR MERRIMAC MEMORIAL BRIDGE TUNNEL","facility","wwtp","POINT (36.96 -76.411667)"
"VA0080233","HIDEAWAY STP","facility","wwtp","POINT (37.36272 -76.91691)"
"VA0080241","STELLA-JONES CORP","facility","wwtp","POINT (37.97131 -79.50866)"
"VA0080390","SUSSEX COURTHOUSE COMPLEX","facility","wwtp","POINT (36.913602 -77.279528)"
"VA0080527","CLEVENGERS VILLAGE WWTP - NEW","facility","wwtp","POINT (38.658946 -77.898517)"
"VA0080535","TWO HILLS INC STP","facility","wwtp","POINT (38.68261 -78.64348)"
"VA0080781","EHEART SUBDIVISION STP","facility","wwtp","POINT (38.191667 -78.355)"
"VA0080837","GLEN CREEK WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (37.37039 -80.8616)"
"VA0080993","GOOSE CREEK INDUSTRIAL PARK WWTP","facility","wwtp","POINT (39.074646 -77.521154)"
"VA0081001","GROVE HILL PRESCHOOL ACADEMY AND TECHNICAL CENTER","facility","wwtp","POINT (38.52875 -78.61258)"
"VA0081213","COX WOOD OF VIRGINIA LLC","facility","wwtp","POINT (37.10889 -77.958719)"
"VA0081230","HRSD - ARMY BASE WWTP","facility","wwtp","POINT (36.92224 -76.32237)"
"VA0081248","HRSD - ATLANTIC SEWAGE TREATMENT PLANT","facility","wwtp","POINT (36.771635 -75.971575)"
"VA0081256","HRSD - BOAT HARBOR SEWAGE TREATMENT PLANT","facility","wwtp","POINT (36.96569 -76.41479)"
"VA0081264","HRSD - CHESAPEAKE-ELIZABETH SEWAGE TREATMENT PLANT","facility","wwtp","POINT (36.908682 -76.164327)"
"VA0081272","HRSD - JAMES RIVER SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.084011 -76.531216)"
"VA0081281","HRSD - VIRGINIA INITIATIVE WWTP","facility","wwtp","POINT (36.88233 -76.3125)"
"VA0081299","HRSD - NANSEMOND SEWAGE TREATMENT PLANT","facility","wwtp","POINT (36.895363 -76.42376)"
"VA0081302","HRSD - WILLIAMSBURG SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.214412 -76.627827)"
"VA0081311","HRSD - YORK RIVER SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.20112 -76.44525)"
"VA0081418","KINDER MORGAN OPERATING LP C - ERT","facility","wwtp","POINT (36.78134 -76.29798)"
"VA0081621","LAKE WILDERNESS PUBLIC WATER SYSTEMS","facility","wwtp","POINT (38.29677 -77.73217)"
"VA0081639","ENVOY AT THE VILLAGE","facility","wwtp","POINT (37.75781 -78.26762)"
"VA0081779","DINWIDDIE COURTHOUSE STP","facility","wwtp","POINT (37.0662 -77.58934)"
"VA0082058","WASHINGTON DISTRICT ELEMENTARY","facility","wwtp","POINT (38.1819 -77.0003)"
"VA0082228","CARYSBROOK WWTP","facility","wwtp","POINT (37.825 -78.244444)"
"VA0082333","HONEYWELL - GOSSAN MINE SITE","facility","wwtp","POINT (36.706389 -80.915556)"
"VA0082546","AMHERST CO SERVICE AUTHORITY WESTBRIAR SUBDIVISION","facility","wwtp","POINT (37.48593 -79.13189)"
"VA0082589","DICKENSON COUNTY PUBLIC SERVICE AUTHORITY STP 1","facility","wwtp","POINT (37.016667 -82.295833)"
"VA0082767","DOMINION - SOUTHAMPTON POWER STATION","facility","wwtp","POINT (36.654813 -76.996151)"
"VA0082783","DOMINION - HOPEWELL POWER STATION","facility","wwtp","POINT (37.300624 -77.28219)"
"VA0083011","PITTS LUMBER COMPANY INCORPORATED","facility","wwtp","POINT (37.532944 -76.665237)"
"VA0083054","ANDROS FOODS NORTH AMERICA","facility","wwtp","POINT (38.76659 -78.6205)"
"VA0083097","OLD DOMINION ELECTRIC COOPERATIVE CLOVER","facility","wwtp","POINT (36.881389 -78.712778)"
"VA0083127","WOOD PRESERVERS INCORPORATED","facility","wwtp","POINT (37.970167 -76.747865)"
"VA0083135","FARMVILLE ADVANCED WWTP","facility","wwtp","POINT (37.3247 -78.437)"
"VA0083194","US - LANGLEY AFB - JOINT BASE LANGLEY-EUSTIS","facility","wwtp","POINT (37.06999 -76.35861)"
"VA0083291","CROSSROADS VILLAGE CENTER STP","facility","wwtp","POINT (37.95652 -78.65854)"
"VA0083305","CAMP OVERLOOK STP","facility","wwtp","POINT (38.495009 -78.726946)"
"VA0083313","TIDEWATER TANK TERMINAL LLC","facility","wwtp","POINT (36.771629 -76.28812)"
"VA0083399","DOMINION - PITTSYLVANIA POWER STATION","facility","wwtp","POINT (37.104445 -79.277309)"
"VA0083402","DOMINION - ALTAVISTA POWER STATION","facility","wwtp","POINT (37.118333 -79.273889)"
"VA0083411","WILDERNESS WASTEWATER TREATMENT PLANT","facility","wwtp","POINT (38.372065 -77.749208)"
"VA0083712","TOWN OF GLASGOW WWTP","facility","wwtp","POINT (37.623611 -79.445556)"
"VA0084034","BROOKNEAL TOWN WATER TREATMENT PLANT","facility","wwtp","POINT (37.06483 -78.953617)"
"VA0084069","DOMINION - MECKLENBURG POWER STATION","facility","wwtp","POINT (36.624 -78.557)"
"VA0084212","CHURCHVILLE WTP","facility","wwtp","POINT (38.225 -79.179166)"
"VA0084298","SMITH MIDLAND INCORPORATED","facility","wwtp","POINT (38.60833 -77.71415)"
"VA0084433","DRAKES BRANCH WWTP","facility","wwtp","POINT (36.989722 -78.602778)"
"VA0084565","POWHATAN COURTHOUSE WTP 2","facility","wwtp","POINT (37.541667 -77.916667)"
"VA0085171","BOYCE STP","facility","wwtp","POINT (39.09051 -78.05713)"
"VA0085278","DICKENSON RUSSELL COAL CO - LAUREL MOUNTAIN MINE","facility","wwtp","POINT (36.98584 -82.183904)"
"VA0085481","COLONIAL PIPELINE SURRY","facility","wwtp","POINT (37.157079 -76.697269)"
"VA0085499","SPRUANCE GENCO LLC","facility","wwtp","POINT (37.45566 -77.4267)"
"VA0085588","DOC - HARRISONBURG MENS DIVERSION CENTER","facility","wwtp","POINT (38.532106 -78.819534)"
"VA0085723","CULPEPER PETROLEUM COOPERATIVE","facility","wwtp","POINT (38.482902 -77.973854)"
"VA0085871","LOVES TRAVEL STOP 435","facility","wwtp","POINT (37.93819 -77.4667)"
"VA0085901","IBM CORPORATION","facility","wwtp","POINT (38.74876 -77.51142)"
"VA0085936","MT ZION RUSTIC WTP","facility","wwtp","POINT (37.306111 -76.926666)"
"VA0085952","ROCKY MOUNT TOWN SEWAGE TREATMENT PLANT","facility","wwtp","POINT (36.9969 -79.8533)"
"VA0085961","PEARISBURG TOWN - SEWAGE TREATMENT PLANT","facility","wwtp","POINT (37.3425 -80.755556)"
"VA0085979","KESWICK STP","facility","wwtp","POINT (38.01577 -78.36611)"
"VA0086151","KINDER MORGAN TRANSMIX COMPANY LLC","facility","wwtp","POINT (37.48065 -77.42987)"
"VA0086169","VIRGINIA BEACH CITY - LANDFILL NO 2","facility","wwtp","POINT (36.785727 -76.198829)"
"VA0086274","CAMP JACOB INCORPORATED STP","facility","wwtp","POINT (37.18361 -82.550087)"
"VA0086304","MARION WWTP","facility","wwtp","POINT (36.8225 -81.5522)"
"VA0086355","ABB INCORPORATED - BLAND","facility","wwtp","POINT (37.107212 -81.110882)"
"VA0086452","WYTHE CNTY WATER AND WASTEWATE","facility","wwtp","POINT (36.791111 -81.186944)"
"VA0086533","PORT ALLEN MARINE SERVICES INC","facility","wwtp","POINT (36.727538 -76.241508)"
"VA0086541","MAGELLAN TERMINALS HOLDINGS LP - ROANOKE TERMINAL","facility","wwtp","POINT (37.21286 -79.9891)"
"VA0086584","GLENMORE WRRF","facility","wwtp","POINT (37.978889 -78.382778)"
"VA0086622","VDOT INTERSTATE 95 PRINCE GEORGE REST AREA WWTP","facility","wwtp","POINT (37.148611 -77.388056)"
"VA0086665","BASSETT MIRROR COMPANY INC -  PHILPOTT PLANT","facility","wwtp","POINT (36.78999 -80.0045)"
"VA0086673","CHARLES CITY COUNTY SCHOOLS WWTP","facility","wwtp","POINT (37.351663 -77.075021)"
"VA0086681","AMELIA COURTHOUSE SANITARY DISTRICT STP - NIBBS CR","facility","wwtp","POINT (37.357225 -77.996917)"
"VA0086720","PRESIDENTIAL LAKES SECTION 14 STP","facility","wwtp","POINT (38.290556 -77.246389)"
"VA0086762","US ARMY - NORTH BEND PARK WWTP","facility","wwtp","POINT (36.58949 -78.317276)"
"VA0086789","OAKLAND PARK SEWAGE TREATMENT PLANT","facility","wwtp","POINT (38.292502 -77.330849)"
"VA0086797","PRINCE WILLIAM COUNTY YARD WASTE COMPOST FACILITY","facility","wwtp","POINT (38.634597 -77.428519)"
"VA0086967","ROCKBRIDGE ALUM SPRINGS STP","facility","wwtp","POINT (37.908097 -79.608632)"
"VA0087033","DOMINION - GORDONSVILLE POWER STATION","facility","wwtp","POINT (38.124685 -78.203024)"
