"OutfallID"	"Year"	"VPDES.Facility.ID"	"VPDES.Name"	"Fac.Lat"	"Fac.Long"	"Outfall_Type"	"Outfall.Long"	"Outfall.Lat"	"Measured_Effluent"	"Discharges_MGD"	"Date"	"County"	"Permit_Type"	"Waterbody"	"Use.Type"	"Fuel_Type"	"Gen_Cap_MW"	"Mon_Reported"
"7849"	"VA0060569001"	2015	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.027	0.027	2015-10-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	3
"7850"	"VA0060569001"	2015	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	NA	NA	2015-11-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	3
"7851"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0	0	2016-12-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7852"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0092	0.0092	2016-08-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7853"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0081	0.0081	2016-01-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7854"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0082	0.0082	2016-03-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7855"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	NA	NA	2016-04-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7856"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.00951	0.00951	2016-10-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7857"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0081	0.0081	2016-06-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7858"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0064	0.0064	2016-07-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7859"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0081	0.0081	2016-05-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7860"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0	0	2016-11-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7861"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.00965	0.00965	2016-09-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7862"	"VA0060569001"	2016	"VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	37.61682	-76.2923	"EXO"	-76.2902979997566	37.6172019999863	0.0082	0.0082	2016-02-01	"Lancaster"	"NPDES Individual Permit"	""	"Commercial"	NA	NA	12
"7863"	"VA0060585001"	2015	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0015	0.0015	2015-10-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	3
"7864"	"VA0060585001"	2015	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0016	0.0016	2015-12-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	3
"7865"	"VA0060585001"	2015	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0012	0.0012	2015-11-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	3
"7866"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0016	0.0016	2016-04-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7867"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0019	0.0019	2016-05-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7868"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0013	0.0013	2016-01-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7869"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0014	0.0014	2016-03-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7870"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0011	0.0011	2016-10-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7871"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0007	0.0007	2016-12-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7872"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0012	0.0012	2016-07-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7873"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0012	0.0012	2016-02-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7874"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0012	0.0012	2016-09-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7875"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0011	0.0011	2016-11-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7876"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0013	0.0013	2016-06-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7877"	"VA0060585001"	2016	"VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	37.34091	-77.07574	"EXO"	-77.0763888889298	37.3433333330673	0.0014	0.0014	2016-08-01	""	"NPDES Individual Permit"	"Courthouse Creek"	"Commercial"	NA	NA	12
"7878"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.12	8.12	2010-01-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7879"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.67	7.67	2010-03-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7880"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.65	6.65	2010-04-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7881"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.74	5.74	2010-10-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7882"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.66	5.66	2010-06-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7883"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.23	5.23	2010-07-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7884"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.44	6.44	2010-05-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7885"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	4.81	4.81	2010-11-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7886"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.08	5.08	2010-12-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7887"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.79	8.79	2010-02-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7888"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.06	6.06	2010-08-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7889"	"VA0060593001"	2010	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.75	5.75	2010-09-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7890"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	4.73	4.73	2011-07-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7891"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.59	5.59	2011-04-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7892"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.55	5.55	2011-05-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7893"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.41	5.41	2011-10-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7894"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.07	6.07	2011-11-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7895"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.23	5.23	2011-09-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7896"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.31	5.31	2011-01-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7897"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	4.29	4.29	2011-08-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7898"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.01	6.01	2011-12-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7899"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	4.73	4.73	2011-06-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7900"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.15	5.15	2011-02-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7901"	"VA0060593001"	2011	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.12	6.12	2011-03-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7902"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.37	6.37	2012-08-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7903"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.64	5.64	2012-02-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7904"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.67	5.67	2012-04-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7905"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.52	6.52	2012-07-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7906"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.87	5.87	2012-11-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7907"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.24	6.24	2012-06-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7908"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.31	6.31	2012-10-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7909"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.6	5.6	2012-05-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7910"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.66	5.66	2012-12-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7911"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.54	5.54	2012-01-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7912"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.39	6.39	2012-03-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7913"	"VA0060593001"	2012	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.3	6.3	2012-09-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7914"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.74	6.74	2013-04-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7915"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.45	7.45	2013-12-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7916"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.2	6.2	2013-09-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7917"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.13	8.13	2013-07-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7918"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.67	6.67	2013-05-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7919"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.2	7.2	2013-08-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7920"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.51	6.51	2013-03-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7921"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	5.94	5.94	2013-10-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7922"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.67	6.67	2013-02-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7923"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.56	6.56	2013-06-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7924"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.97	7.97	2013-01-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7925"	"VA0060593001"	2013	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.24	6.24	2013-11-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7926"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.28	6.28	2014-07-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7927"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.66	6.66	2014-06-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7928"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.83	7.83	2014-03-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7929"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.76	7.76	2014-05-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7930"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.41	8.41	2014-04-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7931"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.3	7.3	2014-12-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7932"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.87	6.87	2014-09-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7933"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.02	7.02	2014-11-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7934"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.78	7.78	2014-02-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7935"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.49	8.49	2014-01-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7936"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.24	7.24	2014-08-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7937"	"VA0060593001"	2014	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.15	7.15	2014-10-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7938"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.81	7.81	2015-02-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7939"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.28	7.28	2015-01-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7940"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.45	6.45	2015-08-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7941"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.93	8.93	2015-10-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7942"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7	7	2015-07-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7943"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	10.43	10.43	2015-12-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7944"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	8.52	8.52	2015-03-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7945"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.85	7.85	2015-04-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7946"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	7.73	7.73	2015-09-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7947"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	6.62	6.62	2015-05-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
"7948"	"VA0060593001"	2015	"VA0060593"	"DANVILLE CITY - NORTHSIDE"	36.564695	-79.360352	"EXO"	-79.3630555551717	36.560555555638	9.26	9.26	2015-11-01	""	"NPDES Individual Permit"	"Pumpkin Creek"	"Municipal"	NA	NA	12
